pdbid,labels,mebi_pred
5sju_B,8,0.0
5sju_B,9,0.85
5t3v_A,0,0.57
5t3v_A,1,0.26
5t3v_A,2,0.01
5t3v_A,3,0.0
5t3v_A,4,0.0
5t3v_A,5,0.58
5t3v_A,6,0.38
5t3v_A,7,0.38
5t3v_A,8,0.38
5t3v_A,9,0.39
5t5h_R,0,0.03
5t5h_R,1,0.09
5t5h_R,2,0.0
5t5h_R,3,0.01
5t5h_R,4,0.01
5t5h_R,5,0.26
5t5h_R,6,0.02
5t5h_R,7,0.02
5t5h_R,8,0.02
5t5h_R,9,0.07
5t5h_U,0,0.13
5t5h_U,1,0.11
5t5h_U,2,0.02
5t5h_U,3,0.0
5t5h_U,4,0.0
5t5h_U,5,0.15
5t5h_U,6,0.01
5t5h_U,7,0.01
5t5h_U,8,0.01
5t5h_U,9,0.14
5t5h_N,0,0.1
5t5h_N,1,0.36
5t5h_N,2,0.83
5t5h_N,3,0.33
5t5h_N,4,0.33
5t5h_N,5,0.43
5t5h_N,6,0.13
5t5h_N,7,0.13
5t5h_N,8,0.13
5t5h_N,9,0.46
5t5h_O,0,0.61
5t5h_O,1,0.43
5t5h_O,2,0.1
5t5h_O,3,0.01
5t5h_O,4,0.01
5t5h_O,5,0.14
5t5h_O,6,0.12
5t5h_O,7,0.12
5t5h_O,8,0.12
5t5h_O,9,0.42
5t5h_T,0,0.07
5t5h_T,1,0.27
5t5h_T,2,0.21
5t5h_T,3,0.03
5t5h_T,4,0.03
5t5h_T,5,0.18
5t5h_T,6,0.16
5t5h_T,7,0.16
5t5h_T,8,0.16
5t5h_T,9,0.5
5t61_A,0,0.43
5t61_A,1,0.24
5t61_A,2,0.36
5t61_A,3,0.0
5t61_A,4,0.0
5t61_A,5,0.5
5t61_A,6,0.32
5t61_A,7,0.32
5t61_A,8,0.32
5t61_A,9,0.39
5t61_I,0,0.36
5t61_I,1,0.5
5t61_I,2,0.91
5t61_I,3,0.04
5t61_I,4,0.04
5t61_I,5,0.34
5t61_I,6,0.5
5t61_I,7,0.5
5t61_I,8,0.5
5t61_I,9,0.35
5t6m_A,0,0.0
5t6m_A,1,0.08
5t6m_A,2,0.0
5t6m_A,3,0.0
5t6m_A,4,0.0
5t6m_A,5,0.25
5t6m_A,6,0.01
5t6m_A,7,0.01
5t6m_A,8,0.01
5t6m_A,9,0.15
5tbn_A,0,0.01
5tbn_A,1,0.22
5tbn_A,2,0.26
5tbn_A,3,0.0
5tbn_A,4,0.0
5tbn_A,5,0.11
5tbn_A,6,0.04
5tbn_A,7,0.04
5tbn_A,8,0.04
5tbn_A,9,0.78
5tbw_I,0,0.09
5tbw_I,1,0.43
5tbw_I,2,0.33
5tbw_I,3,0.57
5tbw_I,4,0.57
5tbw_I,5,0.34
5tbw_I,6,0.08
5tbw_I,7,0.08
5tbw_I,8,0.08
5tbw_I,9,0.58
5tbw_S,0,0.0
5tbw_S,1,0.2
5tbw_S,2,0.0
5tbw_S,3,0.0
5tbw_S,4,0.0
5tbw_S,5,0.07
5tbw_S,6,0.97
5tbw_S,7,0.97
5tbw_S,8,0.97
5tbw_S,9,0.43
5tbw_SM,0,0.0
5tbw_SM,1,1.0
5tbw_SM,2,0.38
5tbw_SM,3,1.0
5tbw_SM,4,1.0
5tbw_SM,5,0.0
5tbw_SM,6,0.08
5tbw_SM,7,0.08
5tbw_SM,8,0.08
5tbw_SM,9,0.61
5tes_B,0,0.2
5tes_B,1,0.41
5tes_B,2,0.0
5tes_B,3,0.66
5tes_B,4,0.66
5tes_B,5,0.51
5tes_B,6,0.33
5tes_B,7,0.33
5tes_B,8,0.33
5tes_B,9,0.39
5tpv_B,0,0.05
5tpv_B,1,0.11
5tpv_B,2,0.0
5tpv_B,3,0.28
5tpv_B,4,0.28
5tpv_B,5,0.13
5tpv_B,6,0.01
5tpv_B,7,0.01
5tpv_B,8,0.01
5tpv_B,9,0.11
5tzb_D,0,0.32
5tzb_D,1,0.36
5tzb_D,2,0.08
5tzb_D,3,0.0
5tzb_D,4,0.0
5tzb_D,5,0.57
5tzb_D,6,0.32
5tzb_D,7,0.32
5tzb_D,8,0.32
5tzb_D,9,0.26
5u10_A,0,0.22
5u10_A,1,0.3
5u10_A,2,0.22
5u10_A,3,0.01
5u10_A,4,0.01
5u10_A,5,0.28
5u10_A,6,0.11
5u10_A,7,0.11
5u10_A,8,0.11
5u10_A,9,0.43
5u10_B,0,0.22
5u10_B,1,0.3
5u10_B,2,0.23
5u10_B,3,0.01
5u10_B,4,0.01
5u10_B,5,0.29
5u10_B,6,0.11
5u10_B,7,0.11
5u10_B,8,0.11
5u10_B,9,0.43
5u6h_A,0,0.0
5u6h_A,1,0.03
5u6h_A,2,0.09
5u6h_A,3,0.0
5u6h_A,4,0.0
5u6h_A,5,0.0
5u6h_A,6,0.0
5u6h_A,7,0.0
5u6h_A,8,0.0
5u6h_A,9,1.0
5u6l_A,0,0.12
5u6l_A,1,0.05
5u6l_A,2,0.14
5u6l_A,3,0.0
5u6l_A,4,0.0
5u6l_A,5,0.02
5u6l_A,6,0.0
5u6l_A,7,0.0
5u6l_A,8,0.0
5u6l_A,9,0.98
5u7e_A,0,0.53
5u7e_A,1,0.56
5u7e_A,2,0.21
5u7e_A,3,0.01
5u7e_A,4,0.01
5u7e_A,5,0.11
5u7e_A,6,0.15
5u7e_A,7,0.15
5u7e_A,8,0.15
5u7e_A,9,0.16
5u7p_A,0,0.23
5u7p_A,1,0.38
5u7p_A,2,0.21
5u7p_A,3,0.07
5u7p_A,4,0.07
5u7p_A,5,0.53
5u7p_A,6,0.28
5u7p_A,7,0.28
5u7p_A,8,0.28
5u7p_A,9,0.41
5u95_D,0,0.67
5u95_D,1,0.31
5u95_D,2,0.11
5u95_D,3,0.13
5u95_D,4,0.13
5u95_D,5,0.41
5u95_D,6,0.06
5u95_D,7,0.06
5u95_D,8,0.06
5u95_D,9,0.49
5ueh_A,0,0.31
5ueh_A,1,0.39
5ueh_A,2,0.11
5ueh_A,3,0.0
5ueh_A,4,0.0
5ueh_A,5,0.56
5ueh_A,6,0.2
5ueh_A,7,0.2
5ueh_A,8,0.2
5ueh_A,9,0.15
5v2l_A,0,0.31
5v2l_A,1,0.32
5v2l_A,2,0.14
5v2l_A,3,0.41
5v2l_A,4,0.41
5v2l_A,5,0.31
5v2l_A,6,0.18
5v2l_A,7,0.18
5v2l_A,8,0.18
5v2l_A,9,0.18
5v8t_A,0,0.21
5v8t_A,1,0.29
5v8t_A,2,0.04
5v8t_A,3,0.0
5v8t_A,4,0.0
5v8t_A,5,0.57
5v8t_A,6,0.17
5v8t_A,7,0.17
5v8t_A,8,0.17
5v8t_A,9,0.13
5ves_B,0,0.11
5ves_B,1,0.09
5ves_B,2,0.0
5ves_B,3,0.06
5ves_B,4,0.06
5ves_B,5,0.29
5ves_B,6,0.03
5ves_B,7,0.03
5ves_B,8,0.03
5ves_B,9,0.25
5vf0_B,0,0.05
5vf0_B,1,0.05
5vf0_B,2,0.14
5vf0_B,3,0.01
5vf0_B,4,0.01
5vf0_B,5,0.08
5vf0_B,6,0.0
5vf0_B,7,0.0
5vf0_B,8,0.0
5vf0_B,9,0.98
5vpz_A,0,0.54
5vpz_A,1,0.0
5vpz_A,2,0.0
5vpz_A,3,0.0
5vpz_A,4,0.0
5vpz_A,5,0.92
5vpz_A,6,0.01
5vpz_A,7,0.01
5vpz_A,8,0.01
5vpz_A,9,0.05
5vyg_A,0,0.83
5vyg_A,1,0.28
5vyg_A,2,0.04
5vyg_A,3,0.0
5vyg_A,4,0.0
5vyg_A,5,0.01
5vyg_A,6,0.01
5vyg_A,7,0.01
5vyg_A,8,0.01
5vyg_A,9,0.02
5w2h_A,0,0.0
5w2h_A,1,0.19
5w2h_A,2,0.22
5w2h_A,3,0.0
5w2h_A,4,0.0
5w2h_A,5,0.43
5w2h_A,6,0.05
5w2h_A,7,0.05
5w2h_A,8,0.05
5w2h_A,9,0.21
5waw_L,0,0.27
5waw_L,1,0.14
5waw_L,2,0.33
5waw_L,3,0.03
5waw_L,4,0.03
5waw_L,5,0.48
5waw_L,6,0.01
5waw_L,7,0.01
5waw_L,8,0.01
5waw_L,9,0.57
5wdt_T,0,0.07
5wdt_T,1,0.19
5wdt_T,2,0.01
5wdt_T,3,0.0
5wdt_T,4,0.0
5wdt_T,5,0.28
5wdt_T,6,0.11
5wdt_T,7,0.11
5wdt_T,8,0.11
5wdt_T,9,0.1
5wdt_Z,0,0.17
5wdt_Z,1,0.22
5wdt_Z,2,0.0
5wdt_Z,3,0.01
5wdt_Z,4,0.01
5wdt_Z,5,0.7
5wdt_Z,6,0.58
5wdt_Z,7,0.58
5wdt_Z,8,0.58
5wdt_Z,9,0.55
5wdx_A,0,0.53
5wdx_A,1,0.05
5wdx_A,2,0.0
5wdx_A,3,0.0
5wdx_A,4,0.0
5wdx_A,5,0.74
5wdx_A,6,1.0
5wdx_A,7,1.0
5wdx_A,8,1.0
5wdx_A,9,0.38
5wfn_B,0,0.64
5wfn_B,1,0.0
5wfn_B,2,0.0
5wfn_B,3,0.0
5wfn_B,4,0.0
5wfn_B,5,0.77
5wfn_B,6,0.17
5wfn_B,7,0.17
5wfn_B,8,0.17
5wfn_B,9,0.52
5wfs_Z,0,0.17
5wfs_Z,1,0.22
5wfs_Z,2,0.0
5wfs_Z,3,0.01
5wfs_Z,4,0.01
5wfs_Z,5,0.7
5wfs_Z,6,0.58
5wfs_Z,7,0.58
5wfs_Z,8,0.58
5wfs_Z,9,0.55
5wha_J,0,0.52
5wha_J,1,0.0
5wha_J,2,0.0
5wha_J,3,0.0
5wha_J,4,0.0
5wha_J,5,0.94
5wha_J,6,0.0
5wha_J,7,0.0
5wha_J,8,0.0
5wha_J,9,0.02
5wha_L,0,0.59
5wha_L,1,0.1
5wha_L,2,0.0
5wha_L,3,0.0
5wha_L,4,0.0
5wha_L,5,0.0
5wha_L,6,0.0
5wha_L,7,0.0
5wha_L,8,0.0
5wha_L,9,0.02
5whv_F,0,0.72
5whv_F,1,0.55
5whv_F,2,0.01
5whv_F,3,0.81
5whv_F,4,0.81
5whv_F,5,0.0
5whv_F,6,0.41
5whv_F,7,0.41
5whv_F,8,0.41
5whv_F,9,0.31
5wrp_C,0,0.01
5wrp_C,1,0.08
5wrp_C,2,0.0
5wrp_C,3,0.0
5wrp_C,4,0.0
5wrp_C,5,0.66
5wrp_C,6,0.99
5wrp_C,7,0.99
5wrp_C,8,0.99
5wrp_C,9,0.11
5wrp_D,0,0.23
5wrp_D,1,0.11
5wrp_D,2,0.01
5wrp_D,3,0.09
5wrp_D,4,0.09
5wrp_D,5,0.68
5wrp_D,6,0.98
5wrp_D,7,0.98
5wrp_D,8,0.98
5wrp_D,9,0.13
5x6t_A,0,0.0
5x6t_A,1,0.08
5x6t_A,2,0.14
5x6t_A,3,0.0
5x6t_A,4,0.0
5x6t_A,5,0.0
5x6t_A,6,0.0
5x6t_A,7,0.0
5x6t_A,8,0.0
5x6t_A,9,0.98
5xcv_D,0,0.53
5xcv_D,1,0.39
5xcv_D,2,0.72
5xcv_D,3,0.09
5xcv_D,4,0.09
5xcv_D,5,0.17
5xcv_D,6,0.12
5xcv_D,7,0.12
5xcv_D,8,0.12
5xcv_D,9,0.45
5xhb_A,0,0.19
5xhb_A,1,0.26
5xhb_A,2,0.15
5xhb_A,3,0.18
5xhb_A,4,0.18
5xhb_A,5,0.26
5xhb_A,6,0.05
5xhb_A,7,0.05
5xhb_A,8,0.05
5xhb_A,9,0.42
5xnd_A,0,0.77
5xnd_A,1,0.24
5xnd_A,2,0.19
5xnd_A,3,0.28
5xnd_A,4,0.28
5xnd_A,5,0.58
5xnd_A,6,0.26
5xnd_A,7,0.26
5xnd_A,8,0.26
5xnd_A,9,0.14
5xvh_A,0,0.19
5xvh_A,1,0.25
5xvh_A,2,0.01
5xvh_A,3,0.0
5xvh_A,4,0.0
5xvh_A,5,0.59
5xvh_A,6,0.15
5xvh_A,7,0.15
5xvh_A,8,0.15
5xvh_A,9,0.22
5y0u_A,0,0.09
5y0u_A,1,0.08
5y0u_A,2,0.07
5y0u_A,3,0.01
5y0u_A,4,0.01
5y0u_A,5,0.06
5y0u_A,6,0.0
5y0u_A,7,0.0
5y0u_A,8,0.0
5y0u_A,9,0.86
5y2v_A,0,0.09
5y2v_A,1,0.32
5y2v_A,2,0.07
5y2v_A,3,0.57
5y2v_A,4,0.57
5y2v_A,5,0.3
5y2v_A,6,0.29
5y2v_A,7,0.29
5y2v_A,8,0.29
5y2v_A,9,0.36
5y5s_0,0,0.39
5y5s_0,1,0.14
5y5s_0,2,0.01
5y5s_0,3,0.0
5y5s_0,4,0.0
5y5s_0,5,0.66
5y5s_0,6,0.03
5y5s_0,7,0.03
5y5s_0,8,0.03
5y5s_0,9,0.05
5ybg_E,0,0.0
5ybg_E,1,0.0
5ybg_E,2,0.13
5ybg_E,3,0.0
5ybg_E,4,0.0
5ybg_E,5,0.0
5ybg_E,6,0.0
5ybg_E,7,0.0
5ybg_E,8,0.0
5ybg_E,9,1.0
5yle_A,0,0.32
5yle_A,1,0.28
5yle_A,2,0.3
5yle_A,3,0.11
5yle_A,4,0.11
5yle_A,5,0.29
5yle_A,6,0.09
5yle_A,7,0.09
5yle_A,8,0.09
5yle_A,9,0.57
5ylg_C,0,0.04
5ylg_C,1,0.23
5ylg_C,2,0.06
5ylg_C,3,0.06
5ylg_C,4,0.06
5ylg_C,5,0.05
5ylg_C,6,0.09
5ylg_C,7,0.09
5ylg_C,8,0.09
5ylg_C,9,0.45
5yol_E,0,0.18
5yol_E,1,0.27
5yol_E,2,0.01
5yol_E,3,0.15
5yol_E,4,0.15
5yol_E,5,0.57
5yol_E,6,0.2
5yol_E,7,0.2
5yol_E,8,0.2
5yol_E,9,0.2
5yq0_F,0,0.44
5yq0_F,1,0.31
5yq0_F,2,0.1
5yq0_F,3,0.0
5yq0_F,4,0.0
5yq0_F,5,0.56
5yq0_F,6,0.53
5yq0_F,7,0.53
5yq0_F,8,0.53
5yq0_F,9,0.24
5yv1_A,0,0.51
5yv1_A,1,0.23
5yv1_A,2,0.0
5yv1_A,3,0.0
5yv1_A,4,0.0
5yv1_A,5,0.71
5yv1_A,6,0.58
5yv1_A,7,0.58
5yv1_A,8,0.58
5yv1_A,9,0.25
5yy4_A,0,0.56
5yy4_A,1,0.39
5yy4_A,2,0.53
5yy4_A,3,0.15
5yy4_A,4,0.15
5yy4_A,5,0.18
5yy4_A,6,0.1
5yy4_A,7,0.1
5yy4_A,8,0.1
5yy4_A,9,0.5
5yz9_A,0,0.03
5yz9_A,1,0.12
5yz9_A,2,0.24
5yz9_A,3,0.0
5yz9_A,4,0.0
5yz9_A,5,0.03
5yz9_A,6,0.01
5yz9_A,7,0.01
5yz9_A,8,0.01
5yz9_A,9,0.91
5zki_B,0,0.56
5zki_B,1,0.25
5zki_B,2,0.01
5zki_B,3,0.0
5zki_B,4,0.0
5zki_B,5,0.59
5zki_B,6,0.39
5zki_B,7,0.39
5zki_B,8,0.39
5zki_B,9,0.39
5zkj_B,0,0.57
5zkj_B,1,0.25
5zkj_B,2,0.01
5zkj_B,3,0.0
5zkj_B,4,0.0
5zkj_B,5,0.59
5zkj_B,6,0.39
5zkj_B,7,0.39
5zkj_B,8,0.39
5zkj_B,9,0.39
5znf_A,0,0.0
5znf_A,1,0.05
5znf_A,2,0.12
5znf_A,3,0.0
5znf_A,4,0.0
5znf_A,5,0.0
5znf_A,6,0.0
5znf_A,7,0.0
5znf_A,8,0.0
5znf_A,9,0.99
5zur_B,0,0.46
5zur_B,1,0.24
5zur_B,2,0.0
5zur_B,3,0.96
5zur_B,4,0.96
5zur_B,5,0.48
5zur_B,6,0.8
5zur_B,7,0.8
5zur_B,8,0.8
5zur_B,9,0.34
6a3z_A,0,0.0
6a3z_A,1,0.22
6a3z_A,2,0.21
6a3z_A,3,0.0
6a3z_A,4,0.0
6a3z_A,5,0.0
6a3z_A,6,0.04
6a3z_A,7,0.04
6a3z_A,8,0.04
6a3z_A,9,0.78
6al3_B,0,0.19
6al3_B,1,0.23
6al3_B,2,0.13
6al3_B,3,0.23
6al3_B,4,0.23
6al3_B,5,0.38
6al3_B,6,0.1
6al3_B,7,0.1
6al3_B,8,0.1
6al3_B,9,0.39
6ao5_A,0,0.56
6ao5_A,1,0.34
6ao5_A,2,0.08
6ao5_A,3,0.0
6ao5_A,4,0.0
6ao5_A,5,0.55
6ao5_A,6,0.35
6ao5_A,7,0.35
6ao5_A,8,0.35
6ao5_A,9,0.3
6apg_B,0,0.01
6apg_B,1,0.99
6apg_B,2,0.24
6apg_B,3,0.65
6apg_B,4,0.65
6apg_B,5,0.06
6apg_B,6,0.58
6apg_B,7,0.58
6apg_B,8,0.58
6apg_B,9,0.17
6asn_A,0,0.72
6asn_A,1,0.44
6asn_A,2,0.0
6asn_A,3,0.05
6asn_A,4,0.05
6asn_A,5,0.66
6asn_A,6,0.78
6asn_A,7,0.78
6asn_A,8,0.78
6asn_A,9,0.26
6asv_A,0,0.44
6asv_A,1,0.38
6asv_A,2,0.2
6asv_A,3,0.02
6asv_A,4,0.02
6asv_A,5,0.38
6asv_A,6,0.46
6asv_A,7,0.46
6asv_A,8,0.46
6asv_A,9,0.32
6asv_C,0,0.44
6asv_C,1,0.38
6asv_C,2,0.19
6asv_C,3,0.02
6asv_C,4,0.02
6asv_C,5,0.38
6asv_C,6,0.46
6asv_C,7,0.46
6asv_C,8,0.46
6asv_C,9,0.32
6b55_B,0,0.06
6b55_B,1,0.07
6b55_B,2,0.0
6b55_B,3,0.01
6b55_B,4,0.01
6b55_B,5,0.27
6b55_B,6,0.02
6b55_B,7,0.02
6b55_B,8,0.02
6b55_B,9,0.26
6bd3_A,0,0.72
6bd3_A,1,0.5
6bd3_A,2,0.0
6bd3_A,3,0.0
6bd3_A,4,0.0
6bd3_A,5,0.65
6bd3_A,6,0.72
6bd3_A,7,0.72
6bd3_A,8,0.72
6bd3_A,9,0.13
6bd3_B,0,0.72
6bd3_B,1,0.45
6bd3_B,2,0.0
6bd3_B,3,0.0
6bd3_B,4,0.0
6bd3_B,5,0.68
6bd3_B,6,0.59
6bd3_B,7,0.59
6bd3_B,8,0.59
6bd3_B,9,0.15
6bd9_A,0,0.72
6bd9_A,1,0.49
6bd9_A,2,0.0
6bd9_A,3,0.0
6bd9_A,4,0.0
6bd9_A,5,0.66
6bd9_A,6,0.7
6bd9_A,7,0.7
6bd9_A,8,0.7
6bd9_A,9,0.13
6bd9_B,0,0.71
6bd9_B,1,0.45
6bd9_B,2,0.0
6bd9_B,3,0.0
6bd9_B,4,0.0
6bd9_B,5,0.68
6bd9_B,6,0.57
6bd9_B,7,0.57
6bd9_B,8,0.57
6bd9_B,9,0.15
6bff_A,0,0.22
6bff_A,1,0.27
6bff_A,2,0.01
6bff_A,3,0.05
6bff_A,4,0.05
6bff_A,5,0.57
6bff_A,6,0.26
6bff_A,7,0.26
6bff_A,8,0.26
6bff_A,9,0.15
6bt0_C,0,0.01
6bt0_C,1,0.0
6bt0_C,2,0.0
6bt0_C,3,0.0
6bt0_C,4,0.0
6bt0_C,5,0.78
6bt0_C,6,0.0
6bt0_C,7,0.0
6bt0_C,8,0.0
6bt0_C,9,0.03
6byv_A,0,0.98
6byv_A,1,0.14
6byv_A,2,0.08
6byv_A,3,0.03
6byv_A,4,0.03
6byv_A,5,0.0
6byv_A,6,0.0
6byv_A,7,0.0
6byv_A,8,0.0
6byv_A,9,0.01
6cc9_B,0,0.54
6cc9_B,1,0.0
6cc9_B,2,0.0
6cc9_B,3,0.0
6cc9_B,4,0.0
6cc9_B,5,0.98
6cc9_B,6,0.0
6cc9_B,7,0.0
6cc9_B,8,0.0
6cc9_B,9,0.02
6cgn_A,0,0.61
6cgn_A,1,0.44
6cgn_A,2,0.23
6cgn_A,3,0.01
6cgn_A,4,0.01
6cgn_A,5,0.44
6cgn_A,6,0.35
6cgn_A,7,0.35
6cgn_A,8,0.35
6cgn_A,9,0.35
6cgq_B,0,0.34
6cgq_B,1,0.4
6cgq_B,2,0.23
6cgq_B,3,0.38
6cgq_B,4,0.38
6cgq_B,5,0.31
6cgq_B,6,0.27
6cgq_B,7,0.27
6cgq_B,8,0.27
6cgq_B,9,0.36
6cuh_A,0,0.31
6cuh_A,1,0.32
6cuh_A,2,0.1
6cuh_A,3,0.31
6cuh_A,4,0.31
6cuh_A,5,0.16
6cuh_A,6,0.3
6cuh_A,7,0.3
6cuh_A,8,0.3
6cuh_A,9,0.3
6ddt_A,0,0.54
6ddt_A,1,0.31
6ddt_A,2,0.18
6ddt_A,3,0.23
6ddt_A,4,0.23
6ddt_A,5,0.54
6ddt_A,6,0.34
6ddt_A,7,0.34
6ddt_A,8,0.34
6ddt_A,9,0.44
6dex_A,0,0.25
6dex_A,1,0.3
6dex_A,2,0.57
6dex_A,3,0.01
6dex_A,4,0.01
6dex_A,5,0.15
6dex_A,6,0.16
6dex_A,7,0.16
6dex_A,8,0.16
6dex_A,9,0.22
6dgn_A,0,0.34
6dgn_A,1,0.34
6dgn_A,2,0.32
6dgn_A,3,0.39
6dgn_A,4,0.39
6dgn_A,5,0.18
6dgn_A,6,0.3
6dgn_A,7,0.3
6dgn_A,8,0.3
6dgn_A,9,0.41
6dw7_D,0,0.12
6dw7_D,1,0.24
6dw7_D,2,0.01
6dw7_D,3,0.6
6dw7_D,4,0.6
6dw7_D,5,0.76
6dw7_D,6,0.14
6dw7_D,7,0.14
6dw7_D,8,0.14
6dw7_D,9,0.39
6dwq_A,0,0.77
6dwq_A,1,0.28
6dwq_A,2,0.51
6dwq_A,3,0.0
6dwq_A,4,0.0
6dwq_A,5,0.28
6dwq_A,6,0.04
6dwq_A,7,0.04
6dwq_A,8,0.04
6dwq_A,9,0.14
6dy4_A,0,0.36
6dy4_A,1,0.34
6dy4_A,2,0.29
6dy4_A,3,0.84
6dy4_A,4,0.84
6dy4_A,5,0.31
6dy4_A,6,0.32
6dy4_A,7,0.32
6dy4_A,8,0.32
6dy4_A,9,0.43
6dy8_A,0,0.34
6dy8_A,1,0.33
6dy8_A,2,0.29
6dy8_A,3,0.84
6dy8_A,4,0.84
6dy8_A,5,0.31
6dy8_A,6,0.33
6dy8_A,7,0.33
6dy8_A,8,0.33
6dy8_A,9,0.43
6dye_B,0,0.36
6dye_B,1,0.35
6dye_B,2,0.33
6dye_B,3,0.84
6dye_B,4,0.84
6dye_B,5,0.32
6dye_B,6,0.3
6dye_B,7,0.3
6dye_B,8,0.3
6dye_B,9,0.43
6dyf_B,0,0.34
6dyf_B,1,0.34
6dyf_B,2,0.33
6dyf_B,3,0.85
6dyf_B,4,0.85
6dyf_B,5,0.32
6dyf_B,6,0.31
6dyf_B,7,0.31
6dyf_B,8,0.31
6dyf_B,9,0.43
6dyj_C,0,0.33
6dyj_C,1,0.41
6dyj_C,2,0.44
6dyj_C,3,0.53
6dyj_C,4,0.53
6dyj_C,5,0.16
6dyj_C,6,0.21
6dyj_C,7,0.21
6dyj_C,8,0.21
6dyj_C,9,0.45
6e07_F,0,0.21
6e07_F,1,0.33
6e07_F,2,0.37
6e07_F,3,0.01
6e07_F,4,0.01
6e07_F,5,0.43
6e07_F,6,0.18
6e07_F,7,0.18
6e07_F,8,0.18
6e07_F,9,0.38
6e25_A,0,0.05
6e25_A,1,0.28
6e25_A,2,0.32
6e25_A,3,0.0
6e25_A,4,0.0
6e25_A,5,0.12
6e25_A,6,0.11
6e25_A,7,0.11
6e25_A,8,0.11
6e25_A,9,0.6
6e83_B,0,0.0
6e83_B,1,0.02
6e83_B,2,0.07
6e83_B,3,0.0
6e83_B,4,0.0
6e83_B,5,0.0
6e83_B,6,0.0
6e83_B,7,0.0
6e83_B,8,0.0
6e83_B,9,1.0
6eia_A,0,0.13
6eia_A,1,0.34
6eia_A,2,0.04
6eia_A,3,0.65
6eia_A,4,0.65
6eia_A,5,0.21
6eia_A,6,0.42
6eia_A,7,0.42
6eia_A,8,0.42
6eia_A,9,0.39
6ekc_B1,0,0.04
6ekc_B1,1,0.25
6ekc_B1,2,0.12
6ekc_B1,3,0.0
6ekc_B1,4,0.0
6ekc_B1,5,0.02
6ekc_B1,6,0.07
6ekc_B1,7,0.07
6ekc_B1,8,0.07
6ekc_B1,9,0.49
6eri_AB,0,0.03
6eri_AB,1,0.39
6eri_AB,2,0.0
6eri_AB,3,0.61
6eri_AB,4,0.61
6eri_AB,5,0.31
6eri_AB,6,0.33
6eri_AB,7,0.33
6eri_AB,8,0.33
6eri_AB,9,0.38
6eri_AE,0,0.02
6eri_AE,1,0.27
6eri_AE,2,0.25
6eri_AE,3,0.0
6eri_AE,4,0.0
6eri_AE,5,0.03
6eri_AE,6,0.1
6eri_AE,7,0.1
6eri_AE,8,0.1
6eri_AE,9,0.64
6eri_BM,0,0.33
6eri_BM,1,0.25
6eri_BM,2,0.1
6eri_BM,3,0.0
6eri_BM,4,0.0
6eri_BM,5,0.5
6eri_BM,6,0.15
6eri_BM,7,0.15
6eri_BM,8,0.15
6eri_BM,9,0.27
6et5_L,0,0.26
6et5_L,1,0.26
6et5_L,2,0.12
6et5_L,3,0.6
6et5_L,4,0.6
6et5_L,5,0.58
6et5_L,6,0.59
6et5_L,7,0.59
6et5_L,8,0.59
6et5_L,9,0.41
6et5_M,0,0.08
6et5_M,1,0.25
6et5_M,2,0.0
6et5_M,3,0.71
6et5_M,4,0.71
6et5_M,5,0.6
6et5_M,6,0.28
6et5_M,7,0.28
6et5_M,8,0.28
6et5_M,9,0.34
6evk_A,0,0.24
6evk_A,1,0.33
6evk_A,2,0.0
6evk_A,3,0.01
6evk_A,4,0.01
6evk_A,5,0.52
6evk_A,6,1.0
6evk_A,7,1.0
6evk_A,8,1.0
6evk_A,9,0.37
6evk_B,0,0.23
6evk_B,1,0.25
6evk_B,2,0.26
6evk_B,3,0.25
6evk_B,4,0.25
6evk_B,5,0.53
6evk_B,6,0.1
6evk_B,7,0.1
6evk_B,8,0.1
6evk_B,9,0.49
6evk_C,0,0.32
6evk_C,1,0.21
6evk_C,2,0.24
6evk_C,3,0.07
6evk_C,4,0.07
6evk_C,5,0.41
6evk_C,6,0.11
6evk_C,7,0.11
6evk_C,8,0.11
6evk_C,9,0.48
6f98_A,0,0.01
6f98_A,1,0.08
6f98_A,2,0.16
6f98_A,3,0.0
6f98_A,4,0.0
6f98_A,5,0.0
6f98_A,6,0.0
6f98_A,7,0.0
6f98_A,8,0.0
6f98_A,9,0.97
6fb2_A,0,0.69
6fb2_A,1,0.36
6fb2_A,2,0.16
6fb2_A,3,0.0
6fb2_A,4,0.0
6fb2_A,5,0.46
6fb2_A,6,0.58
6fb2_A,7,0.58
6fb2_A,8,0.58
6fb2_A,9,0.23
6fgn_A,0,0.0
6fgn_A,1,0.0
6fgn_A,2,0.0
6fgn_A,3,0.0
6fgn_A,4,0.0
6fgn_A,5,0.01
6fgn_A,6,0.0
6fgn_A,7,0.0
6fgn_A,8,0.0
6fgn_A,9,1.0
6fgs_A,0,0.07
6fgs_A,1,0.0
6fgs_A,2,0.0
6fgs_A,3,0.0
6fgs_A,4,0.0
6fgs_A,5,0.24
6fgs_A,6,0.0
6fgs_A,7,0.0
6fgs_A,8,0.0
6fgs_A,9,1.0
6fhk_A,0,0.27
6fhk_A,1,0.32
6fhk_A,2,0.05
6fhk_A,3,0.0
6fhk_A,4,0.0
6fhk_A,5,0.66
6fhk_A,6,0.17
6fhk_A,7,0.17
6fhk_A,8,0.17
6fhk_A,9,0.26
6fji_A,0,0.0
6fji_A,1,0.0
6fji_A,2,0.0
6fji_A,3,0.0
6fji_A,4,0.0
6fji_A,5,0.0
6fji_A,6,0.0
6fji_A,7,0.0
6fji_A,8,0.0
