pdbid,ion,lig_labs,target
6vzz_A,CA,4,0
6vzz_A,CA,5,0
6vzz_A,CA,6,0
6vzz_A,CA,7,0
6vzz_A,CA,8,0
6vzz_A,CA,9,0
6nlt_A,CA,0,1
6nlt_A,CA,1,0
6nlt_A,CA,2,0
6nlt_A,CA,3,0
6nlt_A,CA,4,0
6nlt_A,CA,5,0
6nlt_A,CA,6,0
6nlt_A,CA,7,0
6nlt_A,CA,8,0
6nlt_A,CA,9,0
6p06_A,CA,0,1
6p06_A,CA,1,0
6p06_A,CA,2,0
6p06_A,CA,3,0
6p06_A,CA,4,0
6p06_A,CA,5,0
6p06_A,CA,6,0
6p06_A,CA,7,0
6p06_A,CA,8,0
6p06_A,CA,9,0
6j3x_A,CA,0,1
6j3x_A,CA,1,0
6j3x_A,CA,2,0
6j3x_A,CA,3,0
6j3x_A,CA,4,0
6j3x_A,CA,5,0
6j3x_A,CA,6,0
6j3x_A,CA,7,0
6j3x_A,CA,8,0
6j3x_A,CA,9,0
6v2n_A,CA,0,1
6v2n_A,CA,1,0
6v2n_A,CA,2,0
6v2n_A,CA,3,0
6v2n_A,CA,4,0
6v2n_A,CA,5,0
6v2n_A,CA,6,0
6v2n_A,CA,7,0
6v2n_A,CA,8,0
6v2n_A,CA,9,0
6iyg_A,CA,0,1
6iyg_A,CA,1,0
6iyg_A,CA,2,0
6iyg_A,CA,3,0
6iyg_A,CA,4,0
6iyg_A,CA,5,0
6iyg_A,CA,6,0
6iyg_A,CA,7,0
6iyg_A,CA,8,0
6iyg_A,CA,9,0
6sir_A,CA,0,1
6sir_A,CA,1,0
6sir_A,CA,2,0
6sir_A,CA,3,0
6sir_A,CA,4,0
6sir_A,CA,5,0
6sir_A,CA,6,0
6sir_A,CA,7,0
6sir_A,CA,8,0
6sir_A,CA,9,0
6iwk_A,CA,0,1
6iwk_A,CA,1,0
6iwk_A,CA,2,0
6iwk_A,CA,3,0
6iwk_A,CA,4,0
6iwk_A,CA,5,0
6iwk_A,CA,6,0
6iwk_A,CA,7,0
6iwk_A,CA,8,0
6iwk_A,CA,9,0
6v2m_A,CA,0,1
6v2m_A,CA,1,0
6v2m_A,CA,2,0
6v2m_A,CA,3,0
6v2m_A,CA,4,0
6v2m_A,CA,5,0
6v2m_A,CA,6,0
6v2m_A,CA,7,0
6v2m_A,CA,8,0
6v2m_A,CA,9,0
6sdk_A,CA,0,1
6sdk_A,CA,1,0
6sdk_A,CA,2,0
6sdk_A,CA,3,0
6sdk_A,CA,4,0
6sdk_A,CA,5,0
6sdk_A,CA,6,0
6sdk_A,CA,7,0
6sdk_A,CA,8,0
6sdk_A,CA,9,0
6kde_A,CA,0,1
6kde_A,CA,1,0
6kde_A,CA,2,0
6kde_A,CA,3,0
6kde_A,CA,4,0
6kde_A,CA,5,0
6kde_A,CA,6,0
6kde_A,CA,7,0
6kde_A,CA,8,0
6kde_A,CA,9,0
6sfc_A,CA,0,1
6sfc_A,CA,1,0
6sfc_A,CA,2,0
6sfc_A,CA,3,0
6sfc_A,CA,4,0
6sfc_A,CA,5,0
6sfc_A,CA,6,0
6sfc_A,CA,7,0
6sfc_A,CA,8,0
6sfc_A,CA,9,0
6is7_A,CA,0,1
6is7_A,CA,1,0
6is7_A,CA,2,0
6is7_A,CA,3,0
6is7_A,CA,4,0
6is7_A,CA,5,0
6is7_A,CA,6,0
6is7_A,CA,7,0
6is7_A,CA,8,0
6is7_A,CA,9,0
6jja_A,CA,0,1
6jja_A,CA,1,0
6jja_A,CA,2,0
6jja_A,CA,3,0
6jja_A,CA,4,0
6jja_A,CA,5,0
6jja_A,CA,6,0
6jja_A,CA,7,0
6jja_A,CA,8,0
6jja_A,CA,9,0
6nro_A,CA,0,1
6nro_A,CA,1,0
6nro_A,CA,2,0
6nro_A,CA,3,0
6nro_A,CA,4,0
6nro_A,CA,5,0
6nro_A,CA,6,0
6nro_A,CA,7,0
6nro_A,CA,8,0
6nro_A,CA,9,0
6q3r_A,CA,0,1
6q3r_A,CA,1,0
6q3r_A,CA,2,0
6q3r_A,CA,3,0
6q3r_A,CA,4,0
6q3r_A,CA,5,0
6q3r_A,CA,6,0
6q3r_A,CA,7,0
6q3r_A,CA,8,0
6q3r_A,CA,9,0
6iej_A,CA,0,1
6iej_A,CA,1,0
6iej_A,CA,2,0
6iej_A,CA,3,0
6iej_A,CA,4,0
6iej_A,CA,5,0
6iej_A,CA,6,0
6iej_A,CA,7,0
6iej_A,CA,8,0
6iej_A,CA,9,0
5znh_A,CA,0,1
5znh_A,CA,1,0
5znh_A,CA,2,0
5znh_A,CA,3,0
5znh_A,CA,4,0
5znh_A,CA,5,0
5znh_A,CA,6,0
5znh_A,CA,7,0
5znh_A,CA,8,0
5znh_A,CA,9,0
6d2s_A,CA,0,1
6d2s_A,CA,1,0
6d2s_A,CA,2,0
6d2s_A,CA,3,0
6d2s_A,CA,4,0
6d2s_A,CA,5,0
6d2s_A,CA,6,0
6d2s_A,CA,7,0
6d2s_A,CA,8,0
6d2s_A,CA,9,0
6elv_A,CA,0,1
6elv_A,CA,1,0
6elv_A,CA,2,0
6elv_A,CA,3,0
6elv_A,CA,4,0
6elv_A,CA,5,0
6elv_A,CA,6,0
6elv_A,CA,7,0
6elv_A,CA,8,0
6elv_A,CA,9,0
6bt9_B,CA,0,1
6bt9_B,CA,1,0
6bt9_B,CA,2,0
6bt9_B,CA,3,0
6bt9_B,CA,4,0
6bt9_B,CA,5,0
6bt9_B,CA,6,0
6bt9_B,CA,7,0
6bt9_B,CA,8,0
6bt9_B,CA,9,0
6ial_C,CA,0,1
6ial_C,CA,1,0
6ial_C,CA,2,0
6ial_C,CA,3,0
6ial_C,CA,4,0
6ial_C,CA,5,0
6ial_C,CA,6,0
6ial_C,CA,7,0
6ial_C,CA,8,0
6ial_C,CA,9,0
6i28_A,CA,0,1
6i28_A,CA,1,0
6i28_A,CA,2,0
6i28_A,CA,3,0
6i28_A,CA,4,0
6i28_A,CA,5,0
6i28_A,CA,6,0
6i28_A,CA,7,0
6i28_A,CA,8,0
6i28_A,CA,9,0
6n9m_A,CA,0,1
6n9m_A,CA,1,0
6n9m_A,CA,2,0
6n9m_A,CA,3,0
6n9m_A,CA,4,0
6n9m_A,CA,5,0
6n9m_A,CA,6,0
6n9m_A,CA,7,0
6n9m_A,CA,8,0
6n9m_A,CA,9,0
6hbe_C,CA,0,1
6hbe_C,CA,1,0
6hbe_C,CA,2,0
6hbe_C,CA,3,0
6hbe_C,CA,4,0
6hbe_C,CA,5,0
6hbe_C,CA,6,0
6hbe_C,CA,7,0
6hbe_C,CA,8,0
6hbe_C,CA,9,0
6n25_A,CA,0,1
6n25_A,CA,1,0
6n25_A,CA,2,0
6n25_A,CA,3,0
6n25_A,CA,4,0
6n25_A,CA,5,0
6n25_A,CA,6,0
6n25_A,CA,7,0
6n25_A,CA,8,0
6n25_A,CA,9,0
6ncr_A,CA,0,1
6ncr_A,CA,1,0
6ncr_A,CA,2,0
6ncr_A,CA,3,0
6ncr_A,CA,4,0
6ncr_A,CA,5,0
6ncr_A,CA,6,0
6ncr_A,CA,7,0
6ncr_A,CA,8,0
6ncr_A,CA,9,0
5zb4_A,CA,0,1
5zb4_A,CA,1,0
5zb4_A,CA,2,0
5zb4_A,CA,3,0
5zb4_A,CA,4,0
5zb4_A,CA,5,0
5zb4_A,CA,6,0
5zb4_A,CA,7,0
5zb4_A,CA,8,0
5zb4_A,CA,9,0
6mx0_B,CA,0,1
6mx0_B,CA,1,0
6mx0_B,CA,2,0
6mx0_B,CA,3,0
6mx0_B,CA,4,0
6mx0_B,CA,5,0
6mx0_B,CA,6,0
6mx0_B,CA,7,0
6mx0_B,CA,8,0
6mx0_B,CA,9,0
6mx3_B,CA,0,1
6mx3_B,CA,1,0
6mx3_B,CA,2,0
6mx3_B,CA,3,0
6mx3_B,CA,4,0
6mx3_B,CA,5,0
6mx3_B,CA,6,0
6mx3_B,CA,7,0
6mx3_B,CA,8,0
6mx3_B,CA,9,0
6dxg_A,CA,0,1
6dxg_A,CA,1,0
6dxg_A,CA,2,0
6dxg_A,CA,3,0
6dxg_A,CA,4,0
6dxg_A,CA,5,0
6dxg_A,CA,6,0
6dxg_A,CA,7,0
6dxg_A,CA,8,0
6dxg_A,CA,9,0
6dxl_A,CA,0,1
6dxl_A,CA,1,0
6dxl_A,CA,2,0
6dxl_A,CA,3,0
6dxl_A,CA,4,0
6dxl_A,CA,5,0
6dxl_A,CA,6,0
6dxl_A,CA,7,0
6dxl_A,CA,8,0
6dxl_A,CA,9,0
6dxl_B,CA,0,1
6dxl_B,CA,1,0
6dxl_B,CA,2,0
6dxl_B,CA,3,0
6dxl_B,CA,4,0
6dxl_B,CA,5,0
6dxl_B,CA,6,0
6dxl_B,CA,7,0
6dxl_B,CA,8,0
6dxl_B,CA,9,0
6dlh_A,CA,0,1
6dlh_A,CA,1,0
6dlh_A,CA,2,0
6dlh_A,CA,3,0
6dlh_A,CA,4,0
6dlh_A,CA,5,0
6dlh_A,CA,6,0
6dlh_A,CA,7,0
6dlh_A,CA,8,0
6dlh_A,CA,9,0
6dms_A,CA,0,1
6dms_A,CA,1,0
6dms_A,CA,2,0
6dms_A,CA,3,0
6dms_A,CA,4,0
6dms_A,CA,5,0
6dms_A,CA,6,0
6dms_A,CA,7,0
6dms_A,CA,8,0
6dms_A,CA,9,0
6dns_A,CA,0,1
6dns_A,CA,1,0
6dns_A,CA,2,0
6dns_A,CA,3,0
6dns_A,CA,4,0
6dns_A,CA,5,0
6dns_A,CA,6,0
6dns_A,CA,7,0
6dns_A,CA,8,0
6dns_A,CA,9,0
5zno_B,CA,0,1
5zno_B,CA,1,0
5zno_B,CA,2,0
5zno_B,CA,3,0
5zno_B,CA,4,0
5zno_B,CA,5,0
5zno_B,CA,6,0
5zno_B,CA,7,0
5zno_B,CA,8,0
5zno_B,CA,9,0
5zrq_A,CA,0,1
5zrq_A,CA,1,0
5zrq_A,CA,2,0
5zrq_A,CA,3,0
5zrq_A,CA,4,0
5zrq_A,CA,5,0
5zrq_A,CA,6,0
5zrq_A,CA,7,0
5zrq_A,CA,8,0
5zrq_A,CA,9,0
6ap9_A,CA,0,1
6ap9_A,CA,1,0
6ap9_A,CA,2,0
6ap9_A,CA,3,0
6ap9_A,CA,4,0
6ap9_A,CA,5,0
6ap9_A,CA,6,0
6ap9_A,CA,7,0
6ap9_A,CA,8,0
6ap9_A,CA,9,0
6fzw_D,CA,0,1
6fzw_D,CA,1,0
6fzw_D,CA,2,0
6fzw_D,CA,3,0
6fzw_D,CA,4,0
6fzw_D,CA,5,0
6fzw_D,CA,6,0
6fzw_D,CA,7,0
6fzw_D,CA,8,0
6fzw_D,CA,9,0
6fzv_D,CA,0,1
6fzv_D,CA,1,0
6fzv_D,CA,2,0
6fzv_D,CA,3,0
6fzv_D,CA,4,0
6fzv_D,CA,5,0
6fzv_D,CA,6,0
6fzv_D,CA,7,0
6fzv_D,CA,8,0
6fzv_D,CA,9,0
5oyh_D,CA,0,1
5oyh_D,CA,1,0
5oyh_D,CA,2,0
5oyh_D,CA,3,0
5oyh_D,CA,4,0
5oyh_D,CA,5,0
5oyh_D,CA,6,0
5oyh_D,CA,7,0
5oyh_D,CA,8,0
5oyh_D,CA,9,0
5oyh_N,CA,0,1
5oyh_N,CA,1,0
5oyh_N,CA,2,0
5oyh_N,CA,3,0
5oyh_N,CA,4,0
5oyh_N,CA,5,0
5oyh_N,CA,6,0
5oyh_N,CA,7,0
5oyh_N,CA,8,0
5oyh_N,CA,9,0
5oyh_P,CA,0,1
5oyh_P,CA,1,0
5oyh_P,CA,2,0
5oyh_P,CA,3,0
5oyh_P,CA,4,0
5oyh_P,CA,5,0
5oyh_P,CA,6,0
5oyh_P,CA,7,0
5oyh_P,CA,8,0
5oyh_P,CA,9,0
5nl7_A,CA,0,1
5nl7_A,CA,1,0
5nl7_A,CA,2,0
5nl7_A,CA,3,0
5nl7_A,CA,4,0
5nl7_A,CA,5,0
5nl7_A,CA,6,0
5nl7_A,CA,7,0
5nl7_A,CA,8,0
5nl7_A,CA,9,0
5y2z_A,CA,0,1
5y2z_A,CA,1,0
5y2z_A,CA,2,0
5y2z_A,CA,3,0
5y2z_A,CA,4,0
5y2z_A,CA,5,0
5y2z_A,CA,6,0
5y2z_A,CA,7,0
5y2z_A,CA,8,0
5y2z_A,CA,9,0
5y2z_C,CA,0,1
5y2z_C,CA,1,0
5y2z_C,CA,2,0
5y2z_C,CA,3,0
5y2z_C,CA,4,0
5y2z_C,CA,5,0
5y2z_C,CA,6,0
5y2z_C,CA,7,0
5y2z_C,CA,8,0
5y2z_C,CA,9,0
5y2z_E,CA,0,1
5y2z_E,CA,1,0
5y2z_E,CA,2,0
5y2z_E,CA,3,0
5y2z_E,CA,4,0
5y2z_E,CA,5,0
5y2z_E,CA,6,0
5y2z_E,CA,7,0
5y2z_E,CA,8,0
5y2z_E,CA,9,0
5y2z_G,CA,0,1
5y2z_G,CA,1,0
5y2z_G,CA,2,0
5y2z_G,CA,3,0
5y2z_G,CA,4,0
5y2z_G,CA,5,0
5y2z_G,CA,6,0
5y2z_G,CA,7,0
5y2z_G,CA,8,0
5y2z_G,CA,9,0
5y2z_I,CA,0,1
5y2z_I,CA,1,0
5y2z_I,CA,2,0
5y2z_I,CA,3,0
5y2z_I,CA,4,0
5y2z_I,CA,5,0
5y2z_I,CA,6,0
5y2z_I,CA,7,0
5y2z_I,CA,8,0
5y2z_I,CA,9,0
5y2z_H,CA,0,1
5y2z_H,CA,1,0
5y2z_H,CA,2,0
5y2z_H,CA,3,0
5y2z_H,CA,4,0
5y2z_H,CA,5,0
5y2z_H,CA,6,0
5y2z_H,CA,7,0
5y2z_H,CA,8,0
5y2z_H,CA,9,0
6cu4_A,CA,0,1
6cu4_A,CA,1,0
6cu4_A,CA,2,0
6cu4_A,CA,3,0
6cu4_A,CA,4,0
6cu4_A,CA,5,0
6cu4_A,CA,6,0
6cu4_A,CA,7,0
6cu4_A,CA,8,0
6cu4_A,CA,9,0
5ost_A,CA,0,1
5ost_A,CA,1,0
5ost_A,CA,2,0
5ost_A,CA,3,0
5ost_A,CA,4,0
5ost_A,CA,5,0
5ost_A,CA,6,0
5ost_A,CA,7,0
5ost_A,CA,8,0
5ost_A,CA,9,0
6com_A,CA,0,1
6com_A,CA,1,0
6com_A,CA,2,0
6com_A,CA,3,0
6com_A,CA,4,0
6com_A,CA,5,0
6com_A,CA,6,0
6com_A,CA,7,0
6com_A,CA,8,0
6com_A,CA,9,0
5wmm_A,CA,0,1
5wmm_A,CA,1,0
5wmm_A,CA,2,0
5wmm_A,CA,3,0
5wmm_A,CA,4,0
5wmm_A,CA,5,0
5wmm_A,CA,6,0
5wmm_A,CA,7,0
5wmm_A,CA,8,0
5wmm_A,CA,9,0
5x7j_A,CA,0,1
5x7j_A,CA,1,0
5x7j_A,CA,2,0
5x7j_A,CA,3,0
5x7j_A,CA,4,0
5x7j_A,CA,5,0
5x7j_A,CA,6,0
5x7j_A,CA,7,0
5x7j_A,CA,8,0
5x7j_A,CA,9,0
5x7j_B,CA,0,1
5x7j_B,CA,1,0
5x7j_B,CA,2,0
5x7j_B,CA,3,0
5x7j_B,CA,4,0
5x7j_B,CA,5,0
5x7j_B,CA,6,0
5x7j_B,CA,7,0
5x7j_B,CA,8,0
5x7j_B,CA,9,0
5mwc_D,CA,0,1
5mwc_D,CA,1,0
5mwc_D,CA,2,0
5mwc_D,CA,3,0
5mwc_D,CA,4,0
5mwc_D,CA,5,0
5mwc_D,CA,6,0
5mwc_D,CA,7,0
5mwc_D,CA,8,0
5mwc_D,CA,9,0
5mwc_A,CA,0,1
5mwc_A,CA,1,0
5mwc_A,CA,2,0
5mwc_A,CA,3,0
5mwc_A,CA,4,0
5mwc_A,CA,5,0
5mwc_A,CA,6,0
5mwc_A,CA,7,0
5mwc_A,CA,8,0
5mwc_A,CA,9,0
5u5i_A,CA,0,1
5u5i_A,CA,1,0
5u5i_A,CA,2,0
5u5i_A,CA,3,0
5u5i_A,CA,4,0
5u5i_A,CA,5,0
5u5i_A,CA,6,0
5u5i_A,CA,7,0
5u5i_A,CA,8,0
5u5i_A,CA,9,0
5u5n_A,CA,0,1
5u5n_A,CA,1,0
5u5n_A,CA,2,0
5u5n_A,CA,3,0
5u5n_A,CA,4,0
5u5n_A,CA,5,0
5u5n_A,CA,6,0
5u5n_A,CA,7,0
5u5n_A,CA,8,0
5u5n_A,CA,9,0
5vep_A,CA,0,1
5vep_A,CA,1,0
5vep_A,CA,2,0
5vep_A,CA,3,0
5vep_A,CA,4,0
5vep_A,CA,5,0
5vep_A,CA,6,0
5vep_A,CA,7,0
5vep_A,CA,8,0
5vep_A,CA,9,0
5veq_A,CA,0,1
5veq_A,CA,1,0
5veq_A,CA,2,0
5veq_A,CA,3,0
5veq_A,CA,4,0
5veq_A,CA,5,0
5veq_A,CA,6,0
5veq_A,CA,7,0
5veq_A,CA,8,0
5veq_A,CA,9,0
5ncx_A,CA,0,1
5ncx_A,CA,1,0
5ncx_A,CA,2,0
5ncx_A,CA,3,0
5ncx_A,CA,4,0
5ncx_A,CA,5,0
5ncx_A,CA,6,0
5ncx_A,CA,7,0
5ncx_A,CA,8,0
5ncx_A,CA,9,0
5x2e_A,CA,0,1
5x2e_A,CA,1,0
5x2e_A,CA,2,0
5x2e_A,CA,3,0
5x2e_A,CA,4,0
5x2e_A,CA,5,0
5x2e_A,CA,6,0
5x2e_A,CA,7,0
5x2e_A,CA,8,0
5x2e_A,CA,9,0
5vla_A,CA,0,1
5vla_A,CA,1,0
5vla_A,CA,2,0
5vla_A,CA,3,0
5vla_A,CA,4,0
5vla_A,CA,5,0
5vla_A,CA,6,0
5vla_A,CA,7,0
5vla_A,CA,8,0
5vla_A,CA,9,0
5vlh_A,CA,0,1
5vlh_A,CA,1,0
5vlh_A,CA,2,0
5vlh_A,CA,3,0
5vlh_A,CA,4,0
5vlh_A,CA,5,0
5vlh_A,CA,6,0
5vlh_A,CA,7,0
5vlh_A,CA,8,0
5vlh_A,CA,9,0
5npf_A,CA,0,1
5npf_A,CA,1,0
5npf_A,CA,2,0
5npf_A,CA,3,0
5npf_A,CA,4,0
5npf_A,CA,5,0
5npf_A,CA,6,0
5npf_A,CA,7,0
5npf_A,CA,8,0
5npf_A,CA,9,0
5o0s_A,CA,0,1
5o0s_A,CA,1,0
5o0s_A,CA,2,0
5o0s_A,CA,3,0
5o0s_A,CA,4,0
5o0s_A,CA,5,0
5o0s_A,CA,6,0
5o0s_A,CA,7,0
5o0s_A,CA,8,0
5o0s_A,CA,9,0
5w3q_A,CA,0,1
5w3q_A,CA,1,0
5w3q_A,CA,2,0
5w3q_A,CA,3,0
5w3q_A,CA,4,0
5w3q_A,CA,5,0
5w3q_A,CA,6,0
5w3q_A,CA,7,0
5w3q_A,CA,8,0
5w3q_A,CA,9,0
5irb_A,CA,0,1
5irb_A,CA,1,0
5irb_A,CA,2,0
5irb_A,CA,3,0
5irb_A,CA,4,0
5irb_A,CA,5,0
5irb_A,CA,6,0
5irb_A,CA,7,0
5irb_A,CA,8,0
5irb_A,CA,9,0
5irb_B,CA,0,1
5irb_B,CA,1,0
5irb_B,CA,2,0
5irb_B,CA,3,0
5irb_B,CA,4,0
5irb_B,CA,5,0
5irb_B,CA,6,0
5irb_B,CA,7,0
5irb_B,CA,8,0
5irb_B,CA,9,0
5mfd_B,CA,0,1
5mfd_B,CA,1,0
5mfd_B,CA,2,0
5mfd_B,CA,3,0
5mfd_B,CA,4,0
5mfd_B,CA,5,0
5mfd_B,CA,6,0
5mfd_B,CA,7,0
5mfd_B,CA,8,0
5mfd_B,CA,9,0
5lul_A,CA,0,1
5lul_A,CA,1,0
5lul_A,CA,2,0
5lul_A,CA,3,0
5lul_A,CA,4,0
5lul_A,CA,5,0
5lul_A,CA,6,0
5lul_A,CA,7,0
5lul_A,CA,8,0
5lul_A,CA,9,0
5vao_D,CA,0,1
5vao_D,CA,1,0
5vao_D,CA,2,0
5vao_D,CA,3,0
5vao_D,CA,4,0
5vao_D,CA,5,0
5vao_D,CA,6,0
5vao_D,CA,7,0
5vao_D,CA,8,0
5vao_D,CA,9,0
5n0m_A,CA,0,1
5n0m_A,CA,1,0
5n0m_A,CA,2,0
5n0m_A,CA,3,0
5n0m_A,CA,4,0
5n0m_A,CA,5,0
5n0m_A,CA,6,0
5n0m_A,CA,7,0
5n0m_A,CA,8,0
5n0m_A,CA,9,0
5n0y_A,CA,0,1
5n0y_A,CA,1,0
5n0y_A,CA,2,0
5n0y_A,CA,3,0
5n0y_A,CA,4,0
5n0y_A,CA,5,0
5n0y_A,CA,6,0
5n0y_A,CA,7,0
5n0y_A,CA,8,0
5n0y_A,CA,9,0
5n0z_A,CA,0,1
5n0z_A,CA,1,0
5n0z_A,CA,2,0
5n0z_A,CA,3,0
5n0z_A,CA,4,0
5n0z_A,CA,5,0
5n0z_A,CA,6,0
5n0z_A,CA,7,0
5n0z_A,CA,8,0
5n0z_A,CA,9,0
5n1b_A,CA,0,1
5n1b_A,CA,1,0
5n1b_A,CA,2,0
5n1b_A,CA,3,0
5n1b_A,CA,4,0
5n1b_A,CA,5,0
5n1b_A,CA,6,0
5n1b_A,CA,7,0
5n1b_A,CA,8,0
5n1b_A,CA,9,0
5vf4_A,CA,0,1
5vf4_A,CA,1,0
5vf4_A,CA,2,0
5vf4_A,CA,3,0
5vf4_A,CA,4,0
5vf4_A,CA,5,0
5vf4_A,CA,6,0
5vf4_A,CA,7,0
5vf4_A,CA,8,0
5vf4_A,CA,9,0
5vf4_D,CA,0,1
5vf4_D,CA,1,0
5vf4_D,CA,2,0
5vf4_D,CA,3,0
5vf4_D,CA,4,0
5vf4_D,CA,5,0
5vf4_D,CA,6,0
5vf4_D,CA,7,0
5vf4_D,CA,8,0
5vf4_D,CA,9,0
5ulj_A,CA,0,1
5ulj_A,CA,1,0
5ulj_A,CA,2,0
5ulj_A,CA,3,0
5ulj_A,CA,4,0
5ulj_A,CA,5,0
5ulj_A,CA,6,0
5ulj_A,CA,7,0
5ulj_A,CA,8,0
5ulj_A,CA,9,0
5ulj_B,CA,0,1
5ulj_B,CA,1,0
5ulj_B,CA,2,0
5ulj_B,CA,3,0
5ulj_B,CA,4,0
5ulj_B,CA,5,0
5ulj_B,CA,6,0
5ulj_B,CA,7,0
5ulj_B,CA,8,0
5ulj_B,CA,9,0
5gll_A,CA,0,1
5gll_A,CA,1,0
5gll_A,CA,2,0
5gll_A,CA,3,0
5gll_A,CA,4,0
5gll_A,CA,5,0
5gll_A,CA,6,0
5gll_A,CA,7,0
5gll_A,CA,8,0
5gll_A,CA,9,0
5iku_A,CA,0,1
5iku_A,CA,1,0
5iku_A,CA,2,0
5iku_A,CA,3,0
5iku_A,CA,4,0
5iku_A,CA,5,0
5iku_A,CA,6,0
5iku_A,CA,7,0
5iku_A,CA,8,0
5iku_A,CA,9,0
5mkc_E,CA,0,1
5mkc_E,CA,1,0
5mkc_E,CA,2,0
5mkc_E,CA,3,0
5mkc_E,CA,4,0
5mkc_E,CA,5,0
5mkc_E,CA,6,0
5mkc_E,CA,7,0
5mkc_E,CA,8,0
5mkc_E,CA,9,0
5ho2_A,CA,0,1
5ho2_A,CA,1,0
5ho2_A,CA,2,0
5ho2_A,CA,3,0
5ho2_A,CA,4,0
5ho2_A,CA,5,0
5ho2_A,CA,6,0
5ho2_A,CA,7,0
5ho2_A,CA,8,0
5ho2_A,CA,9,0
5t77_A,CA,0,1
5t77_A,CA,1,0
5t77_A,CA,2,0
5t77_A,CA,3,0
5t77_A,CA,4,0
5t77_A,CA,5,0
5t77_A,CA,6,0
5t77_A,CA,7,0
5t77_A,CA,8,0
5t77_A,CA,9,0
5i77_A,CA,0,1
5i77_A,CA,1,0
5i77_A,CA,2,0
5i77_A,CA,3,0
5i77_A,CA,4,0
5i77_A,CA,5,0
5i77_A,CA,6,0
5i77_A,CA,7,0
5i77_A,CA,8,0
5i77_A,CA,9,0
5i78_A,CA,0,1
5i78_A,CA,1,0
5i78_A,CA,2,0
5i78_A,CA,3,0
5i78_A,CA,4,0
5i78_A,CA,5,0
5i78_A,CA,6,0
5i78_A,CA,7,0
5i78_A,CA,8,0
5i78_A,CA,9,0
5gn8_A,CA,0,1
5gn8_A,CA,1,0
5gn8_A,CA,2,0
5gn8_A,CA,3,0
5gn8_A,CA,4,0
5gn8_A,CA,5,0
5gn8_A,CA,6,0
5gn8_A,CA,7,0
5gn8_A,CA,8,0
5gn8_A,CA,9,0
5ecu_A,CA,0,1
5ecu_A,CA,1,0
5ecu_A,CA,2,0
5ecu_A,CA,3,0
5ecu_A,CA,4,0
5ecu_A,CA,5,0
5ecu_A,CA,6,0
5ecu_A,CA,7,0
5ecu_A,CA,8,0
5ecu_A,CA,9,0
5td4_A,CA,0,1
5td4_A,CA,1,0
5td4_A,CA,2,0
5td4_A,CA,3,0
5td4_A,CA,4,0
5td4_A,CA,5,0
5td4_A,CA,6,0
5td4_A,CA,7,0
5td4_A,CA,8,0
5td4_A,CA,9,0
5jfg_A,CA,0,1
5jfg_A,CA,1,0
5jfg_A,CA,2,0
5jfg_A,CA,3,0
5jfg_A,CA,4,0
5jfg_A,CA,5,0
5jfg_A,CA,6,0
5jfg_A,CA,7,0
5jfg_A,CA,8,0
5jfg_A,CA,9,0
5lbi_A,CA,0,1
5lbi_A,CA,1,0
5lbi_A,CA,2,0
5lbi_A,CA,3,0
5lbi_A,CA,4,0
5lbi_A,CA,5,0
5lbi_A,CA,6,0
5lbi_A,CA,7,0
5lbi_A,CA,8,0
5lbi_A,CA,9,0
5j4h_A,CA,0,1
5j4h_A,CA,1,0
5j4h_A,CA,2,0
5j4h_A,CA,3,0
5j4h_A,CA,4,0
5j4h_A,CA,5,0
5j4h_A,CA,6,0
5j4h_A,CA,7,0
5j4h_A,CA,8,0
5j4h_A,CA,9,0
5jee_A,CA,0,1
5jee_A,CA,1,0
5jee_A,CA,2,0
5jee_A,CA,3,0
5jee_A,CA,4,0
5jee_A,CA,5,0
5jee_A,CA,6,0
5jee_A,CA,7,0
5jee_A,CA,8,0
5jee_A,CA,9,0
5tea_B,CA,0,1
5tea_B,CA,1,0
5tea_B,CA,2,0
5tea_B,CA,3,0
5tea_B,CA,4,0
5tea_B,CA,5,0
5tea_B,CA,6,0
5tea_B,CA,7,0
5tea_B,CA,8,0
5tea_B,CA,9,0
5kdf_A,CA,0,1
5kdf_A,CA,1,0
5kdf_A,CA,2,0
5kdf_A,CA,3,0
5kdf_A,CA,4,0
5kdf_A,CA,5,0
5kdf_A,CA,6,0
5kdf_A,CA,7,0
5kdf_A,CA,8,0
5kdf_A,CA,9,0
5a8k_A,CA,0,1
5a8k_A,CA,1,0
5a8k_A,CA,2,0
5a8k_A,CA,3,0
5a8k_A,CA,4,0
5a8k_A,CA,5,0
5a8k_A,CA,6,0
5a8k_A,CA,7,0
5a8k_A,CA,8,0
5a8k_A,CA,9,0
5a8c_A,CA,0,1
5a8c_A,CA,1,0
5a8c_A,CA,2,0
5a8c_A,CA,3,0
5a8c_A,CA,4,0
5a8c_A,CA,5,0
5a8c_A,CA,6,0
5a8c_A,CA,7,0
5a8c_A,CA,8,0
5a8c_A,CA,9,0
5cuj_A,CA,0,1
5cuj_A,CA,1,0
5cuj_A,CA,2,0
5cuj_A,CA,3,0
5cuj_A,CA,4,0
5cuj_A,CA,5,0
5cuj_A,CA,6,0
5cuj_A,CA,7,0
5cuj_A,CA,8,0
5cuj_A,CA,9,0
4zrp_A,CA,0,1
4zrp_A,CA,1,0
4zrp_A,CA,2,0
4zrp_A,CA,3,0
4zrp_A,CA,4,0
4zrp_A,CA,5,0
4zrp_A,CA,6,0
