pdbid,ion,lig_labs,target
5wis_2D,MG,0,0
5wis_2D,MG,1,0
5wis_2D,MG,2,0
5wis_2D,MG,3,0
5wis_2D,MG,4,0
5wis_2D,MG,5,1
5wis_2D,MG,6,0
5wis_2D,MG,7,0
5wis_2D,MG,8,0
5wis_2D,MG,9,0
5wis_2E,MG,0,0
5wis_2E,MG,1,0
5wis_2E,MG,2,0
5wis_2E,MG,3,0
5wis_2E,MG,4,0
5wis_2E,MG,5,1
5wis_2E,MG,6,0
5wis_2E,MG,7,0
5wis_2E,MG,8,0
5wis_2E,MG,9,0
5wis_2F,MG,0,0
5wis_2F,MG,1,0
5wis_2F,MG,2,0
5wis_2F,MG,3,0
5wis_2F,MG,4,0
5wis_2F,MG,5,1
5wis_2F,MG,6,0
5wis_2F,MG,7,0
5wis_2F,MG,8,0
5wis_2F,MG,9,0
5wis_2G,MG,0,0
5wis_2G,MG,1,0
5wis_2G,MG,2,0
5wis_2G,MG,3,0
5wis_2G,MG,4,0
5wis_2G,MG,5,1
5wis_2G,MG,6,0
5wis_2G,MG,7,0
5wis_2G,MG,8,0
5wis_2G,MG,9,0
5wis_2Q,MG,0,0
5wis_2Q,MG,1,0
5wis_2Q,MG,2,0
5wis_2Q,MG,3,0
5wis_2Q,MG,4,0
5wis_2Q,MG,5,1
5wis_2Q,MG,6,0
5wis_2Q,MG,7,0
5wis_2Q,MG,8,0
5wis_2Q,MG,9,0
5wis_2U,MG,0,0
5wis_2U,MG,1,0
5wis_2U,MG,2,0
5wis_2U,MG,3,0
5wis_2U,MG,4,0
5wis_2U,MG,5,1
5wis_2U,MG,6,0
5wis_2U,MG,7,0
5wis_2U,MG,8,0
5wis_2U,MG,9,0
5wis_2V,MG,0,0
5wis_2V,MG,1,0
5wis_2V,MG,2,0
5wis_2V,MG,3,0
5wis_2V,MG,4,0
5wis_2V,MG,5,1
5wis_2V,MG,6,0
5wis_2V,MG,7,0
5wis_2V,MG,8,0
5wis_2V,MG,9,0
5wis_2W,MG,0,0
5wis_2W,MG,1,0
5wis_2W,MG,2,0
5wis_2W,MG,3,0
5wis_2W,MG,4,0
5wis_2W,MG,5,1
5wis_2W,MG,6,0
5wis_2W,MG,7,0
5wis_2W,MG,8,0
5wis_2W,MG,9,0
5wis_2X,MG,0,0
5wis_2X,MG,1,0
5wis_2X,MG,2,0
5wis_2X,MG,3,0
5wis_2X,MG,4,0
5wis_2X,MG,5,1
5wis_2X,MG,6,0
5wis_2X,MG,7,0
5wis_2X,MG,8,0
5wis_2X,MG,9,0
5wis_2Y,ZN,0,0
5wis_2Y,ZN,1,0
5wis_2Y,ZN,2,0
5wis_2Y,ZN,3,0
5wis_2Y,ZN,4,0
5wis_2Y,ZN,5,0
5wis_2Y,ZN,6,0
5wis_2Y,ZN,7,0
5wis_2Y,ZN,8,0
5wis_2Y,ZN,9,1
5wis_2Z,MG,0,0
5wis_2Z,MG,1,0
5wis_2Z,MG,2,0
5wis_2Z,MG,3,0
5wis_2Z,MG,4,0
5wis_2Z,MG,5,1
5wis_2Z,MG,6,0
5wis_2Z,MG,7,0
5wis_2Z,MG,8,0
5wis_2Z,MG,9,0
5wis_2e,MG,0,0
5wis_2e,MG,1,0
5wis_2e,MG,2,0
5wis_2e,MG,3,0
5wis_2e,MG,4,0
5wis_2e,MG,5,1
5wis_2e,MG,6,0
5wis_2e,MG,7,0
5wis_2e,MG,8,0
5wis_2e,MG,9,0
5wis_2f,MG,0,0
5wis_2f,MG,1,0
5wis_2f,MG,2,0
5wis_2f,MG,3,0
5wis_2f,MG,4,0
5wis_2f,MG,5,1
5wis_2f,MG,6,0
5wis_2f,MG,7,0
5wis_2f,MG,8,0
5wis_2f,MG,9,0
5wis_2k,MG,0,0
5wis_2k,MG,1,0
5wis_2k,MG,2,0
5wis_2k,MG,3,0
5wis_2k,MG,4,0
5wis_2k,MG,5,1
5wis_2k,MG,6,0
5wis_2k,MG,7,0
5wis_2k,MG,8,0
5wis_2k,MG,9,0
5wis_2l,MG,0,0
5wis_2l,MG,1,0
5wis_2l,MG,2,0
5wis_2l,MG,3,0
5wis_2l,MG,4,0
5wis_2l,MG,5,1
5wis_2l,MG,6,0
5wis_2l,MG,7,0
5wis_2l,MG,8,0
5wis_2l,MG,9,0
5wis_2n,ZN,0,0
5wis_2n,ZN,1,0
5wis_2n,ZN,2,0
5wis_2n,ZN,3,0
5wis_2n,ZN,4,0
5wis_2n,ZN,5,0
5wis_2n,ZN,6,0
5wis_2n,ZN,7,0
5wis_2n,ZN,8,0
5wis_2n,ZN,9,1
5wis_2q,MG,0,0
5wis_2q,MG,1,0
5wis_2q,MG,2,0
5wis_2q,MG,3,0
5wis_2q,MG,4,0
5wis_2q,MG,5,1
5wis_2q,MG,6,0
5wis_2q,MG,7,0
5wis_2q,MG,8,0
5wis_2q,MG,9,0
5wis_2t,MG,0,0
5wis_2t,MG,1,0
5wis_2t,MG,2,0
5wis_2t,MG,3,0
5wis_2t,MG,4,0
5wis_2t,MG,5,1
5wis_2t,MG,6,0
5wis_2t,MG,7,0
5wis_2t,MG,8,0
5wis_2t,MG,9,0
5wit_10,MG,0,0
5wit_10,MG,1,0
5wit_10,MG,2,0
5wit_10,MG,3,0
5wit_10,MG,4,0
5wit_10,MG,5,1
5wit_10,MG,6,0
5wit_10,MG,7,0
5wit_10,MG,8,0
5wit_10,MG,9,0
5wit_11,MG,0,0
5wit_11,MG,1,0
5wit_11,MG,2,0
5wit_11,MG,3,0
5wit_11,MG,4,0
5wit_11,MG,5,1
5wit_11,MG,6,0
5wit_11,MG,7,0
5wit_11,MG,8,0
5wit_11,MG,9,0
5wit_12,MG,0,0
5wit_12,MG,1,0
5wit_12,MG,2,0
5wit_12,MG,3,0
5wit_12,MG,4,0
5wit_12,MG,5,1
5wit_12,MG,6,0
5wit_12,MG,7,0
5wit_12,MG,8,0
5wit_12,MG,9,0
5wit_13,MG,0,0
5wit_13,MG,1,0
5wit_13,MG,2,0
5wit_13,MG,3,0
5wit_13,MG,4,0
5wit_13,MG,5,1
5wit_13,MG,6,0
5wit_13,MG,7,0
5wit_13,MG,8,0
5wit_13,MG,9,0
5wit_14,ZN,0,0
5wit_14,ZN,1,0
5wit_14,ZN,2,0
5wit_14,ZN,3,0
5wit_14,ZN,4,0
5wit_14,ZN,5,0
5wit_14,ZN,6,0
5wit_14,ZN,7,0
5wit_14,ZN,8,0
5wit_14,ZN,9,1
5wit_15,MG,0,0
5wit_15,ZN,0,0
5wit_15,MG,1,0
5wit_15,ZN,1,0
5wit_15,MG,2,0
5wit_15,ZN,2,0
5wit_15,MG,3,0
5wit_15,ZN,3,0
5wit_15,MG,4,0
5wit_15,ZN,4,0
5wit_15,MG,5,1
5wit_15,ZN,5,1
5wit_15,MG,6,0
5wit_15,ZN,6,0
5wit_15,MG,7,0
5wit_15,ZN,7,0
5wit_15,MG,8,0
5wit_15,ZN,8,0
5wit_15,MG,9,1
5wit_15,ZN,9,1
5wit_16,MG,0,0
5wit_16,ZN,0,0
5wit_16,MG,1,0
5wit_16,ZN,1,0
5wit_16,MG,2,0
5wit_16,ZN,2,0
5wit_16,MG,3,0
5wit_16,ZN,3,0
5wit_16,MG,4,0
5wit_16,ZN,4,0
5wit_16,MG,5,1
5wit_16,ZN,5,1
5wit_16,MG,6,0
5wit_16,ZN,6,0
5wit_16,MG,7,0
5wit_16,ZN,7,0
5wit_16,MG,8,0
5wit_16,ZN,8,0
5wit_16,MG,9,1
5wit_16,ZN,9,1
5wit_17,MG,0,0
5wit_17,MG,1,0
5wit_17,MG,2,0
5wit_17,MG,3,0
5wit_17,MG,4,0
5wit_17,MG,5,1
5wit_17,MG,6,0
5wit_17,MG,7,0
5wit_17,MG,8,0
5wit_17,MG,9,0
5wit_18,MG,0,0
5wit_18,MG,1,0
5wit_18,MG,2,0
5wit_18,MG,3,0
5wit_18,MG,4,0
5wit_18,MG,5,1
5wit_18,MG,6,0
5wit_18,MG,7,0
5wit_18,MG,8,0
5wit_18,MG,9,0
5wit_19,MG,0,0
5wit_19,ZN,0,0
5wit_19,MG,1,0
5wit_19,ZN,1,0
5wit_19,MG,2,0
5wit_19,ZN,2,0
5wit_19,MG,3,0
5wit_19,ZN,3,0
5wit_19,MG,4,0
5wit_19,ZN,4,0
5wit_19,MG,5,1
5wit_19,ZN,5,1
5wit_19,MG,6,0
5wit_19,ZN,6,0
5wit_19,MG,7,0
5wit_19,ZN,7,0
5wit_19,MG,8,0
5wit_19,ZN,8,0
5wit_19,MG,9,1
5wit_19,ZN,9,1
5wit_1D,MG,0,0
5wit_1D,MG,1,0
5wit_1D,MG,2,0
5wit_1D,MG,3,0
5wit_1D,MG,4,0
5wit_1D,MG,5,1
5wit_1D,MG,6,0
5wit_1D,MG,7,0
5wit_1D,MG,8,0
5wit_1D,MG,9,0
5wit_1E,MG,0,0
5wit_1E,MG,1,0
5wit_1E,MG,2,0
5wit_1E,MG,3,0
5wit_1E,MG,4,0
5wit_1E,MG,5,1
5wit_1E,MG,6,0
5wit_1E,MG,7,0
5wit_1E,MG,8,0
5wit_1E,MG,9,0
5wit_1F,MG,0,0
5wit_1F,MG,1,0
5wit_1F,MG,2,0
5wit_1F,MG,3,0
5wit_1F,MG,4,0
5wit_1F,MG,5,1
5wit_1F,MG,6,0
5wit_1F,MG,7,0
5wit_1F,MG,8,0
5wit_1F,MG,9,0
5wit_1G,MG,0,0
5wit_1G,MG,1,0
5wit_1G,MG,2,0
5wit_1G,MG,3,0
5wit_1G,MG,4,0
5wit_1G,MG,5,1
5wit_1G,MG,6,0
5wit_1G,MG,7,0
5wit_1G,MG,8,0
5wit_1G,MG,9,0
5wit_1N,MG,0,0
5wit_1N,MG,1,0
5wit_1N,MG,2,0
5wit_1N,MG,3,0
5wit_1N,MG,4,0
5wit_1N,MG,5,1
5wit_1N,MG,6,0
5wit_1N,MG,7,0
5wit_1N,MG,8,0
5wit_1N,MG,9,0
5wit_1O,MG,0,0
5wit_1O,MG,1,0
5wit_1O,MG,2,0
5wit_1O,MG,3,0
5wit_1O,MG,4,0
5wit_1O,MG,5,1
5wit_1O,MG,6,0
5wit_1O,MG,7,0
5wit_1O,MG,8,0
5wit_1O,MG,9,0
5wit_1P,MG,0,0
5wit_1P,MG,1,0
5wit_1P,MG,2,0
5wit_1P,MG,3,0
5wit_1P,MG,4,0
5wit_1P,MG,5,1
5wit_1P,MG,6,0
5wit_1P,MG,7,0
5wit_1P,MG,8,0
5wit_1P,MG,9,0
5wit_1Q,MG,0,0
5wit_1Q,MG,1,0
5wit_1Q,MG,2,0
5wit_1Q,MG,3,0
5wit_1Q,MG,4,0
5wit_1Q,MG,5,1
5wit_1Q,MG,6,0
5wit_1Q,MG,7,0
5wit_1Q,MG,8,0
5wit_1Q,MG,9,0
5wit_1R,MG,0,0
5wit_1R,MG,1,0
5wit_1R,MG,2,0
5wit_1R,MG,3,0
5wit_1R,MG,4,0
5wit_1R,MG,5,1
5wit_1R,MG,6,0
5wit_1R,MG,7,0
5wit_1R,MG,8,0
5wit_1R,MG,9,0
5wit_1S,MG,0,0
5wit_1S,MG,1,0
5wit_1S,MG,2,0
5wit_1S,MG,3,0
5wit_1S,MG,4,0
5wit_1S,MG,5,1
5wit_1S,MG,6,0
5wit_1S,MG,7,0
5wit_1S,MG,8,0
5wit_1S,MG,9,0
5wit_1U,MG,0,0
5wit_1U,MG,1,0
5wit_1U,MG,2,0
5wit_1U,MG,3,0
5wit_1U,MG,4,0
5wit_1U,MG,5,1
5wit_1U,MG,6,0
5wit_1U,MG,7,0
5wit_1U,MG,8,0
5wit_1U,MG,9,0
5wit_1V,MG,0,0
5wit_1V,MG,1,0
5wit_1V,MG,2,0
5wit_1V,MG,3,0
5wit_1V,MG,4,0
5wit_1V,MG,5,1
5wit_1V,MG,6,0
5wit_1V,MG,7,0
5wit_1V,MG,8,0
5wit_1V,MG,9,0
5wit_1W,MG,0,0
5wit_1W,MG,1,0
5wit_1W,MG,2,0
5wit_1W,MG,3,0
5wit_1W,MG,4,0
5wit_1W,MG,5,1
5wit_1W,MG,6,0
5wit_1W,MG,7,0
5wit_1W,MG,8,0
5wit_1W,MG,9,0
5wit_1X,MG,0,0
5wit_1X,MG,1,0
5wit_1X,MG,2,0
5wit_1X,MG,3,0
5wit_1X,MG,4,0
5wit_1X,MG,5,1
5wit_1X,MG,6,0
5wit_1X,MG,7,0
5wit_1X,MG,8,0
5wit_1X,MG,9,0
5wit_1Y,MG,0,0
5wit_1Y,ZN,0,0
5wit_1Y,MG,1,0
5wit_1Y,ZN,1,0
5wit_1Y,MG,2,0
5wit_1Y,ZN,2,0
5wit_1Y,MG,3,0
5wit_1Y,ZN,3,0
5wit_1Y,MG,4,0
5wit_1Y,ZN,4,0
5wit_1Y,MG,5,1
5wit_1Y,ZN,5,1
5wit_1Y,MG,6,0
5wit_1Y,ZN,6,0
5wit_1Y,MG,7,0
5wit_1Y,ZN,7,0
5wit_1Y,MG,8,0
5wit_1Y,ZN,8,0
5wit_1Y,MG,9,1
5wit_1Y,ZN,9,1
5wit_1b,MG,0,0
5wit_1b,MG,1,0
5wit_1b,MG,2,0
5wit_1b,MG,3,0
5wit_1b,MG,4,0
5wit_1b,MG,5,1
5wit_1b,MG,6,0
5wit_1b,MG,7,0
5wit_1b,MG,8,0
5wit_1b,MG,9,0
5wit_1e,MG,0,0
5wit_1e,MG,1,0
5wit_1e,MG,2,0
5wit_1e,MG,3,0
5wit_1e,MG,4,0
5wit_1e,MG,5,1
5wit_1e,MG,6,0
5wit_1e,MG,7,0
5wit_1e,MG,8,0
5wit_1e,MG,9,0
5wit_1f,MG,0,0
5wit_1f,MG,1,0
5wit_1f,MG,2,0
5wit_1f,MG,3,0
5wit_1f,MG,4,0
5wit_1f,MG,5,1
5wit_1f,MG,6,0
5wit_1f,MG,7,0
5wit_1f,MG,8,0
5wit_1f,MG,9,0
5wit_1k,MG,0,0
5wit_1k,MG,1,0
5wit_1k,MG,2,0
5wit_1k,MG,3,0
5wit_1k,MG,4,0
5wit_1k,MG,5,1
5wit_1k,MG,6,0
5wit_1k,MG,7,0
5wit_1k,MG,8,0
5wit_1k,MG,9,0
5wit_1l,MG,0,0
5wit_1l,MG,1,0
5wit_1l,MG,2,0
5wit_1l,MG,3,0
5wit_1l,MG,4,0
5wit_1l,MG,5,1
5wit_1l,MG,6,0
5wit_1l,MG,7,0
5wit_1l,MG,8,0
5wit_1l,MG,9,0
5wit_1m,MG,0,0
5wit_1m,MG,1,0
5wit_1m,MG,2,0
5wit_1m,MG,3,0
5wit_1m,MG,4,0
5wit_1m,MG,5,1
5wit_1m,MG,6,0
5wit_1m,MG,7,0
5wit_1m,MG,8,0
5wit_1m,MG,9,0
5wit_1n,ZN,0,0
5wit_1n,ZN,1,0
5wit_1n,ZN,2,0
5wit_1n,ZN,3,0
5wit_1n,ZN,4,0
5wit_1n,ZN,5,0
5wit_1n,ZN,6,0
5wit_1n,ZN,7,0
5wit_1n,ZN,8,0
5wit_1n,ZN,9,1
5wit_1t,MG,0,0
5wit_1t,MG,1,0
5wit_1t,MG,2,0
5wit_1t,MG,3,0
5wit_1t,MG,4,0
5wit_1t,MG,5,1
5wit_1t,MG,6,0
5wit_1t,MG,7,0
5wit_1t,MG,8,0
5wit_1t,MG,9,0
5wit_21,MG,0,0
5wit_21,MG,1,0
5wit_21,MG,2,0
5wit_21,MG,3,0
5wit_21,MG,4,0
5wit_21,MG,5,1
5wit_21,MG,6,0
5wit_21,MG,7,0
5wit_21,MG,8,0
5wit_21,MG,9,0
5wit_23,MG,0,0
5wit_23,MG,1,0
5wit_23,MG,2,0
5wit_23,MG,3,0
5wit_23,MG,4,0
5wit_23,MG,5,1
5wit_23,MG,6,0
5wit_23,MG,7,0
5wit_23,MG,8,0
5wit_23,MG,9,0
5wit_24,ZN,0,0
5wit_24,ZN,1,0
5wit_24,ZN,2,0
5wit_24,ZN,3,0
5wit_24,ZN,4,0
5wit_24,ZN,5,0
5wit_24,ZN,6,0
5wit_24,ZN,7,0
5wit_24,ZN,8,0
5wit_24,ZN,9,1
5wit_25,ZN,0,0
5wit_25,ZN,1,0
5wit_25,ZN,2,0
5wit_25,ZN,3,0
5wit_25,ZN,4,0
5wit_25,ZN,5,0
5wit_25,ZN,6,0
5wit_25,ZN,7,0
5wit_25,ZN,8,0
5wit_25,ZN,9,1
5wit_26,ZN,0,0
5wit_26,ZN,1,0
5wit_26,ZN,2,0
5wit_26,ZN,3,0
5wit_26,ZN,4,0
5wit_26,ZN,5,0
5wit_26,ZN,6,0
5wit_26,ZN,7,0
5wit_26,ZN,8,0
5wit_26,ZN,9,1
5wit_29,ZN,0,0
5wit_29,ZN,1,0
5wit_29,ZN,2,0
5wit_29,ZN,3,0
5wit_29,ZN,4,0
5wit_29,ZN,5,0
5wit_29,ZN,6,0
5wit_29,ZN,7,0
5wit_29,ZN,8,0
5wit_29,ZN,9,1
5wit_2D,MG,0,0
5wit_2D,MG,1,0
5wit_2D,MG,2,0
5wit_2D,MG,3,0
5wit_2D,MG,4,0
5wit_2D,MG,5,1
5wit_2D,MG,6,0
5wit_2D,MG,7,0
5wit_2D,MG,8,0
5wit_2D,MG,9,0
5wit_2E,MG,0,0
5wit_2E,MG,1,0
5wit_2E,MG,2,0
5wit_2E,MG,3,0
5wit_2E,MG,4,0
5wit_2E,MG,5,1
5wit_2E,MG,6,0
5wit_2E,MG,7,0
5wit_2E,MG,8,0
5wit_2E,MG,9,0
5wit_2F,MG,0,0
5wit_2F,MG,1,0
5wit_2F,MG,2,0
5wit_2F,MG,3,0
5wit_2F,MG,4,0
5wit_2F,MG,5,1
5wit_2F,MG,6,0
5wit_2F,MG,7,0
5wit_2F,MG,8,0
5wit_2F,MG,9,0
5wit_2G,MG,0,0
5wit_2G,MG,1,0
5wit_2G,MG,2,0
5wit_2G,MG,3,0
5wit_2G,MG,4,0
5wit_2G,MG,5,1
5wit_2G,MG,6,0
5wit_2G,MG,7,0
5wit_2G,MG,8,0
5wit_2G,MG,9,0
5wit_2P,MG,0,0
5wit_2P,MG,1,0
5wit_2P,MG,2,0
5wit_2P,MG,3,0
5wit_2P,MG,4,0
5wit_2P,MG,5,1
5wit_2P,MG,6,0
5wit_2P,MG,7,0
5wit_2P,MG,8,0
5wit_2P,MG,9,0
5wit_2Q,MG,0,0
5wit_2Q,MG,1,0
5wit_2Q,MG,2,0
5wit_2Q,MG,3,0
5wit_2Q,MG,4,0
5wit_2Q,MG,5,1
5wit_2Q,MG,6,0
5wit_2Q,MG,7,0
5wit_2Q,MG,8,0
5wit_2Q,MG,9,0
5wit_2R,MG,0,0
5wit_2R,MG,1,0
5wit_2R,MG,2,0
5wit_2R,MG,3,0
5wit_2R,MG,4,0
5wit_2R,MG,5,1
5wit_2R,MG,6,0
5wit_2R,MG,7,0
5wit_2R,MG,8,0
5wit_2R,MG,9,0
5wit_2U,MG,0,0
5wit_2U,MG,1,0
5wit_2U,MG,2,0
5wit_2U,MG,3,0
5wit_2U,MG,4,0
5wit_2U,MG,5,1
5wit_2U,MG,6,0
5wit_2U,MG,7,0
5wit_2U,MG,8,0
5wit_2U,MG,9,0
5wit_2V,MG,0,0
5wit_2V,MG,1,0
5wit_2V,MG,2,0
5wit_2V,MG,3,0
5wit_2V,MG,4,0
5wit_2V,MG,5,1
5wit_2V,MG,6,0
5wit_2V,MG,7,0
5wit_2V,MG,8,0
5wit_2V,MG,9,0
5wit_2W,MG,0,0
5wit_2W,MG,1,0
5wit_2W,MG,2,0
5wit_2W,MG,3,0
5wit_2W,MG,4,0
5wit_2W,MG,5,1
5wit_2W,MG,6,0
5wit_2W,MG,7,0
5wit_2W,MG,8,0
5wit_2W,MG,9,0
5wit_2X,MG,0,0
5wit_2X,MG,1,0
5wit_2X,MG,2,0
5wit_2X,MG,3,0
5wit_2X,MG,4,0
5wit_2X,MG,5,1
5wit_2X,MG,6,0
5wit_2X,MG,7,0
5wit_2X,MG,8,0
5wit_2X,MG,9,0
5wit_2Y,ZN,0,0
5wit_2Y,ZN,1,0
5wit_2Y,ZN,2,0
5wit_2Y,ZN,3,0
5wit_2Y,ZN,4,0
5wit_2Y,ZN,5,0
5wit_2Y,ZN,6,0
5wit_2Y,ZN,7,0
5wit_2Y,ZN,8,0
5wit_2Y,ZN,9,1
5wit_2e,MG,0,0
5wit_2e,MG,1,0
5wit_2e,MG,2,0
5wit_2e,MG,3,0
5wit_2e,MG,4,0
5wit_2e,MG,5,1
5wit_2e,MG,6,0
5wit_2e,MG,7,0
5wit_2e,MG,8,0
5wit_2e,MG,9,0
5wit_2f,MG,0,0
5wit_2f,MG,1,0
5wit_2f,MG,2,0
5wit_2f,MG,3,0
5wit_2f,MG,4,0
5wit_2f,MG,5,1
5wit_2f,MG,6,0
5wit_2f,MG,7,0
5wit_2f,MG,8,0
5wit_2f,MG,9,0
5wit_2k,MG,0,0
5wit_2k,MG,1,0
5wit_2k,MG,2,0
5wit_2k,MG,3,0
5wit_2k,MG,4,0
5wit_2k,MG,5,1
5wit_2k,MG,6,0
5wit_2k,MG,7,0
5wit_2k,MG,8,0
5wit_2k,MG,9,0
5wit_2n,ZN,0,0
5wit_2n,ZN,1,0
5wit_2n,ZN,2,0
5wit_2n,ZN,3,0
5wit_2n,ZN,4,0
5wit_2n,ZN,5,0
5wit_2n,ZN,6,0
5wit_2n,ZN,7,0
5wit_2n,ZN,8,0
5wit_2n,ZN,9,1
5wit_2q,MG,0,0
5wit_2q,MG,1,0
5wit_2q,MG,2,0
5wit_2q,MG,3,0
5wit_2q,MG,4,0
5wit_2q,MG,5,1
5wit_2q,MG,6,0
5wit_2q,MG,7,0
5wit_2q,MG,8,0
5wit_2q,MG,9,0
5wit_2t,MG,0,0
5wit_2t,MG,1,0
5wit_2t,MG,2,0
5wit_2t,MG,3,0
5wit_2t,MG,4,0
5wit_2t,MG,5,1
5wit_2t,MG,6,0
5wit_2t,MG,7,0
5wit_2t,MG,8,0
5wit_2t,MG,9,0
5wrp_C,PO4,0,0
5wrp_C,PO4,1,0
5wrp_C,PO4,2,0
5wrp_C,PO4,3,0
5wrp_C,PO4,4,0
5wrp_C,PO4,5,0
5wrp_C,PO4,6,0
5wrp_C,PO4,7,1
5wrp_C,PO4,8,0
5wrp_C,PO4,9,0
5wrp_D,PO4,0,0
5wrp_D,PO4,1,0
5wrp_D,PO4,2,0
5wrp_D,PO4,3,0
5wrp_D,PO4,4,0
5wrp_D,PO4,5,0
5wrp_D,PO4,6,0
5wrp_D,PO4,7,1
5wrp_D,PO4,8,0
5wrp_D,PO4,9,0
5ws5_A,FE2,0,0
5ws5_A,FE2,1,0
5ws5_A,FE2,2,0
5ws5_A,FE2,3,0
5ws5_A,FE2,4,1
5ws5_A,FE2,5,0
5ws5_A,FE2,6,0
5ws5_A,FE2,7,0
5ws5_A,FE2,8,0
5ws5_A,FE2,9,0
5ws5_C,CA,0,1
5ws5_C,CA,1,0
5ws5_C,CA,2,0
5ws5_C,CA,3,0
5ws5_C,CA,4,0
5ws5_C,CA,5,0
5ws5_C,CA,6,0
5ws5_C,CA,7,0
5ws5_C,CA,8,0
5ws5_C,CA,9,0
5ws5_D,FE2,0,0
5ws5_D,FE2,1,0
5ws5_D,FE2,2,0
5ws5_D,FE2,3,0
5ws5_D,FE2,4,1
5ws5_D,FE2,5,0
5ws5_D,FE2,6,0
5ws5_D,FE2,7,0
5ws5_D,FE2,8,0
5ws5_D,FE2,9,0
5ws5_J,MG,0,0
5ws5_J,MG,1,0
5ws5_J,MG,2,0
5ws5_J,MG,3,0
5ws5_J,MG,4,0
5ws5_J,MG,5,1
5ws5_J,MG,6,0
5ws5_J,MG,7,0
5ws5_J,MG,8,0
5ws5_J,MG,9,0
5ws5_O,CA,0,1
5ws5_O,CA,1,0
5ws5_O,CA,2,0
5ws5_O,CA,3,0
5ws5_O,CA,4,0
5ws5_O,CA,5,0
5ws5_O,CA,6,0
5ws5_O,CA,7,0
5ws5_O,CA,8,0
5ws5_O,CA,9,0
5ws5_a,FE2,0,0
5ws5_a,FE2,1,0
5ws5_a,FE2,2,0
5ws5_a,FE2,3,0
5ws5_a,FE2,4,1
5ws5_a,FE2,5,0
5ws5_a,FE2,6,0
5ws5_a,FE2,7,0
5ws5_a,FE2,8,0
5ws5_a,FE2,9,0
5ws5_c,CA,0,1
5ws5_c,CA,1,0
5ws5_c,CA,2,0
5ws5_c,CA,3,0
5ws5_c,CA,4,0
5ws5_c,CA,5,0
5ws5_c,CA,6,0
5ws5_c,CA,7,0
5ws5_c,CA,8,0
5ws5_c,CA,9,0
5ws5_d,FE2,0,0
5ws5_d,FE2,1,0
5ws5_d,FE2,2,0
5ws5_d,FE2,3,0
5ws5_d,FE2,4,1
5ws5_d,FE2,5,0
5ws5_d,FE2,6,0
5ws5_d,FE2,7,0
5ws5_d,FE2,8,0
5ws5_d,FE2,9,0
5ws5_j,MG,0,0
5ws5_j,MG,1,0
5ws5_j,MG,2,0
5ws5_j,MG,3,0
5ws5_j,MG,4,0
5ws5_j,MG,5,1
5ws5_j,MG,6,0
5ws5_j,MG,7,0
5ws5_j,MG,8,0
5ws5_j,MG,9,0
5ws5_o,CA,0,1
5ws5_o,CA,1,0
5ws5_o,CA,2,0
5ws5_o,CA,3,0
5ws5_o,CA,4,0
5ws5_o,CA,5,0
5ws5_o,CA,6,0
5ws5_o,CA,7,0
5ws5_o,CA,8,0
5ws5_o,CA,9,0
5ws6_A,FE2,0,0
5ws6_A,FE2,1,0
5ws6_A,FE2,2,0
5ws6_A,FE2,3,0
5ws6_A,FE2,4,1
5ws6_A,FE2,5,0
5ws6_A,FE2,6,0
5ws6_A,FE2,7,0
5ws6_A,FE2,8,0
5ws6_A,FE2,9,0
5ws6_C,CA,0,1
5ws6_C,CA,1,0
5ws6_C,CA,2,0
5ws6_C,CA,3,0
5ws6_C,CA,4,0
5ws6_C,CA,5,0
5ws6_C,CA,6,0
5ws6_C,CA,7,0
5ws6_C,CA,8,0
5ws6_C,CA,9,0
5ws6_D,FE2,0,0
5ws6_D,FE2,1,0
5ws6_D,FE2,2,0
5ws6_D,FE2,3,0
5ws6_D,FE2,4,1
5ws6_D,FE2,5,0
5ws6_D,FE2,6,0
5ws6_D,FE2,7,0
5ws6_D,FE2,8,0
5ws6_D,FE2,9,0
5ws6_J,MG,0,0
5ws6_J,MG,1,0
5ws6_J,MG,2,0
5ws6_J,MG,3,0
5ws6_J,MG,4,0
5ws6_J,MG,5,1
5ws6_J,MG,6,0
5ws6_J,MG,7,0
5ws6_J,MG,8,0
5ws6_J,MG,9,0
5ws6_O,CA,0,1
5ws6_O,CA,1,0
5ws6_O,CA,2,0
5ws6_O,CA,3,0
5ws6_O,CA,4,0
5ws6_O,CA,5,0
5ws6_O,CA,6,0
5ws6_O,CA,7,0
5ws6_O,CA,8,0
5ws6_O,CA,9,0
5ws6_a,FE2,0,0
5ws6_a,FE2,1,0
5ws6_a,FE2,2,0
5ws6_a,FE2,3,0
5ws6_a,FE2,4,1
5ws6_a,FE2,5,0
5ws6_a,FE2,6,0
5ws6_a,FE2,7,0
5ws6_a,FE2,8,0
5ws6_a,FE2,9,0
5ws6_c,CA,0,1
5ws6_c,CA,1,0
5ws6_c,CA,2,0
5ws6_c,CA,3,0
5ws6_c,CA,4,0
5ws6_c,CA,5,0
5ws6_c,CA,6,0
5ws6_c,CA,7,0
5ws6_c,CA,8,0
5ws6_c,CA,9,0
5ws6_d,FE2,0,0
5ws6_d,FE2,1,0
5ws6_d,FE2,2,0
5ws6_d,FE2,3,0
5ws6_d,FE2,4,1
5ws6_d,FE2,5,0
5ws6_d,FE2,6,0
5ws6_d,FE2,7,0
5ws6_d,FE2,8,0
