pdbid,labels,predictions
4u3m_Q0,0,0.0
4u3m_Q0,1,0.0
4u3m_Q0,2,0.0
4u3m_Q0,3,0.0
4u3m_Q0,4,0.0
4u3m_Q0,5,0.0
4u3m_Q0,6,0.0
4u3m_Q0,7,0.0
4u3m_Q0,8,0.554
4u3m_Q0,9,1.0
4u3m_Q2,0,0.0
4u3m_Q2,1,0.0
4u3m_Q2,2,0.0
4u3m_Q2,3,0.0
4u3m_Q2,4,0.0
4u3m_Q2,5,0.0
4u3m_Q2,6,0.0
4u3m_Q2,7,0.0
4u3m_Q2,8,0.0
4u3m_Q2,9,1.0
4u3m_Q3,0,0.0
4u3m_Q3,1,0.0
4u3m_Q3,2,0.0
4u3m_Q3,3,0.0
4u3m_Q3,4,0.0
4u3m_Q3,5,0.0
4u3m_Q3,6,0.0
4u3m_Q3,7,0.0
4u3m_Q3,8,0.0
4u3m_Q3,9,1.0
4u3m_S4,0,0.0
4u3m_S4,1,0.0
4u3m_S4,2,0.0
4u3m_S4,3,0.0
4u3m_S4,4,0.0
4u3m_S4,5,0.685
4u3m_S4,6,0.0
4u3m_S4,7,0.0
4u3m_S4,8,0.0
4u3m_S4,9,0.0
4u3m_SM,0,0.0
4u3m_SM,1,0.0
4u3m_SM,2,0.0
4u3m_SM,3,0.0
4u3m_SM,4,0.0
4u3m_SM,5,0.0
4u3m_SM,6,0.0
4u3m_SM,7,0.0
4u3m_SM,8,0.0
4u3m_SM,9,0.0
4u3m_d3,0,0.0
4u3m_d3,1,0.0
4u3m_d3,2,0.0
4u3m_d3,3,0.0
4u3m_d3,4,0.0
4u3m_d3,5,0.0
4u3m_d3,6,0.0
4u3m_d3,7,0.0
4u3m_d3,8,0.0
4u3m_d3,9,0.0
4u3m_d7,0,0.0
4u3m_d7,1,0.0
4u3m_d7,2,0.0
4u3m_d7,3,0.0
4u3m_d7,4,0.0
4u3m_d7,5,0.0
4u3m_d7,6,0.0
4u3m_d7,7,0.0
4u3m_d7,8,0.0
4u3m_d7,9,1.0
4u3m_m6,0,0.0
4u3m_m6,1,0.0
4u3m_m6,2,0.0
4u3m_m6,3,0.0
4u3m_m6,4,0.0
4u3m_m6,5,0.0
4u3m_m6,6,0.0
4u3m_m6,7,0.0
4u3m_m6,8,0.0
4u3m_m6,9,0.0
4u3m_o3,0,0.0
4u3m_o3,1,0.0
4u3m_o3,2,0.0
4u3m_o3,3,0.0
4u3m_o3,4,0.0
4u3m_o3,5,0.0
4u3m_o3,6,0.0
4u3m_o3,7,0.0
4u3m_o3,8,0.0
4u3m_o3,9,0.0
4u3m_sM,0,0.795
4u3m_sM,1,0.0
4u3m_sM,2,0.0
4u3m_sM,3,0.0
4u3m_sM,4,0.0
4u3m_sM,5,0.0
4u3m_sM,6,0.0
4u3m_sM,7,0.0
4u3m_sM,8,0.0
4u3m_sM,9,0.0
4u3u_L6,0,0.0
4u3u_L6,1,0.0
4u3u_L6,2,0.0
4u3u_L6,3,0.0
4u3u_L6,4,0.0
4u3u_L6,5,0.0
4u3u_L6,6,0.0
4u3u_L6,7,0.0
4u3u_L6,8,0.0
4u3u_L6,9,0.0
4u3u_c9,0,0.0
4u3u_c9,1,0.0
4u3u_c9,2,0.0
4u3u_c9,3,0.0
4u3u_c9,4,0.0
4u3u_c9,5,0.772
4u3u_c9,6,0.0
4u3u_c9,7,0.615
4u3u_c9,8,0.61
4u3u_c9,9,0.0
4u4q_e1,0,0.0
4u4q_e1,1,0.0
4u4q_e1,2,0.0
4u4q_e1,3,0.0
4u4q_e1,4,0.0
4u4q_e1,5,0.0
4u4q_e1,6,0.0
4u4q_e1,7,0.0
4u4q_e1,8,0.0
4u4q_e1,9,1.0
4u4q_n3,0,0.0
4u4q_n3,1,0.0
4u4q_n3,2,0.0
4u4q_n3,3,0.0
4u4q_n3,4,0.0
4u4q_n3,5,0.0
4u4q_n3,6,0.0
4u4q_n3,7,0.0
4u4q_n3,8,0.0
4u4q_n3,9,0.0
4u4q_o1,0,0.0
4u4q_o1,1,0.0
4u4q_o1,2,0.0
4u4q_o1,3,0.0
4u4q_o1,4,0.0
4u4q_o1,5,0.0
4u4q_o1,6,0.0
4u4q_o1,7,0.0
4u4q_o1,8,0.0
4u4q_o1,9,0.0
4u4r_M5,0,0.0
4u4r_M5,1,0.0
4u4r_M5,2,0.0
4u4r_M5,3,0.0
4u4r_M5,4,0.0
4u4r_M5,5,0.733
4u4r_M5,6,0.0
4u4r_M5,7,0.0
4u4r_M5,8,0.0
4u4r_M5,9,0.0
4u52_L5,0,0.0
4u52_L5,1,0.0
4u52_L5,2,0.0
4u52_L5,3,0.0
4u52_L5,4,0.0
4u52_L5,5,0.583
4u52_L5,6,0.0
4u52_L5,7,0.0
4u52_L5,8,0.0
4u52_L5,9,0.0
4u52_M8,0,0.0
4u52_M8,1,0.0
4u52_M8,2,0.0
4u52_M8,3,0.0
4u52_M8,4,0.0
4u52_M8,5,0.0
4u52_M8,6,0.0
4u52_M8,7,0.0
4u52_M8,8,0.0
4u52_M8,9,0.0
4udi_A,0,0.0
4udi_A,1,0.0
4udi_A,2,0.0
4udi_A,3,0.0
4udi_A,4,0.766
4udi_A,5,0.672
4udi_A,6,0.586
4udi_A,7,0.993
4udi_A,8,0.895
4udi_A,9,0.0
4ue3_LLL,0,0.698
4ue3_LLL,1,0.0
4ue3_LLL,2,0.0
4ue3_LLL,3,0.0
4ue3_LLL,4,0.0
4ue3_LLL,5,0.987
4ue3_LLL,6,0.751
4ue3_LLL,7,0.0
4ue3_LLL,8,0.0
4ue3_LLL,9,0.0
4up1_A,0,0.0
4up1_A,1,0.0
4up1_A,2,0.0
4up1_A,3,0.0
4up1_A,4,0.0
4up1_A,5,0.0
4up1_A,6,0.0
4up1_A,7,0.977
4up1_A,8,0.888
4up1_A,9,0.936
4v3q_B,0,0.989
4v3q_B,1,0.0
4v3q_B,2,0.0
4v3q_B,3,0.0
4v3q_B,4,0.0
4v3q_B,5,0.0
4v3q_B,6,0.0
4v3q_B,7,0.0
4v3q_B,8,0.0
4v3q_B,9,0.639
4v4c_A,0,0.0
4v4c_A,1,0.0
4v4c_A,2,0.0
4v4c_A,3,0.0
4v4c_A,4,0.961
4v4c_A,5,0.0
4v4c_A,6,0.0
4v4c_A,7,0.0
4v4c_A,8,0.0
4v4c_A,9,0.537
4v4c_B,0,0.0
4v4c_B,1,0.0
4v4c_B,2,0.0
4v4c_B,3,0.0
4v4c_B,4,0.0
4v4c_B,5,0.0
4v4c_B,6,0.0
4v4c_B,7,0.0
4v4c_B,8,0.0
4v4c_B,9,0.999
4v4m_0,0,0.993
4v4m_0,1,0.0
4v4m_0,2,0.0
4v4m_0,3,0.0
4v4m_0,4,0.0
4v4m_0,5,0.0
4v4m_0,6,0.0
4v4m_0,7,0.0
4v4m_0,8,0.0
4v4m_0,9,0.552
4v4o_B,0,0.0
4v4o_B,1,0.0
4v4o_B,2,0.0
4v4o_B,3,0.0
4v4o_B,4,0.0
4v4o_B,5,0.975
4v4o_B,6,0.854
4v4o_B,7,0.962
4v4o_B,8,0.846
4v4o_B,9,0.0
4v62_AA,0,0.865
4v62_AA,1,0.0
4v62_AA,2,0.0
4v62_AA,3,0.892
4v62_AA,4,0.973
4v62_AA,5,0.0
4v62_AA,6,0.0
4v62_AA,7,0.0
4v62_AA,8,0.0
4v62_AA,9,0.921
4v62_AK,0,0.596
4v62_AK,1,0.0
4v62_AK,2,0.0
4v62_AK,3,0.0
4v62_AK,4,0.0
4v62_AK,5,0.517
4v62_AK,6,0.0
4v62_AK,7,0.0
4v62_AK,8,0.0
4v62_AK,9,0.658
4v62_AO,0,0.736
4v62_AO,1,0.0
4v62_AO,2,0.0
4v62_AO,3,0.0
4v62_AO,4,0.0
4v62_AO,5,0.542
4v62_AO,6,0.0
4v62_AO,7,0.0
4v62_AO,8,0.0
4v62_AO,9,0.72
4v67_AC,0,0.0
4v67_AC,1,0.0
4v67_AC,2,0.0
4v67_AC,3,0.0
4v67_AC,4,0.0
4v67_AC,5,0.0
4v67_AC,6,0.0
4v67_AC,7,0.648
4v67_AC,8,0.742
4v67_AC,9,0.0
4v67_AE,0,0.0
4v67_AE,1,0.0
4v67_AE,2,0.0
4v67_AE,3,0.0
4v67_AE,4,0.0
4v67_AE,5,0.0
4v67_AE,6,0.0
4v67_AE,7,0.0
4v67_AE,8,0.0
4v67_AE,9,0.0
4v67_AX,0,0.0
4v67_AX,1,0.0
4v67_AX,2,0.0
4v67_AX,3,0.0
4v67_AX,4,0.0
4v67_AX,5,0.668
4v67_AX,6,0.0
4v67_AX,7,0.811
4v67_AX,8,0.756
4v67_AX,9,0.782
4v67_B1,0,0.0
4v67_B1,1,0.0
4v67_B1,2,0.0
4v67_B1,3,0.0
4v67_B1,4,0.0
4v67_B1,5,0.826
4v67_B1,6,0.0
4v67_B1,7,0.0
4v67_B1,8,0.0
4v67_B1,9,0.0
4v67_BF,0,0.0
4v67_BF,1,0.0
4v67_BF,2,0.0
4v67_BF,3,0.0
4v67_BF,4,0.0
4v67_BF,5,0.858
4v67_BF,6,0.0
4v67_BF,7,0.0
4v67_BF,8,0.0
4v67_BF,9,0.0
4v67_BK,0,0.0
4v67_BK,1,0.0
4v67_BK,2,0.0
4v67_BK,3,0.0
4v67_BK,4,0.0
4v67_BK,5,0.0
4v67_BK,6,0.0
4v67_BK,7,0.0
4v67_BK,8,0.0
4v67_BK,9,0.0
4v67_BQ,0,0.0
4v67_BQ,1,0.0
4v67_BQ,2,0.0
4v67_BQ,3,0.0
4v67_BQ,4,0.0
4v67_BQ,5,0.576
4v67_BQ,6,0.0
4v67_BQ,7,0.0
4v67_BQ,8,0.0
4v67_BQ,9,0.0
4v6b_AO,0,0.927
4v6b_AO,1,0.0
4v6b_AO,2,0.0
4v6b_AO,3,0.67
4v6b_AO,4,0.902
4v6b_AO,5,0.735
4v6b_AO,6,0.0
4v6b_AO,7,0.0
4v6b_AO,8,0.0
4v6b_AO,9,0.635
4v6b_Cj,0,0.928
4v6b_Cj,1,0.0
4v6b_Cj,2,0.0
4v6b_Cj,3,0.677
4v6b_Cj,4,0.903
4v6b_Cj,5,0.754
4v6b_Cj,6,0.0
4v6b_Cj,7,0.0
4v6b_Cj,8,0.0
4v6b_Cj,9,0.678
4v7l_AO,0,0.0
4v7l_AO,1,0.0
4v7l_AO,2,0.0
4v7l_AO,3,0.0
4v7l_AO,4,0.0
4v7l_AO,5,0.0
4v7l_AO,6,0.0
4v7l_AO,7,0.0
4v7l_AO,8,0.0
4v7l_AO,9,0.877
4v7l_B0,0,0.0
4v7l_B0,1,0.0
4v7l_B0,2,0.0
4v7l_B0,3,0.0
4v7l_B0,4,0.0
4v7l_B0,5,0.0
4v7l_B0,6,0.0
4v7l_B0,7,0.0
4v7l_B0,8,0.0
4v7l_B0,9,0.0
4v88_AI,0,0.0
4v88_AI,1,0.0
4v88_AI,2,0.0
4v88_AI,3,0.0
4v88_AI,4,0.0
4v88_AI,5,0.0
4v88_AI,6,0.0
4v88_AI,7,0.0
4v88_AI,8,0.0
4v88_AI,9,0.0
4v88_AL,0,0.0
4v88_AL,1,0.0
4v88_AL,2,0.0
4v88_AL,3,0.0
4v88_AL,4,0.0
4v88_AL,5,0.51
4v88_AL,6,0.0
4v88_AL,7,0.0
4v88_AL,8,0.0
4v88_AL,9,0.0
4v88_Af,0,0.0
4v88_Af,1,0.0
4v88_Af,2,0.0
4v88_Af,3,0.0
4v88_Af,4,0.0
4v88_Af,5,0.0
4v88_Af,6,0.0
4v88_Af,7,0.0
4v88_Af,8,0.0
4v88_Af,9,1.0
4v88_BC,0,0.0
4v88_BC,1,0.0
4v88_BC,2,0.0
4v88_BC,3,0.0
4v88_BC,4,0.0
4v88_BC,5,0.855
4v88_BC,6,0.0
4v88_BC,7,0.0
4v88_BC,8,0.571
4v88_BC,9,0.0
4v88_BR,0,0.0
4v88_BR,1,0.0
4v88_BR,2,0.0
4v88_BR,3,0.0
4v88_BR,4,0.0
4v88_BR,5,0.789
4v88_BR,6,0.0
4v88_BR,7,0.0
4v88_BR,8,0.0
4v88_BR,9,0.0
4v88_BS,0,0.0
4v88_BS,1,0.0
4v88_BS,2,0.0
4v88_BS,3,0.0
4v88_BS,4,0.0
4v88_BS,5,0.0
4v88_BS,6,0.0
4v88_BS,7,0.0
4v88_BS,8,0.0
4v88_BS,9,0.0
4v88_BT,0,0.0
4v88_BT,1,0.0
4v88_BT,2,0.0
4v88_BT,3,0.0
4v88_BT,4,0.0
4v88_BT,5,0.0
4v88_BT,6,0.0
4v88_BT,7,0.0
4v88_BT,8,0.0
4v88_BT,9,0.0
4v88_BY,0,0.0
4v88_BY,1,0.0
4v88_BY,2,0.0
4v88_BY,3,0.0
4v88_BY,4,0.0
4v88_BY,5,0.821
4v88_BY,6,0.0
4v88_BY,7,0.0
4v88_BY,8,0.0
4v88_BY,9,0.0
4v88_Be,0,0.0
4v88_Be,1,0.0
4v88_Be,2,0.0
4v88_Be,3,0.0
4v88_Be,4,0.0
4v88_Be,5,0.839
4v88_Be,6,0.0
4v88_Be,7,0.0
4v88_Be,8,0.0
4v88_Be,9,0.0
4v88_Bl,0,0.0
4v88_Bl,1,0.0
4v88_Bl,2,0.0
4v88_Bl,3,0.0
4v88_Bl,4,0.0
4v88_Bl,5,0.0
4v88_Bl,6,0.0
4v88_Bl,7,0.0
4v88_Bl,8,0.0
4v88_Bl,9,0.0
4v88_CF,0,0.0
4v88_CF,1,0.0
4v88_CF,2,0.0
4v88_CF,3,0.0
4v88_CF,4,0.0
4v88_CF,5,0.58
4v88_CF,6,0.0
4v88_CF,7,0.0
4v88_CF,8,0.0
4v88_CF,9,0.0
4v88_Ch,0,0.0
4v88_Ch,1,0.0
4v88_Ch,2,0.0
4v88_Ch,3,0.0
4v88_Ch,4,0.0
4v88_Ch,5,0.0
4v88_Ch,6,0.0
4v88_Ch,7,0.0
4v88_Ch,8,0.0
4v88_Ch,9,0.0
4v88_DF,0,0.0
4v88_DF,1,0.0
4v88_DF,2,0.0
4v88_DF,3,0.0
4v88_DF,4,0.0
4v88_DF,5,0.0
4v88_DF,6,0.0
4v88_DF,7,0.0
4v88_DF,8,0.0
4v88_DF,9,0.0
4v88_DH,0,0.0
4v88_DH,1,0.0
4v88_DH,2,0.0
4v88_DH,3,0.0
4v88_DH,4,0.0
4v88_DH,5,0.0
4v88_DH,6,0.0
4v88_DH,7,0.0
4v88_DH,8,0.0
4v88_DH,9,0.0
4v88_DL,0,0.0
4v88_DL,1,0.0
4v88_DL,2,0.0
4v88_DL,3,0.0
4v88_DL,4,0.0
4v88_DL,5,0.0
4v88_DL,6,0.586
4v88_DL,7,0.0
4v88_DL,8,0.0
4v88_DL,9,0.653
4v88_DM,0,0.0
4v88_DM,1,0.0
4v88_DM,2,0.0
4v88_DM,3,0.0
4v88_DM,4,0.0
4v88_DM,5,0.0
4v88_DM,6,0.0
4v88_DM,7,0.0
4v88_DM,8,0.0
4v88_DM,9,0.0
4v88_DW,0,0.0
4v88_DW,1,0.0
4v88_DW,2,0.0
4v88_DW,3,0.0
4v88_DW,4,0.0
4v88_DW,5,0.0
4v88_DW,6,0.0
4v88_DW,7,0.0
4v88_DW,8,0.0
4v88_DW,9,0.0
4v88_Db,0,0.0
4v88_Db,1,0.0
4v88_Db,2,0.0
4v88_Db,3,0.0
4v88_Db,4,0.0
4v88_Db,5,0.0
4v88_Db,6,0.0
4v88_Db,7,0.0
4v88_Db,8,0.0
4v88_Db,9,0.855
4v88_Dh,0,0.0
4v88_Dh,1,0.0
4v88_Dh,2,0.0
4v88_Dh,3,0.0
4v88_Dh,4,0.0
4v88_Dh,5,0.0
4v88_Dh,6,0.0
4v88_Dh,7,0.0
4v88_Dh,8,0.0
4v88_Dh,9,0.0
4v88_Di,0,0.0
4v88_Di,1,0.0
4v88_Di,2,0.0
4v88_Di,3,0.0
4v88_Di,4,0.0
4v88_Di,5,0.557
4v88_Di,6,0.0
4v88_Di,7,0.0
4v88_Di,8,0.573
4v88_Di,9,0.0
4v88_Dq,0,0.0
4v88_Dq,1,0.0
4v88_Dq,2,0.0
4v88_Dq,3,0.0
4v88_Dq,4,0.0
4v88_Dq,5,0.736
4v88_Dq,6,0.0
4v88_Dq,7,0.0
4v88_Dq,8,0.0
4v88_Dq,9,0.0
4v8b_AO,0,0.0
4v8b_AO,1,0.0
4v8b_AO,2,0.0
4v8b_AO,3,0.0
4v8b_AO,4,0.0
4v8b_AO,5,0.0
4v8b_AO,6,0.0
4v8b_AO,7,0.0
4v8b_AO,8,0.0
4v8b_AO,9,0.0
4v8b_BE,0,0.0
4v8b_BE,1,0.0
4v8b_BE,2,0.0
4v8b_BE,3,0.0
4v8b_BE,4,0.0
4v8b_BE,5,0.933
4v8b_BE,6,0.665
4v8b_BE,7,0.0
4v8b_BE,8,0.0
4v8b_BE,9,0.0
4v90_AY,0,0.0
4v90_AY,1,0.0
4v90_AY,2,0.0
4v90_AY,3,0.0
4v90_AY,4,0.0
4v90_AY,5,0.991
4v90_AY,6,0.0
4v90_AY,7,0.0
4v90_AY,8,0.0
4v90_AY,9,0.0
4v99_EC,0,0.96
4v99_EC,1,0.0
4v99_EC,2,0.0
4v99_EC,3,0.0
4v99_EC,4,0.0
4v99_EC,5,0.0
4v99_EC,6,0.0
4v99_EC,7,0.0
4v99_EC,8,0.0
4v99_EC,9,0.0
4v9f_3,0,0.0
4v9f_3,1,0.0
4v9f_3,2,0.0
4v9f_3,3,0.0
4v9f_3,4,0.0
4v9f_3,5,0.0
4v9f_3,6,0.0
4v9f_3,7,0.0
4v9f_3,8,0.0
4v9f_3,9,1.0
4v9f_L,0,0.64
4v9f_L,1,0.0
4v9f_L,2,0.0
4v9f_L,3,0.0
4v9f_L,4,0.0
4v9f_L,5,0.875
4v9f_L,6,0.515
4v9f_L,7,0.0
4v9f_L,8,0.0
4v9f_L,9,0.0
4v9f_T,0,0.693
4v9f_T,1,0.0
4v9f_T,2,0.0
4v9f_T,3,0.0
4v9f_T,4,0.0
4v9f_T,5,0.916
4v9f_T,6,0.53
4v9f_T,7,0.0
4v9f_T,8,0.0
4v9f_T,9,0.0
4v9f_Y,0,0.602
4v9f_Y,1,0.0
4v9f_Y,2,0.0
4v9f_Y,3,0.0
4v9f_Y,4,0.0
4v9f_Y,5,0.928
4v9f_Y,6,0.625
4v9f_Y,7,0.0
4v9f_Y,8,0.0
4v9f_Y,9,0.0
4v9h_AY,0,0.0
4v9h_AY,1,0.0
4v9h_AY,2,0.0
4v9h_AY,3,0.0
4v9h_AY,4,0.0
4v9h_AY,5,0.987
4v9h_AY,6,0.0
4v9h_AY,7,0.0
4v9h_AY,8,0.0
4v9h_AY,9,0.0
4v9h_BL,0,0.0
4v9h_BL,1,0.0
4v9h_BL,2,0.0
4v9h_BL,3,0.0
4v9h_BL,4,0.0
4v9h_BL,5,0.0
4v9h_BL,6,0.0
4v9h_BL,7,0.0
4v9h_BL,8,0.0
4v9h_BL,9,0.0
4v9o_BV,0,0.0
4v9o_BV,1,0.0
4v9o_BV,2,0.0
4v9o_BV,3,0.0
4v9o_BV,4,0.0
4v9o_BV,5,0.992
4v9o_BV,6,0.64
4v9o_BV,7,0.0
4v9o_BV,8,0.0
4v9o_BV,9,0.566
4v9o_DV,0,0.0
4v9o_DV,1,0.0
4v9o_DV,2,0.0
4v9o_DV,3,0.0
4v9o_DV,4,0.0
4v9o_DV,5,0.991
4v9o_DV,6,0.513
4v9o_DV,7,0.0
4v9o_DV,8,0.0
4v9o_DV,9,0.558
4v9o_FE,0,0.0
4v9o_FE,1,0.0
4v9o_FE,2,0.0
4v9o_FE,3,0.0
4v9o_FE,4,0.0
4v9o_FE,5,0.0
4v9o_FE,6,0.0
4v9o_FE,7,0.0
4v9o_FE,8,0.0
4v9o_FE,9,0.663
4v9o_GE,0,0.777
4v9o_GE,1,0.0
4v9o_GE,2,0.0
4v9o_GE,3,0.0
4v9o_GE,4,0.0
4v9o_GE,5,0.893
4v9o_GE,6,0.0
4v9o_GE,7,0.0
4v9o_GE,8,0.0
4v9o_GE,9,0.0
4v9p_A3,0,0.0
4v9p_A3,1,0.0
4v9p_A3,2,0.0
4v9p_A3,3,0.0
4v9p_A3,4,0.0
4v9p_A3,5,0.0
4v9p_A3,6,0.0
4v9p_A3,7,0.0
4v9p_A3,8,0.595
4v9p_A3,9,0.602
4v9r_B2,0,0.0
4v9r_B2,1,0.0
4v9r_B2,2,0.0
4v9r_B2,3,0.0
4v9r_B2,4,0.0
4v9r_B2,5,0.0
4v9r_B2,6,0.0
4v9r_B2,7,0.0
4v9r_B2,8,0.0
4v9r_B2,9,0.0
4w2e_7,0,0.0
4w2e_7,1,0.0
4w2e_7,2,0.0
4w2e_7,3,0.0
4w2e_7,4,0.0
4w2e_7,5,0.594
4w2e_7,6,0.0
4w2e_7,7,0.0
4w2e_7,8,0.0
4w2e_7,9,0.0
4w2e_y,0,0.0
4w2e_y,1,0.0
4w2e_y,2,0.0
4w2e_y,3,0.0
4w2e_y,4,0.0
4w2e_y,5,0.991
4w2e_y,6,0.0
4w2e_y,7,0.0
4w2e_y,8,0.0
4w2e_y,9,0.0
4w2f_BI,0,0.0
4w2f_BI,1,0.0
4w2f_BI,2,0.0
4w2f_BI,3,0.0
4w2f_BI,4,0.0
4w2f_BI,5,0.733
4w2f_BI,6,0.0
4w2f_BI,7,0.534
4w2f_BI,8,0.618
4w2f_BI,9,0.0
4w2f_BO,0,0.0
4w2f_BO,1,0.0
4w2f_BO,2,0.0
4w2f_BO,3,0.0
4w2f_BO,4,0.0
4w2f_BO,5,0.655
4w2f_BO,6,0.0
4w2f_BO,7,0.0
4w2f_BO,8,0.0
4w2f_BO,9,0.0
4w2f_BS,0,0.0
4w2f_BS,1,0.0
4w2f_BS,2,0.0
4w2f_BS,3,0.0
4w2f_BS,4,0.0
4w2f_BS,5,0.943
4w2f_BS,6,0.0
4w2f_BS,7,0.0
4w2f_BS,8,0.0
4w2f_BS,9,0.0
4w2f_BT,0,0.0
4w2f_BT,1,0.0
4w2f_BT,2,0.0
4w2f_BT,3,0.0
4w2f_BT,4,0.0
4w2f_BT,5,0.533
4w2f_BT,6,0.0
4w2f_BT,7,0.0
4w2f_BT,8,0.501
4w2f_BT,9,0.0
4w2f_BZ,0,0.0
4w2f_BZ,1,0.0
4w2f_BZ,2,0.0
4w2f_BZ,3,0.0
4w2f_BZ,4,0.0
4w2f_BZ,5,0.803
4w2f_BZ,6,0.828
4w2f_BZ,7,0.0
4w2f_BZ,8,0.0
4w2f_BZ,9,0.538
4w2f_CR,0,0.0
4w2f_CR,1,0.0
4w2f_CR,2,0.0
4w2f_CR,3,0.0
4w2f_CR,4,0.0
4w2f_CR,5,0.0
4w2f_CR,6,0.0
4w2f_CR,7,0.0
4w2f_CR,8,0.0
4w2f_CR,9,0.0
4w74_H,0,0.535
4w74_H,1,0.0
4w74_H,2,0.0
4w74_H,3,0.0
4w74_H,4,0.0
4w74_H,5,0.0
4w74_H,6,0.0
4w74_H,7,0.0
4w74_H,8,0.0
4w74_H,9,0.592
4wl0_A,0,0.0
4wl0_A,1,0.0
4wl0_A,2,0.0
4wl0_A,3,0.0
4wl0_A,4,0.0
4wl0_A,5,0.877
4wl0_A,6,0.782
4wl0_A,7,0.504
4wl0_A,8,0.0
4wl0_A,9,0.0
4wl0_B,0,0.0
4wl0_B,1,0.0
4wl0_B,2,0.0
4wl0_B,3,0.0
4wl0_B,4,0.0
4wl0_B,5,0.871
4wl0_B,6,0.784
4wl0_B,7,0.86
4wl0_B,8,0.825
4wl0_B,9,0.0
4wnc_E,0,0.0
4wnc_E,1,0.0
4wnc_E,2,0.0
4wnc_E,3,0.0
4wnc_E,4,0.0
4wnc_E,5,0.0
4wnc_E,6,0.0
4wnc_E,7,0.977
4wnc_E,8,0.866
4wnc_E,9,0.7
4wpo_BZ,0,0.0
4wpo_BZ,1,0.0
4wpo_BZ,2,0.0
4wpo_BZ,3,0.0
4wpo_BZ,4,0.0
4wpo_BZ,5,0.984
4wpo_BZ,6,0.0
4wpo_BZ,7,0.0
4wpo_BZ,8,0.0
4wpo_BZ,9,0.0
4wqf_DZ,0,0.0
4wqf_DZ,1,0.0
4wqf_DZ,2,0.0
4wqf_DZ,3,0.0
4wqf_DZ,4,0.0
4wqf_DZ,5,0.988
4wqf_DZ,6,0.0
4wqf_DZ,7,0.0
4wqf_DZ,8,0.0
4wqf_DZ,9,0.0
4wu2_A,0,0.702
4wu2_A,1,0.0
4wu2_A,2,0.0
4wu2_A,3,0.0
4wu2_A,4,0.0
4wu2_A,5,0.0
4wu2_A,6,0.0
4wu2_A,7,0.982
4wu2_A,8,0.886
4wu2_A,9,0.776
4wu3_A,0,0.0
4wu3_A,1,0.0
4wu3_A,2,0.0
4wu3_A,3,0.0
4wu3_A,4,0.0
4wu3_A,5,0.0
4wu3_A,6,0.0
4wu3_A,7,0.969
4wu3_A,8,0.883
4wu3_A,9,0.66
4wy0_B,0,0.0
4wy0_B,1,0.0
4wy0_B,2,0.0
4wy0_B,3,0.0
4wy0_B,4,0.0
4wy0_B,5,0.667
4wy0_B,6,0.0
4wy0_B,7,0.955
4wy0_B,8,0.844
4wy0_B,9,0.0
4wy0_D,0,0.0
4wy0_D,1,0.0
4wy0_D,2,0.0
4wy0_D,3,0.0
4wy0_D,4,0.0
4wy0_D,5,0.531
4wy0_D,6,0.0
4wy0_D,7,0.964
4wy0_D,8,0.846
4wy0_D,9,0.0
4wy0_F,0,0.0
4wy0_F,1,0.0
4wy0_F,2,0.0
4wy0_F,3,0.0
4wy0_F,4,0.0
4wy0_F,5,0.54
4wy0_F,6,0.0
4wy0_F,7,0.96
4wy0_F,8,0.849
4wy0_F,9,0.0
4wy0_H,0,0.0
4wy0_H,1,0.0
4wy0_H,2,0.0
4wy0_H,3,0.0
4wy0_H,4,0.0
4wy0_H,5,0.576
4wy0_H,6,0.0
4wy0_H,7,0.965
4wy0_H,8,0.845
4wy0_H,9,0.0
4xjx_B,0,0.569
4xjx_B,1,0.0
4xjx_B,2,0.0
4xjx_B,3,0.0
4xjx_B,4,0.0
4xjx_B,5,0.985
4xjx_B,6,0.825
4xjx_B,7,0.669
4xjx_B,8,0.665
4xjx_B,9,0.0
4xli_B,0,0.0
4xli_B,1,0.0
4xli_B,2,0.0
4xli_B,3,0.0
4xli_B,4,0.0
4xli_B,5,0.99
4xli_B,6,0.0
4xli_B,7,0.0
4xli_B,8,0.0
4xli_B,9,0.881
4xz2_A,0,0.0
4xz2_A,1,0.0
4xz2_A,2,0.0
4xz2_A,3,0.0
4xz2_A,4,0.0
4xz2_A,5,0.893
4xz2_A,6,0.802
4xz2_A,7,0.0
4xz2_A,8,0.0
4xz2_A,9,0.0
4xz2_B,0,0.0
4xz2_B,1,0.0
4xz2_B,2,0.0
4xz2_B,3,0.0
4xz2_B,4,0.0
4xz2_B,5,0.859
4xz2_B,6,0.794
4xz2_B,7,0.843
4xz2_B,8,0.814
4xz2_B,9,0.0
4xz2_C,0,0.0
4xz2_C,1,0.0
4xz2_C,2,0.0
4xz2_C,3,0.0
4xz2_C,4,0.0
4xz2_C,5,0.907
4xz2_C,6,0.764
4xz2_C,7,0.0
4xz2_C,8,0.0
4xz2_C,9,0.0
4xz2_D,0,0.0
4xz2_D,1,0.0
4xz2_D,2,0.0
4xz2_D,3,0.0
4xz2_D,4,0.0
4xz2_D,5,0.865
4xz2_D,6,0.756
4xz2_D,7,0.867
4xz2_D,8,0.822
4xz2_D,9,0.0
4y0a_A,0,0.0
4y0a_A,1,0.0
4y0a_A,2,0.0
4y0a_A,3,0.0
4y0a_A,4,0.0
4y0a_A,5,0.987
4y0a_A,6,0.0
4y0a_A,7,0.736
