pdbchain,LigID,partitions
3ekg_A,{'MG'},4
3ekh_A,{'CA'},3
3ekl_A,{'ZN'},4
3eks_A,{'CA'},3
3ekz_A,{'ZN'},4
3ela_H,{'CA'},2
3elf_A,{'ZN'},4
3elm_A,"{'CA', 'ZN'}",1
3eln_A,{'FE2'},5
3elv_A,{'SO4'},2
3elv_B,{'SO4'},2
3emr_A,{'FE'},2
3emv_A,{'SO4'},1
3en8_A,{'CA'},1
3en9_A,{'MG'},4
3en9_B,{'MG'},4
3ens_B,{'CA'},2
3eo3_A,{'ZN'},2
3eo3_B,{'ZN'},2
3eo3_C,{'ZN'},2
3eos_A,{'ZN'},3
3eou_A,{'ZN'},3
3eoz_B,{'PO4'},4
3eph_A,"{'ZN', 'MG'}",6
3epm_A,{'ZN'},6
3epm_B,{'ZN'},6
3eps_A,{'MG'},1
3eps_B,{'MG'},1
3epx_A,{'CA'},3
3epx_B,{'CA'},3
3epz_A,{'ZN'},1
3epz_B,{'ZN'},1
3eq1_A,{'SO4'},4
3eqc_A,"{'CA', 'MG'}",3
3eqd_A,"{'CA', 'MG'}",3
3eqe_A,{'FE'},2
3eqn_A,{'ZN'},1
3eqt_B,{'ZN'},3
3erh_A,{'CA'},3
3ero_A,{'CA'},1
3erq_A,{'CA'},1
3es3_A,{'CA'},6
3es7_A,{'MG'},4
3esf_A,{'FE'},5
3esj_A,{'ZN'},5
3esx_B,{'CA'},3
3et4_A,{'MG'},3
3eth_A,{'MG'},2
3etj_B,{'MG'},2
3etl_A,{'MG'},1
3eto_A,{'CA'},2
3eu3_A,{'CA'},5
3eu5_B,{'ZN'},3
3eue_A,{'MG'},1
3euv_B,{'ZN'},3
3evk_A,{'MN'},5
3evq_A,{'CA'},1
3evr_A,{'CA'},3
3evu_A,{'CA'},3
3evv_A,{'CA'},3
3evw_C,{'MG'},4
3ew8_A,{'ZN'},3
3ew9_A,{'MG'},1
3ewd_A,{'ZN'},6
3ewf_A,{'ZN'},3
3exe_A,{'MN'},2
3exf_C,{'MG'},2
3exh_A,{'MN'},2
3exh_E,{'MN'},2
3exj_A,{'ZN'},2
3exj_B,{'ZN'},2
3exl_A,{'ZN'},2
3ext_A,{'MG'},4
3ey9_A,{'MG'},2
3eya_A,{'MG'},2
3eya_B,{'MG'},2
3eya_E,{'MG'},2
3eya_K,{'MG'},2
3eyv_A,{'ZN'},1
3eyw_A,"{'ZN', 'MG'}",3
3eyw_B,{'ZN'},3
3eyx_A,{'ZN'},1
3eyy_A,{'ZN'},2
3ez3_A,{'MG'},2
3ez3_B,{'MG'},2
3ez3_C,{'MG'},2
3ez3_D,{'MG'},2
3ez6_A,{'MG'},3
3ez6_B,{'MG'},3
3ez9_A,{'MG'},1
3ezp_A,{'ZN'},3
3ezt_A,{'ZN'},3
3f05_A,{'MN'},2
3f06_A,{'ZN'},3
3f0d_A,{'ZN'},5
3f0d_B,{'ZN'},5
3f0d_D,{'ZN'},5
3f0d_E,{'ZN'},5
3f0e_B,{'ZN'},5
3f0f_C,{'ZN'},5
3f0g_B,{'ZN'},5
3f0g_E,{'ZN'},5
3f0r_A,{'ZN'},3
3f0r_B,{'ZN'},3
3f0r_C,{'ZN'},3
3f1e_B,{'MG'},6
3f1e_C,{'MG'},5
3f1e_E,{'MG'},6
3f1e_G,{'MG'},1
3f1e_T,{'MG'},4
3f1e_X,{'MG'},5
3f1f_1,{'MG'},1
3f1f_E,{'MG'},5
3f1f_F,{'MG'},1
3f1f_I,{'MG'},4
3f1f_K,{'MG'},4
3f1f_O,{'MG'},4
3f1f_Q,{'MG'},2
3f1f_T,{'MG'},1
3f1f_W,{'MG'},5
3f1h_G,{'MG'},1
3f1r_A,{'SO4'},5
3f1t_B,{'MG'},1
3f1v_A,{'CA'},3
3f1y_A,{'MG'},5
3f1y_C,{'MG'},5
3f29_B,{'CA'},4
3f2b_A,"{'ZN', 'MG'}",5
3f2c_A,"{'ZN', 'MN'}",5
3f2k_A,{'MG'},6
3f2k_B,{'MG'},6
3f3q_A,{'ZN'},5
3f45_A,{'CA'},5
3f4c_A,{'CO'},4
3f5g_A,{'MG'},3
3f61_A,{'MG'},3
3f6g_A,{'ZN'},4
3f6g_B,{'ZN'},4
3f6h_A,{'ZN'},4
3f6h_B,{'ZN'},4
3f6q_B,{'ZN'},4
3f6u_H,{'CA'},2
3f6y_A,{'CA'},6
3f73_A,{'MG'},4
3f79_B,{'MG'},2
3f79_C,{'MG'},2
3f79_D,{'MG'},2
3f79_E,{'MG'},2
3f79_F,{'MG'},2
3f7b_A,{'ZN'},4
3f7b_B,{'ZN'},4
3f7k_A,"{'ZN', 'CU'}",6
3f7n_A,{'MN'},4
3f7o_A,{'CA'},1
3f7u_A,{'ZN'},4
3f85_A,{'MG'},2
3f8h_A,{'CA'},5
3f9o_A,{'ZN'},2
3f9r_A,{'MG'},1
3fa3_B,{'MN'},4
3fa3_J,{'MN'},4
3fa4_B,{'MG'},4
3fa4_C,{'MG'},4
3fa4_D,{'MG'},4
3fa4_E,{'MG'},4
3fa4_F,{'MG'},4
3fa4_H,{'MG'},4
3fa4_J,{'MG'},4
3fa4_K,{'MG'},4
3fa5_A,{'MG'},4
3fav_B,{'ZN'},3
3fav_C,{'ZN'},6
3faw_A,{'CA'},2
3fax_A,{'CA'},2
3fb4_A,{'ZN'},3
3fbb_A,{'MG'},4
3fbf_C,{'MG'},4
3fbs_B,{'MG'},2
3fc3_A,{'ZN'},4
3fc5_A,{'ZN'},3
3fc5_B,{'ZN'},3
3fcm_A,{'MN'},4
3fcm_B,{'MN'},4
3fcp_A,{'MG'},4
3fcs_A,{'CA'},3
3fcs_B,"{'CA', 'MG'}",5
3fcs_C,{'CA'},3
3fcs_D,"{'CA', 'MG'}",5
3fct_A,"{'CA', 'MG'}",1
3fct_B,{'MG'},1
3fcv_B,{'MG'},4
3fcx_A,"{'CA', 'MG'}",6
3fcx_B,{'CA'},6
3fcy_A,{'CA'},2
3fcz_A,{'ZN'},2
3fd2_A,{'CA'},2
3fd3_A,{'CA'},4
3fd5_A,"{'PO4', 'MG'}",3
3fd5_B,"{'PO4', 'MG'}",3
3fd6_A,"{'PO4', 'MG'}",3
3fd6_B,"{'PO4', 'MG'}",3
3fdg_A,{'MG'},1
3fdg_B,{'MG'},1
3fdo_A,{'MG'},1
3fe1_B,{'PO4'},3
3fe4_A,{'MG'},4
3fe4_B,{'MG'},4
3fe5_A,{'FE'},3
3fec_A,"{'CA', 'ZN'}",5
3fed_A,"{'CA', 'ZN'}",5
3fee_A,"{'CA', 'ZN'}",5
3fef_A,{'MG'},2
3feg_A,{'MG'},4
3feh_A,{'ZN'},1
3feq_A,{'ZN'},6
3feq_C,{'ZN'},6
3feq_J,{'ZN'},6
3feq_K,{'ZN'},6
3feq_L,{'ZN'},6
3feq_N,{'ZN'},6
3feq_O,{'ZN'},6
3fes_A,{'MG'},4
3fes_C,{'MG'},4
3feu_A,{'MG'},4
3ff8_A,{'CA'},2
3ffa_A,{'MG'},4
3ffk_A,{'CA'},5
3ffk_D,{'CA'},5
3fft_A,{'MN'},4
3ffu_A,{'MG'},6
3ffu_B,{'MG'},6
3ffw_A,{'MN'},4
3ffx_A,{'MN'},4
3fg1_A,"{'CA', 'FE2'}",2
3fg1_D,"{'CA', 'FE2'}",2
3fg3_A,"{'CA', 'FE2'}",2
3fg3_B,"{'CA', 'FE2'}",2
3fg3_C,"{'CA', 'FE2'}",2
3fg3_D,"{'CA', 'FE2'}",2
3fg4_A,"{'CA', 'FE2'}",2
3fg4_B,"{'CA', 'FE2'}",2
3fg4_C,"{'CA', 'FE2'}",2
3fg4_D,"{'CA', 'FE2'}",2
3fg6_A,{'CA'},5
3fg6_E,{'CA'},5
3fg6_F,{'CA'},5
3fg6_H,{'CA'},5
3fga_C,{'MN'},6
3fge_A,{'CA'},1
3fgg_A,{'ZN'},3
3fgs_A,{'FE'},6
3fgz_A,{'MN'},4
3fha_A,{'CA'},3
3fha_B,{'CA'},3
3fha_C,{'CA'},3
3fha_D,{'CA'},3
3fhd_A,{'MG'},1
3fhi_A,{'MN'},3
3fhx_A,{'SO4'},2
3fhx_B,{'SO4'},2
3fhy_A,{'SO4'},2
3fhy_B,{'SO4'},2
3fi0_A,{'PO4'},6
3fi0_B,{'PO4'},6
3fi0_D,{'PO4'},6
3fi0_I,{'PO4'},6
3fi0_K,{'PO4'},6
3fi0_P,{'PO4'},6
3fi0_R,{'PO4'},6
3fi8_A,{'MG'},4
3fia_A,{'CA'},4
3fid_A,{'ZN'},2
3fie_A,{'ZN'},4
3fie_B,{'ZN'},4
3fig_B,{'ZN'},5
3fij_A,{'MN'},6
3fij_B,{'MN'},6
3fij_G,{'MN'},6
3fiu_A,{'MG'},3
3fjm_A,{'PO4'},1
3fju_B,{'ZN'},1
3fjw_A,"{'CA', 'MN'}",2
3fkg_A,"{'CA', 'ZN', 'FE'}",2
3fkh_C,{'CA'},2
3fkq_A,{'MG'},5
3fl2_A,{'ZN'},5
3fl8_A,{'CA'},6
3fl8_H,{'CA'},6
3fl9_A,{'CA'},6
3fl9_B,{'CA'},6
3fl9_C,{'CA'},6
3fl9_D,{'CA'},6
3fl9_F,{'CA'},6
3flk_C,{'MG'},6
3flo_B,{'ZN'},3
3flp_A,{'CA'},4
3fm1_A,"{'CA', 'ZN', 'MN', 'FE'}",2
3fm2_A,{'ZN'},3
3fm2_B,{'ZN'},3
3fm3_A,{'FE'},3
3fm4_A,"{'CA', 'ZN', 'FE'}",2
3fm5_C,{'MG'},3
3fm6_A,"{'CA', 'ZN', 'FE'}",2
3fm8_C,{'ZN'},1
3fm8_D,{'ZN'},1
3fm9_A,{'MG'},5
3fmu_A,"{'CA', 'ZN', 'FE'}",2
3fnb_A,{'MG'},1
3fnb_B,{'MG'},1
3fns_A,{'ZN'},2
3fp2_A,{'MG'},3
3fp5_A,{'ZN'},2
3fp6_E,{'CA'},2
3fpa_A,"{'PO4', 'MG'}",1
3fpc_A,{'ZN'},4
3fpi_A,{'MG'},5
3fpl_A,{'ZN'},4
3fpv_A,{'FE'},6
3fpx_A,{'CU'},4
3fpy_A,{'CU'},2
3fq1_A,{'CU'},2
3fq2_A,{'CU'},2
3fqd_B,{'MG'},6
3fqg_A,{'MG'},6
3fqi_A,{'MG'},6
3fqj_A,{'MG'},6
3fqm_A,{'ZN'},1
3fr6_A,{'MG'},6
3fr6_B,{'MG'},6
3fr8_B,{'MG'},4
3frp_A,{'CA'},1
3frx_B,{'MN'},4
3fs7_A,{'CA'},5
3fs9_A,{'CU'},2
3fsn_A,{'FE2'},1
3fsn_B,{'FE2'},1
3fsp_A,{'CA'},3
3fsr_A,{'ZN'},4
3fsv_A,{'CU'},2
3fsw_C,{'CU'},2
3fsz_A,{'CU'},2
3ftb_A,{'PO4'},2
3ftb_D,{'PO4'},2
3ftn_A,{'ZN'},4
3ftq_A,{'MG'},6
3ftq_B,{'MG'},6
3ftq_C,{'MG'},6
3ftq_D,{'MG'},6
3fu1_A,"{'CA', 'ZN'}",3
3fv9_A,{'MG'},4
3fv9_B,{'MG'},4
3fv9_C,{'MG'},4
3fvb_A,{'FE'},4
3fvd_A,{'MG'},4
3fvd_B,{'MG'},4
3fvl_A,{'ZN'},2
3fvq_A,{'CA'},4
3fvq_B,{'CA'},4
3fvy_A,"{'ZN', 'MG'}",3
3fvz_A,"{'CA', 'ZN', 'FE'}",2
3fw3_A,{'ZN'},4
3fw3_B,{'ZN'},4
3fw4_B,{'FE'},5
3fw7_A,{'MG'},3
3fwa_A,{'MG'},3
3fws_A,"{'PO4', 'MG'}",6
3fws_B,"{'PO4', 'MG'}",6
3fwx_A,{'ZN'},4
3fxg_A,{'MG'},4
3fxr_A,{'SO4'},5
3fy4_C,{'PO4'},2
3fyb_A,{'CA'},5
3fyh_A,{'MG'},1
3fym_A,{'ZN'},4
3fyo_D,{'MN'},6
3fyp_D,{'MN'},6
3fz0_A,{'CA'},3
3fz0_B,{'CA'},3
3fz0_C,{'CA'},3
3fz3_A,{'CA'},6
3fz3_B,{'CA'},6
3fz5_C,{'CA'},4
3fzi_A,{'MG'},4
3fzx_A,{'CA'},2
3g0k_A,{'CA'},4
3g0q_A,{'CA'},3
3g15_A,{'MG'},4
3g15_B,{'MG'},4
3g1b_B,{'MG'},2
3g1c_A,{'MG'},1
3g1p_B,"{'ZN', 'MN'}",6
3g1y_A,{'SO4'},4
3g20_B,{'CA'},3
3g27_A,"{'CA', 'ZN'}",4
3g2f_A,{'MG'},3
3g2f_B,{'MG'},3
3g2x_C,{'MG'},4
3g3n_A,"{'ZN', 'MG'}",1
3g3q_A,{'PO4'},5
3g3r_B,{'MN'},5
3g3t_A,{'PO4'},5
3g45_A,{'ZN'},1
3g45_B,{'ZN'},1
3g4f_A,{'MG'},3
3g4g_B,"{'CA', 'ZN'}",1
3g4g_C,"{'CA', 'ZN'}",1
3g4l_A,{'ZN'},1
3g4t_B,{'MG'},4
3g58_A,{'ZN'},1
3g58_D,{'ZN'},1
3g5c_A,{'CA'},6
3g5i_A,{'CA'},3
3g5i_B,{'CA'},3
3g5i_C,{'CA'},3
3g5i_D,{'CA'},3
3g5k_A,{'CO'},4
3g5w_A,{'CU'},1
3g6n_A,{'FE'},4
3g6p_B,{'ZN'},6
3g6t_A,{'ZN'},6
3g6w_A,{'MG'},4
3g73_A,{'MG'},5
3g73_B,{'MG'},5
3g76_B,{'ZN'},4
3g76_F,{'ZN'},4
3g77_A,{'FE'},1
3g7f_M,{'FE2'},1
3g7l_A,{'ZN'},2
3g84_A,{'CA'},3
3g8q_A,{'ZN'},6
3g8r_A,{'ZN'},1
3g9d_B,{'MG'},3
3ga3_A,{'ZN'},3
3gah_A,{'MG'},5
3gak_A,{'ZN'},4
3gak_B,{'ZN'},4
3gay_A,{'ZN'},4
3gay_B,{'ZN'},4
3gaz_A,{'CA'},4
3gb6_A,{'ZN'},4
3gb6_B,{'ZN'},4
3gbh_B,{'CA'},4
3gbo_A,"{'CA', 'ZN'}",6
3gbr_A,{'MN'},4
3gbr_B,{'MN'},4
3gc4_A,{'ZN'},3
3gc5_A,{'ZN'},3
3gc9_B,{'ZN'},3
3gcf_A,{'FE2'},2
3gci_A,{'CA'},4
3gcm_A,{'MG'},6
3gcm_B,{'MG'},6
3gdc_A,"{'CA', 'CU'}",6
3gde_A,{'PO4'},5
3gdf_A,{'ZN'},2
3gdq_A,{'PO4'},3
3ge3_A,{'FE'},2
3ge4_A,{'CA'},4
3ge7_A,{'ZN'},3
3geb_A,{'MG'},1
3geb_B,{'MG'},1
3gev_A,{'ZN'},3
3gf0_A,{'MG'},1
3gfj_A,{'CA'},2
3gfl_A,{'CA'},2
3gfm_A,{'CA'},2
3gft_C,{'MG'},3
3gft_D,{'MG'},3
3gfx_B,{'CA'},5
3gfz_A,{'MN'},5
3gg0_A,{'MN'},5
3gg7_A,{'MN'},6
3ggd_A,{'CO'},3
3ggl_A,{'ZN'},5
3ghg_B,{'CA'},1
3ghg_I,{'CA'},1
3ghq_A,{'FE'},4
3gi1_A,{'ZN'},5
3gi1_B,{'ZN'},5
3gie_A,{'MG'},3
3gie_B,{'MG'},3
3gif_A,{'CA'},3
3gin_A,{'CA'},4
3gin_B,{'CA'},4
3gip_A,{'ZN'},1
3gis_X,{'CA'},4
3gis_Y,{'CA'},4
3gis_Z,{'CA'},4
3git_A,{'ZN'},3
3giu_B,{'ZN'},3
3giz_L,{'ZN'},1
3gj8_A,{'MG'},3
3gj9_A,{'ZN'},6
3gjb_A,{'FE2'},2
3gjb_B,{'FE2'},2
3gjn_B,{'ZN'},3
3gjn_C,{'ZN'},3
3gk0_A,{'PO4'},5
3gke_B,{'FE'},4
3gkq_A,{'FE2'},2
3gl6_A,{'ZN'},1
3gla_A,{'PO4'},2
3glj_A,{'ZN'},2
3glr_A,{'ZN'},1
3gme_A,{'MN'},6
3gn5_A,{'ZN'},4
3gn6_A,{'MG'},1
3gn6_B,{'MG'},1
3gn6_C,{'MG'},1
3gn9_A,{'CA'},3
3gnz_P,{'MG'},5
3go6_A,{'MG'},3
3go9_A,{'ZN'},5
3gob_A,{'CO'},4
3goc_A,{'MG'},4
3god_A,"{'CA', 'MN'}",6
3god_C,{'MN'},6
3god_D,{'MN'},6
3goe_A,{'CA'},3
3gol_A,{'MG'},3
3gol_B,{'MG'},3
3gp9_A,{'MG'},4
3gpc_A,{'MG'},3
3gpc_B,{'MG'},3
3gpp_A,{'ZN'},4
3gq3_A,{'ZN'},4
3gq7_A,"{'CA', 'MG'}",5
3gqc_A,{'MG'},2
3gqc_B,{'MG'},2
3gqc_C,{'MG'},2
3gqc_D,{'MG'},2
3gqi_A,{'MG'},3
3gri_B,"{'CA', 'ZN'}",1
3gs2_A,{'ZN'},2
3gsh_A,{'ZN'},5
3gsi_A,{'MG'},1
3gt8_A,{'MG'},3
3gt8_C,{'MG'},3
3gt9_B,{'ZN'},4
3gtf_A,{'CO'},4
3gth_A,{'CO'},4
3gti_A,{'CO'},4
3gtt_A,{'ZN'},6
3gtv_A,{'ZN'},6
3gtx_A,{'CO'},4
3gu1_A,{'CO'},4
3gu2_A,{'CO'},4
3gu5_A,{'MG'},3
3gu9_A,{'CO'},4
3guc_A,{'ZN'},4
3guc_B,{'ZN'},4
3gug_A,{'ZN'},3
3guk_A,{'CA'},4
3gv5_D,{'CA'},1
3gv7_B,{'MG'},1
3gv8_B,{'MG'},1
3gve_A,"{'MG', 'MN'}",5
3gvf_A,{'PO4'},6
3gvy_B,{'FE'},4
3gw6_B,{'CA'},5
3gw6_F,{'CA'},5
3gwg_A,{'MG'},4
3gwz_D,{'CA'},3
3gxy_A,{'MG'},5
3gy1_A,{'MG'},4
3gy1_B,{'MG'},4
3gyb_A,{'MG'},3
3gyb_B,{'MG'},3
3gyg_A,{'MG'},2
3gyg_B,{'MG'},2
3gyg_C,{'MG'},2
3gyg_D,{'MG'},2
3gyl_B,{'CA'},2
3gyr_A,{'CU'},4
3gyy_A,{'ZN'},1
3gyy_C,{'ZN'},1
3gyy_D,{'ZN'},1
3gze_B,{'ZN'},4
3gze_D,{'ZN'},4
3gzh_A,{'PO4'},2
3gzk_A,"{'CA', 'ZN'}",5
3gzn_B,{'ZN'},2
3gzx_A,{'FE2'},3
3h08_A,{'MG'},2
3h08_B,{'MG'},2
3h0l_B,"{'ZN', 'MG'}",2
3h0n_A,{'ZN'},4
3h0o_A,{'CA'},4
3h15_A,{'ZN'},3
3h1f_A,{'MG'},4
3h1g_A,{'MG'},4
3h1m_A,{'ZN'},6
3h1s_B,{'FE'},5
3h1w_A,{'ZN'},6
3h1y_A,{'ZN'},6
3h2p_A,{'ZN'},6
3h2p_B,{'ZN'},6
3h2q_A,{'ZN'},6
3h2q_B,{'ZN'},6
3h2q_C,{'ZN'},6
3h2q_D,{'ZN'},6
3h2x_A,{'PO4'},2
3h2z_A,{'PO4'},4
3h36_A,{'CA'},2
3h3e_A,{'ZN'},5
3h3n_O,{'PO4'},1
3h3p_H,{'CA'},1
3h3x_R,{'MG'},1
3h44_B,{'ZN'},2
3h45_D,{'PO4'},1
3h45_O,{'PO4'},1
3h4f_A,{'CU'},6
3h4h_A,{'CU'},6
3h4s_A,{'MG'},5
3h4s_E,{'CA'},5
3h50_A,{'ZN'},2
3h56_A,{'CU'},6
3h5a_A,{'ZN'},6
3h5a_B,{'ZN'},6
3h5a_C,{'ZN'},6
3h5a_D,{'ZN'},6
3h5g_A,{'ZN'},1
3h5n_C,{'ZN'},6
3h5n_D,{'ZN'},6
3h5r_A,{'ZN'},6
3h5r_B,{'ZN'},6
3h5r_C,{'ZN'},6
3h5r_D,{'ZN'},6
3h5x_A,{'MN'},3
3h5y_A,{'MN'},3
3h6g_A,{'CA'},4
3h6g_B,{'CA'},4
3h6h_B,{'CA'},4
3h6m_A,{'CA'},1
3h6t_B,{'ZN'},3
3h70_A,{'MG'},1
3h7c_X,{'MG'},3
3h7d_A,{'CA'},1
3h7h_A,{'ZN'},1
3h7k_A,{'MG'},3
3h7t_A,{'ZN'},2
3h7v_A,{'MG'},5
3h7y_B,"{'CO', 'FE'}",4
3h80_A,{'MG'},2
3h81_A,{'CA'},2
3h84_A,{'ZN'},5
3h84_B,{'ZN'},5
3h87_A,{'MG'},5
3h8f_A,"{'ZN', 'MN'}",4
3h8v_A,{'ZN'},4
3h8v_B,{'ZN'},4
3h90_A,{'ZN'},3
3h97_A,{'ZN'},5
3h9a_A,"{'CO', 'FE'}",4
3h9d_A,{'CA'},3
3h9e_P,{'PO4'},4
3h9f_A,{'MG'},3
3h9g_A,{'ZN'},6
3h9g_B,{'ZN'},6
3h9g_C,{'ZN'},6
3h9j_A,{'ZN'},6
3h9j_B,{'ZN'},6
3h9j_C,{'ZN'},6
3h9j_D,{'ZN'},6
3h9q_A,{'ZN'},6
3h9q_B,{'ZN'},6
3h9q_C,{'ZN'},6
3h9q_D,{'ZN'},6
3hah_B,{'CA'},2
3hai_A,{'CA'},2
3hb0_A,{'MG'},1
3hb2_P,"{'CA', 'ZN'}",4
3hb9_D,{'MN'},2
3hbu_P,"{'CA', 'ZN'}",4
3hbv_P,"{'CA', 'ZN'}",4
3hbz_A,{'CA'},3
3hc1_A,{'FE'},2
3hc3_L,{'ZN'},1
3hc8_A,"{'ZN', 'MG'}",1
3hci_A,{'ZN'},3
3hcj_A,{'ZN'},3
3hcs_A,{'ZN'},5
3hd1_A,{'MG'},5
3hd2_A,{'MG'},5
3hda_P,{'CA'},4
3hdb_A,"{'CA', 'ZN'}",4
3hdg_A,{'MG'},4
3hdg_B,{'MG'},4
3hdi_A,{'CO'},2
3hdl_A,{'CA'},2
3hf1_A,{'FE'},5
3hf1_B,{'FE'},5
3hf3_A,{'SO4'},2
3hf6_A,{'FE'},2
3hf8_A,{'FE'},2
3hff_A,{'ZN'},6
3hfj_A,{'CA'},6
3hft_A,{'ZN'},1
3hfy_A,{'ZN'},3
3hgi_A,{'FE'},1
3hgw_D,{'CA'},1
3hgz_A,{'ZN'},2
3hgz_B,{'ZN'},2
3hh8_A,{'FE'},5
3hhi_A,{'MG'},5
3hhj_B,{'MG'},3
3hhs_A,{'CU'},2
3hhs_B,{'CU'},2
3hi2_C,{'ZN'},1
3hi6_A,{'MN'},4
3hi7_A,"{'CA', 'CU'}",1
3hi7_B,"{'CA', 'CU'}",1
3hih_A,{'SO4'},4
3hih_B,{'SO4'},4
3hix_A,{'MN'},2
3hiy_A,{'MG'},2
3hjb_B,{'CA'},2
3hjo_A,{'CA'},6
3hjr_A,{'CA'},3
3hjt_A,{'ZN'},5
3hjt_B,{'ZN'},5
3hk2_A,{'MG'},4
3hk2_B,{'MG'},4
3hko_A,{'ZN'},3
3hkp_A,{'FE'},1
3hl0_A,{'CA'},2
3hlh_A,{'CA'},3
3hli_A,{'CA'},3
3hly_B,{'CA'},2
3hm2_G,"{'CA', 'MG'}",1
3hm7_B,{'ZN'},1
3hmb_B,{'ZN'},2
3hmf_A,{'ZN'},4
3hmk_B,{'MN'},1
3hmv_A,{'ZN'},1
3hna_A,{'ZN'},1
3hni_A,{'ZN'},3
3hnj_A,{'ZN'},3
3hnm_A,{'MG'},5
3ho8_A,{'MN'},2
3ho8_B,{'MN'},2
3ho8_C,{'MN'},2
3ho8_D,{'MN'},2
3hoh_D,{'CA'},1
3hpa_A,{'ZN'},4
3hpf_A,{'MG'},4
3hph_B,{'ZN'},6
3hph_C,{'ZN'},6
3hph_D,{'ZN'},6
3hpi_B,{'ZN'},4
3hps_A,{'ZN'},5
3hps_B,{'ZN'},5
3hpt_D,{'CA'},2
3hpv_A,{'FE2'},6
3hpz_A,{'ZN'},5
3hq2_B,{'ZN'},3
3hq6_A,{'CA'},3
3hq6_B,{'CA'},3
3hq7_A,{'CA'},3
3hq8_A,{'CA'},3
3hq8_B,{'CA'},3
3hq9_A,{'CA'},3
3hq9_B,{'CA'},3
3hqd_A,{'MG'},5
3hqh_A,{'ZN'},6
3hqp_A,{'MG'},5
3hqr_A,{'MN'},1
3hr6_A,{'CA'},4
3hr9_A,{'CA'},4
3hrd_A,{'MG'},3
3hru_A,{'ZN'},3
3hru_B,{'ZN'},3
3hrz_A,{'MG'},1
3hrz_D,{'MG'},3
3hs0_A,{'MG'},1
3hs0_D,{'MG'},3
3hs0_F,{'MG'},1
3hs0_I,{'MG'},3
3hsd_A,{'MG'},5
3hsn_B,{'ZN'},3
3hso_B,{'ZN'},3
3hsu_A,{'ZN'},3
3hsv_A,{'ZN'},6
3ht0_A,{'MG'},5
3ht2_A,{'ZN'},4
3htk_C,{'ZN'},5
3htl_X,{'CA'},4
3htn_B,{'FE'},6
3htr_A,{'ZN'},5
3hug_J,{'ZN'},6
3huj_H,{'MG'},1
3hw3_A,{'MG'},2
3hw3_B,{'MG'},2
3hw3_C,{'MG'},2
3hw4_A,{'MG'},2
3hw8_A,{'MG'},1
3hwg_A,{'FE'},5
3hwo_A,{'MG'},2
3hwp_A,{'ZN'},1
3hww_A,{'MG'},5
3hww_D,{'MG'},5
3hwx_1,{'MG'},5
3hwx_A,{'MG'},5
3hwx_I,{'MG'},5
3hx0_A,{'MG'},1
3hx4_A,{'CA'},3
3hx5_A,{'CA'},6
3hx6_A,{'CA'},2
3hx6_B,{'CA'},2
3hxc_B,"{'CA', 'ZN'}",5
3hxs_A,{'ZN'},2
3hxt_A,{'MG'},6
3hxx_A,{'MG'},3
3hy3_A,{'MG'},6
3hy4_A,"{'PO4', 'MG'}",6
3hy6_A,"{'PO4', 'MG'}",6
3hy8_A,{'PO4'},3
3hy9_B,"{'CA', 'ZN'}",6
3hyf_A,{'MN'},4
3hyk_A,{'MG'},1
3hyp_A,{'ZN'},2
3hyt_C,{'MG'},6
3hz2_A,{'CA'},2
3hzb_D,{'CA'},5
3hzh_A,{'MG'},3
3hzk_A,{'MG'},1
3hzt_A,{'MG'},3
3hzx_A,{'CA'},1
3hzy_A,"{'ZN', 'MG'}",1
3hzy_B,{'MG'},1
3i0f_A,{'MN'},1
3i0g_A,{'MN'},1
3i0o_A,{'MG'},6
3i0z_A,{'PO4'},2
3i11_A,{'CO'},2
3i15_A,{'CO'},2
3i2b_A,{'MG'},2
3i2d_A,{'ZN'},2
3i33_A,{'PO4'},3
3i3o_H,{'MG'},2
3i3s_R,"{'CA', 'MG'}",3
3i3t_A,{'ZN'},1
3i3t_C,{'ZN'},1
3i3t_G,{'ZN'},1
3i3w_A,{'ZN'},5
3i46_A,{'CA'},4
3i4c_A,{'ZN'},4
3i4c_B,{'ZN'},4
3i4c_C,{'ZN'},4
3i4c_D,{'ZN'},4
3i4c_E,{'ZN'},4
3i4c_H,{'ZN'},4
3i4i_A,{'CA'},4
3i4k_A,{'MG'},4
3i4p_A,{'CA'},4
3i57_A,{'CA'},6
3i5g_C,{'CA'},5
3i6b_B,"{'PO4', 'MG'}",6
3i6e_A,{'MG'},4
3i6t_A,{'MG'},4
3i6t_B,{'MG'},4
3i6t_C,{'MG'},4
3i76_A,{'MG'},5
3i76_B,{'MG'},5
3i77_A,{'CA'},2
3i7g_A,"{'CA', 'ZN'}",1
3i7g_B,"{'CA', 'ZN'}",1
3i7i_B,"{'CA', 'ZN'}",1
3i8b_A,{'MG'},1
3i92_A,{'MG'},6
3i92_C,{'MG'},6
3i9f_B,{'ZN'},5
3i9h_E,{'CA'},5
3ia7_A,{'CA'},2
3ia7_B,{'CA'},2
3iab_B,{'ZN'},4
3iad_A,{'ZN'},1
3iad_C,{'ZN'},1
3iad_D,{'ZN'},1
3iae_A,{'CA'},2
3iai_A,{'ZN'},4
3iay_A,{'CA'},6
3ib7_A,"{'MN', 'FE'}",5
3ibm_A,{'ZN'},2
3ibm_B,{'ZN'},2
3ibo_A,{'CU'},2
