pdbid,labels,mebi_pred
1n20_B,8,0.58
1n20_B,9,0.38
1n22_A,0,0.28
1n22_A,1,0.35
1n22_A,2,0.05
1n22_A,3,0.02
1n22_A,4,0.02
1n22_A,5,0.6
1n22_A,6,0.59
1n22_A,7,0.59
1n22_A,8,0.59
1n22_A,9,0.4
1n22_B,0,0.27
1n22_B,1,0.34
1n22_B,2,0.06
1n22_B,3,0.03
1n22_B,4,0.03
1n22_B,5,0.6
1n22_B,6,0.56
1n22_B,7,0.56
1n22_B,8,0.56
1n22_B,9,0.46
1n23_A,0,0.28
1n23_A,1,0.35
1n23_A,2,0.05
1n23_A,3,0.02
1n23_A,4,0.02
1n23_A,5,0.6
1n23_A,6,0.59
1n23_A,7,0.59
1n23_A,8,0.59
1n23_A,9,0.4
1n23_B,0,0.29
1n23_B,1,0.35
1n23_B,2,0.05
1n23_B,3,0.02
1n23_B,4,0.02
1n23_B,5,0.6
1n23_B,6,0.59
1n23_B,7,0.59
1n23_B,8,0.59
1n23_B,9,0.38
1n24_B,0,0.29
1n24_B,1,0.37
1n24_B,2,0.06
1n24_B,3,0.02
1n24_B,4,0.02
1n24_B,5,0.6
1n24_B,6,0.55
1n24_B,7,0.55
1n24_B,8,0.55
1n24_B,9,0.38
1n28_A,0,0.77
1n28_A,1,0.38
1n28_A,2,0.34
1n28_A,3,0.26
1n28_A,4,0.26
1n28_A,5,0.11
1n28_A,6,0.09
1n28_A,7,0.09
1n28_A,8,0.09
1n28_A,9,0.24
1n29_A,0,0.78
1n29_A,1,0.37
1n29_A,2,0.33
1n29_A,3,0.25
1n29_A,4,0.25
1n29_A,5,0.1
1n29_A,6,0.08
1n29_A,7,0.08
1n29_A,8,0.08
1n29_A,9,0.23
1n2g_B,0,0.13
1n2g_B,1,0.38
1n2g_B,2,0.4
1n2g_B,3,0.07
1n2g_B,4,0.07
1n2g_B,5,0.56
1n2g_B,6,0.36
1n2g_B,7,0.36
1n2g_B,8,0.36
1n2g_B,9,0.43
1n2k_A,0,0.43
1n2k_A,1,0.24
1n2k_A,2,0.37
1n2k_A,3,0.36
1n2k_A,4,0.36
1n2k_A,5,0.47
1n2k_A,6,0.37
1n2k_A,7,0.37
1n2k_A,8,0.37
1n2k_A,9,0.49
1n32_D,0,0.09
1n32_D,1,0.0
1n32_D,2,0.0
1n32_D,3,0.0
1n32_D,4,0.0
1n32_D,5,0.75
1n32_D,6,0.0
1n32_D,7,0.0
1n32_D,8,0.0
1n32_D,9,0.89
1n32_J,0,0.04
1n32_J,1,0.14
1n32_J,2,0.0
1n32_J,3,0.0
1n32_J,4,0.0
1n32_J,5,0.61
1n32_J,6,0.07
1n32_J,7,0.07
1n32_J,8,0.07
1n32_J,9,0.12
1n3o_A,0,1.0
1n3o_A,1,0.01
1n3o_A,2,0.0
1n3o_A,3,0.0
1n3o_A,4,0.0
1n3o_A,5,0.0
1n3o_A,6,1.0
1n3o_A,7,1.0
1n3o_A,8,1.0
1n3o_A,9,0.23
1n41_A,0,0.88
1n41_A,1,0.15
1n41_A,2,0.12
1n41_A,3,0.03
1n41_A,4,0.03
1n41_A,5,0.03
1n41_A,6,0.03
1n41_A,7,0.03
1n41_A,8,0.03
1n41_A,9,0.02
1n42_A,0,0.9
1n42_A,1,0.12
1n42_A,2,0.11
1n42_A,3,0.02
1n42_A,4,0.02
1n42_A,5,0.02
1n42_A,6,0.02
1n42_A,7,0.02
1n42_A,8,0.02
1n42_A,9,0.01
1n44_A,0,0.89
1n44_A,1,0.12
1n44_A,2,0.1
1n44_A,3,0.02
1n44_A,4,0.02
1n44_A,5,0.02
1n44_A,6,0.03
1n44_A,7,0.03
1n44_A,8,0.03
1n44_A,9,0.01
1n47_A,0,1.0
1n47_A,1,0.05
1n47_A,2,0.0
1n47_A,3,0.0
1n47_A,4,0.0
1n47_A,5,0.29
1n47_A,6,0.95
1n47_A,7,0.95
1n47_A,8,0.95
1n47_A,9,0.34
1n4p_B,0,0.23
1n4p_B,1,0.15
1n4p_B,2,0.28
1n4p_B,3,0.37
1n4p_B,4,0.37
1n4p_B,5,0.42
1n4p_B,6,0.01
1n4p_B,7,0.01
1n4p_B,8,0.01
1n4p_B,9,0.78
1n52_A,0,0.58
1n52_A,1,0.37
1n52_A,2,0.58
1n52_A,3,0.02
1n52_A,4,0.02
1n52_A,5,0.26
1n52_A,6,0.17
1n52_A,7,0.17
1n52_A,8,0.17
1n52_A,9,0.43
1n5l_B,0,0.18
1n5l_B,1,0.33
1n5l_B,2,0.06
1n5l_B,3,0.21
1n5l_B,4,0.21
1n5l_B,5,0.54
1n5l_B,6,0.17
1n5l_B,7,0.17
1n5l_B,8,0.17
1n5l_B,9,0.13
1n5n_A,0,0.56
1n5n_A,1,0.52
1n5n_A,2,0.09
1n5n_A,3,0.53
1n5n_A,4,0.53
1n5n_A,5,0.28
1n5n_A,6,0.03
1n5n_A,7,0.03
1n5n_A,8,0.03
1n5n_A,9,0.47
1n67_A,0,0.15
1n67_A,1,0.37
1n67_A,2,0.0
1n67_A,3,0.74
1n67_A,4,0.74
1n67_A,5,0.37
1n67_A,6,0.31
1n67_A,7,0.31
1n67_A,8,0.31
1n67_A,9,0.34
1n68_A,0,0.38
1n68_A,1,0.86
1n68_A,2,1.0
1n68_A,3,0.6
1n68_A,4,0.6
1n68_A,5,0.55
1n68_A,6,0.0
1n68_A,7,0.0
1n68_A,8,0.0
1n68_A,9,0.66
1n6l_A,0,0.12
1n6l_A,1,0.06
1n6l_A,2,0.0
1n6l_A,3,0.0
1n6l_A,4,0.0
1n6l_A,5,0.79
1n6l_A,6,0.0
1n6l_A,7,0.0
1n6l_A,8,0.0
1n6l_A,9,0.05
1n6n_A,0,0.09
1n6n_A,1,0.06
1n6n_A,2,0.0
1n6n_A,3,0.0
1n6n_A,4,0.0
1n6n_A,5,0.79
1n6n_A,6,0.0
1n6n_A,7,0.0
1n6n_A,8,0.0
1n6n_A,9,0.04
1n6o_A,0,0.03
1n6o_A,1,0.87
1n6o_A,2,0.0
1n6o_A,3,0.0
1n6o_A,4,0.0
1n6o_A,5,0.84
1n6o_A,6,0.0
1n6o_A,7,0.0
1n6o_A,8,0.0
1n6o_A,9,0.04
1n6p_A,0,0.09
1n6p_A,1,0.06
1n6p_A,2,0.0
1n6p_A,3,0.0
1n6p_A,4,0.0
1n6p_A,5,0.79
1n6p_A,6,0.0
1n6p_A,7,0.0
1n6p_A,8,0.0
1n6p_A,9,0.04
1n6q_A,0,0.42
1n6q_A,1,0.05
1n6q_A,2,0.0
1n6q_A,3,0.0
1n6q_A,4,0.0
1n6q_A,5,0.76
1n6q_A,6,0.98
1n6q_A,7,0.98
1n6q_A,8,0.98
1n6q_A,9,0.2
1n6r_A,0,0.09
1n6r_A,1,0.06
1n6r_A,2,0.0
1n6r_A,3,0.0
1n6r_A,4,0.0
1n6r_A,5,0.79
1n6r_A,6,0.0
1n6r_A,7,0.0
1n6r_A,8,0.0
1n6r_A,9,0.04
1n70_A,0,0.0
1n70_A,1,1.0
1n70_A,2,1.0
1n70_A,3,0.0
1n70_A,4,0.0
1n70_A,5,0.0
1n70_A,6,0.0
1n70_A,7,0.0
1n70_A,8,0.0
1n70_A,9,0.79
1n73_C,0,0.57
1n73_C,1,0.34
1n73_C,2,0.21
1n73_C,3,0.06
1n73_C,4,0.06
1n73_C,5,0.31
1n73_C,6,0.13
1n73_C,7,0.13
1n73_C,8,0.13
1n73_C,9,0.45
1n7s_B,0,0.14
1n7s_B,1,0.09
1n7s_B,2,0.01
1n7s_B,3,0.0
1n7s_B,4,0.0
1n7s_B,5,0.25
1n7s_B,6,0.01
1n7s_B,7,0.01
1n7s_B,8,0.01
1n7s_B,9,0.1
1n7u_A,0,0.5
1n7u_A,1,0.32
1n7u_A,2,0.31
1n7u_A,3,0.34
1n7u_A,4,0.34
1n7u_A,5,0.44
1n7u_A,6,0.36
1n7u_A,7,0.36
1n7u_A,8,0.36
1n7u_A,9,0.42
1n7v_A,0,0.49
1n7v_A,1,0.32
1n7v_A,2,0.31
1n7v_A,3,0.34
1n7v_A,4,0.34
1n7v_A,5,0.44
1n7v_A,6,0.36
1n7v_A,7,0.36
1n7v_A,8,0.36
1n7v_A,9,0.42
1n7w_A,0,0.0
1n7w_A,1,0.36
1n7w_A,2,0.0
1n7w_A,3,1.0
1n7w_A,4,1.0
1n7w_A,5,0.14
1n7w_A,6,0.12
1n7w_A,7,0.12
1n7w_A,8,0.12
1n7w_A,9,0.25
1n7x_A,0,0.0
1n7x_A,1,0.36
1n7x_A,2,0.0
1n7x_A,3,1.0
1n7x_A,4,1.0
1n7x_A,5,0.13
1n7x_A,6,0.12
1n7x_A,7,0.12
1n7x_A,8,0.12
1n7x_A,9,0.25
1n8f_A,0,0.11
1n8f_A,1,0.61
1n8f_A,2,0.0
1n8f_A,3,0.4
1n8f_A,4,0.4
1n8f_A,5,0.06
1n8f_A,6,0.99
1n8f_A,7,0.99
1n8f_A,8,0.99
1n8f_A,9,0.41
1n8i_A,0,0.45
1n8i_A,1,0.05
1n8i_A,2,0.0
1n8i_A,3,0.0
1n8i_A,4,0.0
1n8i_A,5,0.73
1n8i_A,6,0.25
1n8i_A,7,0.25
1n8i_A,8,0.25
1n8i_A,9,0.31
1n8k_A,0,0.01
1n8k_A,1,0.0
1n8k_A,2,0.02
1n8k_A,3,0.0
1n8k_A,4,0.0
1n8k_A,5,0.05
1n8k_A,6,0.0
1n8k_A,7,0.0
1n8k_A,8,0.0
1n8k_A,9,1.0
1n8w_B,0,0.46
1n8w_B,1,0.05
1n8w_B,2,0.0
1n8w_B,3,0.0
1n8w_B,4,0.0
1n8w_B,5,0.74
1n8w_B,6,0.5
1n8w_B,7,0.5
1n8w_B,8,0.5
1n8w_B,9,0.3
1n9e_A,0,0.73
1n9e_A,1,0.41
1n9e_A,2,0.58
1n9e_A,3,0.35
1n9e_A,4,0.35
1n9e_A,5,0.57
1n9e_A,6,0.69
1n9e_A,7,0.69
1n9e_A,8,0.69
1n9e_A,9,0.3
1n9z_A,0,0.46
1n9z_A,1,0.35
1n9z_A,2,0.06
1n9z_A,3,0.0
1n9z_A,4,0.0
1n9z_A,5,0.56
1n9z_A,6,0.57
1n9z_A,7,0.57
1n9z_A,8,0.57
1n9z_A,9,0.21
1nb6_A,0,0.02
1nb6_A,1,0.2
1nb6_A,2,0.04
1nb6_A,3,0.5
1nb6_A,4,0.5
1nb6_A,5,0.64
1nb6_A,6,0.7
1nb6_A,7,0.7
1nb6_A,8,0.7
1nb6_A,9,0.55
1nba_A,0,0.21
1nba_A,1,0.36
1nba_A,2,0.16
1nba_A,3,0.35
1nba_A,4,0.35
1nba_A,5,0.33
1nba_A,6,0.42
1nba_A,7,0.42
1nba_A,8,0.42
1nba_A,9,0.35
1nbe_B,0,0.02
1nbe_B,1,0.02
1nbe_B,2,0.09
1nbe_B,3,0.0
1nbe_B,4,0.0
1nbe_B,5,0.32
1nbe_B,6,0.0
1nbe_B,7,0.0
1nbe_B,8,0.0
1nbe_B,9,0.99
1nbm_C,0,0.5
1nbm_C,1,0.2
1nbm_C,2,0.0
1nbm_C,3,0.3
1nbm_C,4,0.3
1nbm_C,5,0.66
1nbm_C,6,0.47
1nbm_C,7,0.47
1nbm_C,8,0.47
1nbm_C,9,0.36
1nbw_A,0,0.62
1nbw_A,1,0.49
1nbw_A,2,0.22
1nbw_A,3,0.43
1nbw_A,4,0.43
1nbw_A,5,0.53
1nbw_A,6,0.42
1nbw_A,7,0.42
1nbw_A,8,0.42
1nbw_A,9,0.3
1nca_N,0,0.77
1nca_N,1,0.31
1nca_N,2,0.52
1nca_N,3,0.72
1nca_N,4,0.72
1nca_N,5,0.29
1nca_N,6,0.45
1nca_N,7,0.45
1nca_N,8,0.45
1nca_N,9,0.21
1ncb_N,0,0.77
1ncb_N,1,0.31
1ncb_N,2,0.52
1ncb_N,3,0.72
1ncb_N,4,0.72
1ncb_N,5,0.29
1ncb_N,6,0.45
1ncb_N,7,0.45
1ncb_N,8,0.45
1ncb_N,9,0.2
1ncc_N,0,0.77
1ncc_N,1,0.31
1ncc_N,2,0.52
1ncc_N,3,0.72
1ncc_N,4,0.72
1ncc_N,5,0.27
1ncc_N,6,0.45
1ncc_N,7,0.45
1ncc_N,8,0.45
1ncc_N,9,0.21
1ncd_N,0,0.76
1ncd_N,1,0.34
1ncd_N,2,0.52
1ncd_N,3,0.67
1ncd_N,4,0.67
1ncd_N,5,0.35
1ncd_N,6,0.46
1ncd_N,7,0.46
1ncd_N,8,0.46
1ncd_N,9,0.31
1ncy_A,0,1.0
1ncy_A,1,0.0
1ncy_A,2,0.0
1ncy_A,3,0.0
1ncy_A,4,0.0
1ncy_A,5,0.0
1ncy_A,6,0.0
1ncy_A,7,0.0
1ncy_A,8,0.0
1ncy_A,9,0.0
1nd1_A,0,0.33
1nd1_A,1,0.33
1nd1_A,2,0.37
1nd1_A,3,0.37
1nd1_A,4,0.37
1nd1_A,5,0.07
1nd1_A,6,0.07
1nd1_A,7,0.07
1nd1_A,8,0.07
1nd1_A,9,0.52
1nd4_A,0,0.45
1nd4_A,1,0.41
1nd4_A,2,0.29
1nd4_A,3,0.1
1nd4_A,4,0.1
1nd4_A,5,0.34
1nd4_A,6,0.43
1nd4_A,7,0.43
1nd4_A,8,0.43
1nd4_A,9,0.46
1nd6_B,0,0.0
1nd6_B,1,0.26
1nd6_B,2,0.0
1nd6_B,3,0.49
1nd6_B,4,0.49
1nd6_B,5,0.13
1nd6_B,6,0.29
1nd6_B,7,0.29
1nd6_B,8,0.29
1nd6_B,9,0.14
1ndr_A,0,0.01
1ndr_A,1,1.0
1ndr_A,2,1.0
1ndr_A,3,0.0
1ndr_A,4,0.0
1ndr_A,5,0.0
1ndr_A,6,0.0
1ndr_A,7,0.0
1ndr_A,8,0.0
1ndr_A,9,0.93
1ndt_A,0,0.03
1ndt_A,1,1.0
1ndt_A,2,1.0
1ndt_A,3,0.0
1ndt_A,4,0.0
1ndt_A,5,0.0
1ndt_A,6,0.0
1ndt_A,7,0.0
1ndt_A,8,0.0
1ndt_A,9,0.95
1ndu_A,0,0.77
1ndu_A,1,0.32
1ndu_A,2,0.83
1ndu_A,3,0.43
1ndu_A,4,0.43
1ndu_A,5,0.25
1ndu_A,6,0.3
1ndu_A,7,0.3
1ndu_A,8,0.3
1ndu_A,9,0.14
1ndv_A,0,0.24
1ndv_A,1,0.22
1ndv_A,2,0.33
1ndv_A,3,0.06
1ndv_A,4,0.06
1ndv_A,5,0.35
1ndv_A,6,0.03
1ndv_A,7,0.03
1ndv_A,8,0.03
1ndv_A,9,0.57
1ne9_A,0,0.23
1ne9_A,1,0.33
1ne9_A,2,0.07
1ne9_A,3,0.39
1ne9_A,4,0.39
1ne9_A,5,0.56
1ne9_A,6,0.49
1ne9_A,7,0.49
1ne9_A,8,0.49
1ne9_A,9,0.33
1nek_A,0,0.55
1nek_A,1,0.33
1nek_A,2,0.02
1nek_A,3,0.0
1nek_A,4,0.0
1nek_A,5,0.55
1nek_A,6,0.49
1nek_A,7,0.49
1nek_A,8,0.49
1nek_A,9,0.24
1nek_B,0,0.0
1nek_B,1,0.76
1nek_B,2,0.0
1nek_B,3,1.0
1nek_B,4,1.0
1nek_B,5,0.0
1nek_B,6,0.0
1nek_B,7,0.0
1nek_B,8,0.0
1nek_B,9,0.11
1nf2_A,0,0.58
1nf2_A,1,0.27
1nf2_A,2,0.07
1nf2_A,3,0.0
1nf2_A,4,0.0
1nf2_A,5,0.59
1nf2_A,6,0.35
1nf2_A,7,0.35
1nf2_A,8,0.35
1nf2_A,9,0.33
1nf3_A,0,0.02
1nf3_A,1,0.0
1nf3_A,2,0.0
1nf3_A,3,0.0
1nf3_A,4,0.0
1nf3_A,5,0.81
1nf3_A,6,0.0
1nf3_A,7,0.0
1nf3_A,8,0.0
1nf3_A,9,0.04
1nf5_A,0,0.76
1nf5_A,1,0.48
1nf5_A,2,0.32
1nf5_A,3,0.23
1nf5_A,4,0.23
1nf5_A,5,0.17
1nf5_A,6,0.13
1nf5_A,7,0.13
1nf5_A,8,0.13
1nf5_A,9,0.53
1nf6_F,0,0.03
1nf6_F,1,0.47
1nf6_F,2,0.0
1nf6_F,3,1.0
1nf6_F,4,1.0
1nf6_F,5,0.53
1nf6_F,6,0.07
1nf6_F,7,0.07
1nf6_F,8,0.07
1nf6_F,9,0.25
1nf6_O,0,0.03
1nf6_O,1,0.47
1nf6_O,2,0.0
1nf6_O,3,1.0
1nf6_O,4,1.0
1nf6_O,5,0.53
1nf6_O,6,0.07
1nf6_O,7,0.07
1nf6_O,8,0.07
1nf6_O,9,0.25
1nfg_A,0,0.53
1nfg_A,1,0.34
1nfg_A,2,0.45
1nfg_A,3,0.22
1nfg_A,4,0.22
1nfg_A,5,0.46
1nfg_A,6,0.28
1nfg_A,7,0.28
1nfg_A,8,0.28
1nfg_A,9,0.47
1nfs_B,0,0.22
1nfs_B,1,0.24
1nfs_B,2,0.0
1nfs_B,3,0.63
1nfs_B,4,0.63
1nfs_B,5,0.66
1nfs_B,6,0.9
1nfs_B,7,0.9
1nfs_B,8,0.9
1nfs_B,9,0.37
1nft_A,0,0.22
1nft_A,1,0.33
1nft_A,2,0.03
1nft_A,3,0.77
1nft_A,4,0.77
1nft_A,5,0.48
1nft_A,6,0.28
1nft_A,7,0.28
1nft_A,8,0.28
1nft_A,9,0.44
1ng0_C,0,0.51
1ng0_C,1,0.47
1ng0_C,2,0.46
1ng0_C,3,0.43
1ng0_C,4,0.43
1ng0_C,5,0.38
1ng0_C,6,0.34
1ng0_C,7,0.34
1ng0_C,8,0.34
1ng0_C,9,0.3
1ng9_B,0,0.5
1ng9_B,1,0.2
1ng9_B,2,0.07
1ng9_B,3,0.35
1ng9_B,4,0.35
1ng9_B,5,0.63
1ng9_B,6,0.25
1ng9_B,7,0.25
1ng9_B,8,0.25
1ng9_B,9,0.49
1ngb_A,0,0.41
1ngb_A,1,0.27
1ngb_A,2,0.08
1ngb_A,3,0.01
1ngb_A,4,0.01
1ngb_A,5,0.61
1ngb_A,6,0.2
1ngb_A,7,0.2
1ngb_A,8,0.2
1ngb_A,9,0.34
1ngc_A,0,0.39
1ngc_A,1,0.23
1ngc_A,2,0.09
1ngc_A,3,0.01
1ngc_A,4,0.01
1ngc_A,5,0.64
1ngc_A,6,0.2
1ngc_A,7,0.2
1ngc_A,8,0.2
1ngc_A,9,0.39
1ngd_A,0,0.39
1ngd_A,1,0.23
1ngd_A,2,0.09
1ngd_A,3,0.01
1ngd_A,4,0.01
1ngd_A,5,0.64
1ngd_A,6,0.2
1ngd_A,7,0.2
1ngd_A,8,0.2
1ngd_A,9,0.39
1nhc_A,0,0.76
1nhc_A,1,0.28
1nhc_A,2,0.39
1nhc_A,3,0.58
1nhc_A,4,0.58
1nhc_A,5,0.56
1nhc_A,6,0.39
1nhc_A,7,0.39
1nhc_A,8,0.39
1nhc_A,9,0.11
1nhi_A,0,0.3
1nhi_A,1,0.33
1nhi_A,2,0.1
1nhi_A,3,0.02
1nhi_A,4,0.02
1nhi_A,5,0.56
1nhi_A,6,0.35
1nhi_A,7,0.35
1nhi_A,8,0.35
1nhi_A,9,0.34
1nhj_A,0,0.3
1nhj_A,1,0.33
1nhj_A,2,0.11
1nhj_A,3,0.03
1nhj_A,4,0.03
1nhj_A,5,0.56
1nhj_A,6,0.36
1nhj_A,7,0.36
1nhj_A,8,0.36
1nhj_A,9,0.35
1nhx_A,0,0.0
1nhx_A,1,0.31
1nhx_A,2,0.0
1nhx_A,3,0.04
1nhx_A,4,0.04
1nhx_A,5,0.65
1nhx_A,6,1.0
1nhx_A,7,1.0
1nhx_A,8,1.0
1nhx_A,9,0.41
1ni4_A,0,0.23
1ni4_A,1,0.29
1ni4_A,2,0.03
1ni4_A,3,0.25
1ni4_A,4,0.25
1ni4_A,5,0.58
1ni4_A,6,0.63
1ni4_A,7,0.63
1ni4_A,8,0.63
1ni4_A,9,0.36
1nit_A,0,0.57
1nit_A,1,0.46
1nit_A,2,0.21
1nit_A,3,0.73
1nit_A,4,0.73
1nit_A,5,0.49
1nit_A,6,0.6
1nit_A,7,0.6
1nit_A,8,0.6
1nit_A,9,0.41
1nj1_A,0,0.65
1nj1_A,1,0.38
1nj1_A,2,0.27
1nj1_A,3,0.7
1nj1_A,4,0.7
1nj1_A,5,0.41
1nj1_A,6,0.23
1nj1_A,7,0.23
1nj1_A,8,0.23
1nj1_A,9,0.49
1nkg_A,0,0.49
1nkg_A,1,0.3
1nkg_A,2,0.15
1nkg_A,3,0.08
1nkg_A,4,0.08
1nkg_A,5,0.47
1nkg_A,6,0.22
1nkg_A,7,0.22
1nkg_A,8,0.22
1nkg_A,9,0.35
1nkh_B,0,0.44
1nkh_B,1,0.41
1nkh_B,2,0.0
1nkh_B,3,0.24
1nkh_B,4,0.24
1nkh_B,5,0.29
1nkh_B,6,0.82
1nkh_B,7,0.82
1nkh_B,8,0.82
1nkh_B,9,0.41
1nkq_A,0,0.55
1nkq_A,1,0.36
1nkq_A,2,0.15
1nkq_A,3,0.04
1nkq_A,4,0.04
1nkq_A,5,0.38
1nkq_A,6,0.36
1nkq_A,7,0.36
1nkq_A,8,0.36
1nkq_A,9,0.41
1nkq_B,0,0.54
1nkq_B,1,0.36
1nkq_B,2,0.16
1nkq_B,3,0.03
1nkq_B,4,0.03
1nkq_B,5,0.37
1nkq_B,6,0.36
1nkq_B,7,0.36
1nkq_B,8,0.36
1nkq_B,9,0.4
1nkq_C,0,0.55
1nkq_C,1,0.36
1nkq_C,2,0.15
1nkq_C,3,0.04
1nkq_C,4,0.04
1nkq_C,5,0.38
1nkq_C,6,0.36
1nkq_C,7,0.36
1nkq_C,8,0.36
1nkq_C,9,0.41
1nkq_F,0,0.54
1nkq_F,1,0.36
1nkq_F,2,0.16
1nkq_F,3,0.03
1nkq_F,4,0.03
1nkq_F,5,0.37
1nkq_F,6,0.36
1nkq_F,7,0.36
1nkq_F,8,0.36
1nkq_F,9,0.4
1nl0_G,0,0.96
1nl0_G,1,0.34
1nl0_G,2,0.08
1nl0_G,3,0.0
1nl0_G,4,0.0
1nl0_G,5,0.0
1nl0_G,6,0.03
1nl0_G,7,0.03
1nl0_G,8,0.03
1nl0_G,9,0.05
1nl1_A,0,0.6
1nl1_A,1,0.42
1nl1_A,2,0.18
1nl1_A,3,0.33
1nl1_A,4,0.33
1nl1_A,5,0.23
1nl1_A,6,0.14
1nl1_A,7,0.14
1nl1_A,8,0.14
1nl1_A,9,0.45
1nlf_A,0,0.28
1nlf_A,1,0.38
1nlf_A,2,0.48
1nlf_A,3,0.52
1nlf_A,4,0.52
1nlf_A,5,0.53
1nlf_A,6,0.44
1nlf_A,7,0.44
1nlf_A,8,0.44
1nlf_A,9,0.39
1nlq_E,0,0.08
1nlq_E,1,0.31
1nlq_E,2,0.02
1nlq_E,3,0.0
1nlq_E,4,0.0
1nlq_E,5,0.47
1nlq_E,6,0.1
1nlq_E,7,0.1
1nlq_E,8,0.1
1nlq_E,9,0.05
1nlt_A,0,0.15
1nlt_A,1,0.27
1nlt_A,2,0.28
1nlt_A,3,0.07
1nlt_A,4,0.07
1nlt_A,5,0.42
1nlt_A,6,0.21
1nlt_A,7,0.21
1nlt_A,8,0.21
1nlt_A,9,0.54
1nlx_A,0,0.29
1nlx_A,1,0.34
1nlx_A,2,0.3
1nlx_A,3,0.3
1nlx_A,4,0.3
1nlx_A,5,0.18
1nlx_A,6,0.12
1nlx_A,7,0.12
1nlx_A,8,0.12
1nlx_A,9,0.48
1nm9_A,0,0.73
1nm9_A,1,0.32
1nm9_A,2,0.35
1nm9_A,3,0.23
1nm9_A,4,0.23
1nm9_A,5,0.33
1nm9_A,6,0.24
1nm9_A,7,0.24
1nm9_A,8,0.24
1nm9_A,9,0.22
1nmo_A,0,0.34
1nmo_A,1,0.42
1nmo_A,2,0.3
1nmo_A,3,0.55
1nmo_A,4,0.55
1nmo_A,5,0.5
1nmo_A,6,0.41
1nmo_A,7,0.41
1nmo_A,8,0.41
1nmo_A,9,0.38
1nnf_A,0,0.18
1nnf_A,1,0.35
1nnf_A,2,0.68
1nnf_A,3,0.55
1nnf_A,4,0.55
1nnf_A,5,0.35
1nnf_A,6,0.28
1nnf_A,7,0.28
1nnf_A,8,0.28
1nnf_A,9,0.37
1nnj_A,0,0.27
1nnj_A,1,0.29
1nnj_A,2,0.33
1nnj_A,3,0.39
1nnj_A,4,0.39
1nnj_A,5,0.38
1nnj_A,6,0.06
1nnj_A,7,0.06
1nnj_A,8,0.06
1nnj_A,9,0.54
1nnl_A,0,0.43
1nnl_A,1,0.23
1nnl_A,2,0.06
1nnl_A,3,0.0
1nnl_A,4,0.0
1nnl_A,5,0.54
1nnl_A,6,0.16
1nnl_A,7,0.16
1nnl_A,8,0.16
1nnl_A,9,0.17
1nnl_B,0,0.41
1nnl_B,1,0.23
1nnl_B,2,0.06
1nnl_B,3,0.0
1nnl_B,4,0.0
1nnl_B,5,0.57
1nnl_B,6,0.19
1nnl_B,7,0.19
1nnl_B,8,0.19
1nnl_B,9,0.17
1nnq_A,0,0.0
1nnq_A,1,0.31
1nnq_A,2,0.04
1nnq_A,3,0.94
1nnq_A,4,0.94
1nnq_A,5,0.38
1nnq_A,6,0.06
1nnq_A,7,0.06
1nnq_A,8,0.06
1nnq_A,9,0.59
1no3_A,0,0.67
1no3_A,1,0.5
1no3_A,2,0.73
1no3_A,3,0.67
1no3_A,4,0.67
1no3_A,5,0.54
1no3_A,6,0.25
1no3_A,7,0.25
1no3_A,8,0.25
1no3_A,9,0.41
1no5_B,0,0.42
1no5_B,1,0.37
1no5_B,2,0.32
1no5_B,3,0.45
1no5_B,4,0.45
1no5_B,5,0.13
1no5_B,6,0.08
1no5_B,7,0.08
1no5_B,8,0.08
1no5_B,9,0.51
1noi_A,0,0.34
1noi_A,1,0.25
1noi_A,2,0.19
1noi_A,3,0.45
1noi_A,4,0.45
1noi_A,5,0.6
1noi_A,6,0.23
1noi_A,7,0.23
1noi_A,8,0.23
1noi_A,9,0.48
1noj_A,0,0.34
1noj_A,1,0.25
1noj_A,2,0.19
1noj_A,3,0.45
1noj_A,4,0.45
1noj_A,5,0.6
1noj_A,6,0.24
1noj_A,7,0.24
1noj_A,8,0.24
1noj_A,9,0.48
1nol_A,0,0.19
1nol_A,1,0.44
1nol_A,2,0.56
1nol_A,3,0.39
1nol_A,4,0.39
1nol_A,5,0.58
1nol_A,6,0.24
1nol_A,7,0.24
1nol_A,8,0.24
1nol_A,9,0.44
1noy_B,0,0.58
1noy_B,1,0.42
1noy_B,2,0.24
1noy_B,3,0.34
1noy_B,4,0.34
1noy_B,5,0.31
1noy_B,6,0.46
1noy_B,7,0.46
1noy_B,8,0.46
1noy_B,9,0.36
1np6_A,0,0.44
1np6_A,1,0.1
1np6_A,2,0.0
1np6_A,3,0.01
1np6_A,4,0.01
1np6_A,5,0.63
1np6_A,6,0.56
1np6_A,7,0.56
1np6_A,8,0.56
1np6_A,9,0.25
1np6_B,0,0.43
1np6_B,1,0.1
1np6_B,2,0.0
1np6_B,3,0.01
1np6_B,4,0.01
1np6_B,5,0.62
1np6_B,6,0.56
1np6_B,7,0.56
1np6_B,8,0.56
1np6_B,9,0.25
1npc_A,0,0.93
1npc_A,1,0.63
1npc_A,2,0.35
1npc_A,3,0.09
1npc_A,4,0.09
1npc_A,5,0.35
1npc_A,6,0.0
1npc_A,7,0.0
1npc_A,8,0.0
1npc_A,9,0.95
1nph_A,0,0.67
1nph_A,1,0.44
1nph_A,2,0.47
1nph_A,3,0.52
1nph_A,4,0.52
1nph_A,5,0.34
1nph_A,6,0.37
1nph_A,7,0.37
1nph_A,8,0.37
1nph_A,9,0.27
