pdbid,ion,lig_labs,target
6b87_A,FE,3,0
6b87_A,FE2,4,0
6b87_A,MG,5,0
6b87_A,MN,6,0
6b87_A,PO4,7,0
6b87_A,SO4,8,0
6b87_A,ZN,9,0
6b88_A,CA,0,0
6b88_A,CO,1,0
6b88_A,CU,2,0
6b88_A,FE,3,0
6b88_A,FE2,4,0
6b88_A,MG,5,0
6b88_A,MN,6,0
6b88_A,PO4,7,0
6b88_A,SO4,8,0
6b88_A,ZN,9,0
6b8a_A,CA,0,0
6b8a_A,CO,1,0
6b8a_A,CU,2,0
6b8a_A,FE,3,0
6b8a_A,FE2,4,0
6b8a_A,MG,5,0
6b8a_A,MN,6,0
6b8a_A,PO4,7,0
6b8a_A,SO4,8,0
6b8a_A,ZN,9,0
6b8c_A,CA,0,0
6b8c_A,CO,1,0
6b8c_A,CU,2,0
6b8c_A,FE,3,0
6b8c_A,FE2,4,0
6b8c_A,MG,5,0
6b8c_A,MN,6,0
6b8c_A,PO4,7,0
6b8c_A,SO4,8,0
6b8c_A,ZN,9,0
6b8d_A,CA,0,0
6b8d_A,CO,1,0
6b8d_A,CU,2,0
6b8d_A,FE,3,0
6b8d_A,FE2,4,0
6b8d_A,MG,5,0
6b8d_A,MN,6,0
6b8d_A,PO4,7,0
6b8d_A,SO4,8,0
6b8d_A,ZN,9,0
6b8e_A,CA,0,0
6b8e_A,CO,1,0
6b8e_A,CU,2,0
6b8e_A,FE,3,0
6b8e_A,FE2,4,0
6b8e_A,MG,5,0
6b8e_A,MN,6,0
6b8e_A,PO4,7,0
6b8e_A,SO4,8,0
6b8e_A,ZN,9,0
6b8j_A,CA,0,0
6b8j_A,CO,1,0
6b8j_A,CU,2,0
6b8j_A,FE,3,0
6b8j_A,FE2,4,0
6b8j_A,MG,5,0
6b8j_A,MN,6,0
6b8j_A,PO4,7,0
6b8j_A,SO4,8,0
6b8j_A,ZN,9,0
6b8k_A,CA,0,0
6b8k_A,CO,1,0
6b8k_A,CU,2,0
6b8k_A,FE,3,0
6b8k_A,FE2,4,0
6b8k_A,MG,5,0
6b8k_A,MN,6,0
6b8k_A,PO4,7,0
6b8k_A,SO4,8,0
6b8k_A,ZN,9,0
6b8l_A,CA,0,0
6b8l_A,CO,1,0
6b8l_A,CU,2,0
6b8l_A,FE,3,0
6b8l_A,FE2,4,0
6b8l_A,MG,5,0
6b8l_A,MN,6,0
6b8l_A,PO4,7,0
6b8l_A,SO4,8,0
6b8l_A,ZN,9,0
6b8l_B,CA,0,0
6b8l_B,CO,1,0
6b8l_B,CU,2,0
6b8l_B,FE,3,0
6b8l_B,FE2,4,0
6b8l_B,MG,5,0
6b8l_B,MN,6,0
6b8l_B,PO4,7,0
6b8l_B,SO4,8,0
6b8l_B,ZN,9,0
6b8s_A,CA,0,0
6b8s_A,CO,1,0
6b8s_A,CU,2,0
6b8s_A,FE,3,0
6b8s_A,FE2,4,0
6b8s_A,MG,5,0
6b8s_A,MN,6,0
6b8s_A,PO4,7,0
6b8s_A,SO4,8,0
6b8s_A,ZN,9,0
6b8u_A,CA,0,0
6b8u_A,CO,1,0
6b8u_A,CU,2,0
6b8u_A,FE,3,0
6b8u_A,FE2,4,0
6b8u_A,MG,5,0
6b8u_A,MN,6,0
6b8u_A,PO4,7,0
6b8u_A,SO4,8,0
6b8u_A,ZN,9,0
6b8v_A,CA,0,0
6b8v_A,CO,1,0
6b8v_A,CU,2,0
6b8v_A,FE,3,0
6b8v_A,FE2,4,0
6b8v_A,MG,5,0
6b8v_A,MN,6,0
6b8v_A,PO4,7,0
6b8v_A,SO4,8,0
6b8v_A,ZN,9,0
6b8y_A,CA,0,0
6b8y_A,CO,1,0
6b8y_A,CU,2,0
6b8y_A,FE,3,0
6b8y_A,FE2,4,0
6b8y_A,MG,5,0
6b8y_A,MN,6,0
6b8y_A,PO4,7,0
6b8y_A,SO4,8,0
6b8y_A,ZN,9,0
6b90_A,CA,0,0
6b90_A,CO,1,0
6b90_A,CU,2,0
6b90_A,FE,3,0
6b90_A,FE2,4,0
6b90_A,MG,5,0
6b90_A,MN,6,0
6b90_A,PO4,7,0
6b90_A,SO4,8,0
6b90_A,ZN,9,0
6b92_A,CA,0,0
6b92_A,CO,1,0
6b92_A,CU,2,0
6b92_A,FE,3,0
6b92_A,FE2,4,0
6b92_A,MG,5,0
6b92_A,MN,6,0
6b92_A,PO4,7,0
6b92_A,SO4,8,0
6b92_A,ZN,9,0
6b94_A,CA,0,0
6b94_A,CO,1,0
6b94_A,CU,2,0
6b94_A,FE,3,0
6b94_A,FE2,4,0
6b94_A,MG,5,0
6b94_A,MN,6,0
6b94_A,PO4,7,0
6b94_A,SO4,8,0
6b94_A,ZN,9,0
6b95_A,CA,0,0
6b95_A,CO,1,0
6b95_A,CU,2,0
6b95_A,FE,3,0
6b95_A,FE2,4,0
6b95_A,MG,5,0
6b95_A,MN,6,0
6b95_A,PO4,7,0
6b95_A,SO4,8,0
6b95_A,ZN,9,0
6b99_A,CA,0,0
6b99_A,CO,1,0
6b99_A,CU,2,0
6b99_A,FE,3,0
6b99_A,FE2,4,0
6b99_A,MG,5,0
6b99_A,MN,6,0
6b99_A,PO4,7,0
6b99_A,SO4,8,0
6b99_A,ZN,9,0
6b9h_A,CA,0,0
6b9h_A,CO,1,0
6b9h_A,CU,2,0
6b9h_A,FE,3,0
6b9h_A,FE2,4,0
6b9h_A,MG,5,0
6b9h_A,MN,6,0
6b9h_A,PO4,7,0
6b9h_A,SO4,8,0
6b9h_A,ZN,9,0
6b9h_B,CA,0,0
6b9h_B,CO,1,0
6b9h_B,CU,2,0
6b9h_B,FE,3,0
6b9h_B,FE2,4,0
6b9h_B,MG,5,0
6b9h_B,MN,6,0
6b9h_B,PO4,7,0
6b9h_B,SO4,8,0
6b9h_B,ZN,9,0
6b9m_A,CA,0,0
6b9m_A,CO,1,0
6b9m_A,CU,2,0
6b9m_A,FE,3,0
6b9m_A,FE2,4,0
6b9m_A,MG,5,0
6b9m_A,MN,6,0
6b9m_A,PO4,7,0
6b9m_A,SO4,8,0
6b9m_A,ZN,9,0
6b9m_D,CA,0,0
6b9m_D,CO,1,0
6b9m_D,CU,2,0
6b9m_D,FE,3,0
6b9m_D,FE2,4,0
6b9m_D,MG,5,0
6b9m_D,MN,6,0
6b9m_D,PO4,7,0
6b9m_D,SO4,8,0
6b9m_D,ZN,9,0
6b9u_A,CA,0,0
6b9u_A,CO,1,0
6b9u_A,CU,2,0
6b9u_A,FE,3,0
6b9u_A,FE2,4,0
6b9u_A,MG,5,0
6b9u_A,MN,6,0
6b9u_A,PO4,7,0
6b9u_A,SO4,8,0
6b9u_A,ZN,9,0
6b9w_A,CA,0,0
6b9w_A,CO,1,0
6b9w_A,CU,2,0
6b9w_A,FE,3,0
6b9w_A,FE2,4,0
6b9w_A,MG,5,0
6b9w_A,MN,6,0
6b9w_A,PO4,7,0
6b9w_A,SO4,8,0
6b9w_A,ZN,9,0
6b9x_A,CA,0,0
6b9x_A,CO,1,0
6b9x_A,CU,2,0
6b9x_A,FE,3,0
6b9x_A,FE2,4,0
6b9x_A,MG,5,0
6b9x_A,MN,6,0
6b9x_A,PO4,7,0
6b9x_A,SO4,8,0
6b9x_A,ZN,9,0
6b9x_B,CA,0,0
6b9x_B,CO,1,0
6b9x_B,CU,2,0
6b9x_B,FE,3,0
6b9x_B,FE2,4,0
6b9x_B,MG,5,0
6b9x_B,MN,6,0
6b9x_B,PO4,7,0
6b9x_B,SO4,8,0
6b9x_B,ZN,9,0
6b9x_D,CA,0,0
6b9x_D,CO,1,0
6b9x_D,CU,2,0
6b9x_D,FE,3,0
6b9x_D,FE2,4,0
6b9x_D,MG,5,0
6b9x_D,MN,6,0
6b9x_D,PO4,7,0
6b9x_D,SO4,8,0
6b9x_D,ZN,9,0
6b9x_E,CA,0,0
6b9x_E,CO,1,0
6b9x_E,CU,2,0
6b9x_E,FE,3,0
6b9x_E,FE2,4,0
6b9x_E,MG,5,0
6b9x_E,MN,6,0
6b9x_E,PO4,7,0
6b9x_E,SO4,8,0
6b9x_E,ZN,9,0
6b9y_A,CA,0,0
6b9y_A,CO,1,0
6b9y_A,CU,2,0
6b9y_A,FE,3,0
6b9y_A,FE2,4,0
6b9y_A,MG,5,0
6b9y_A,MN,6,0
6b9y_A,PO4,7,0
6b9y_A,SO4,8,0
6b9y_A,ZN,9,0
6b9y_B,CA,0,0
6b9y_B,CO,1,0
6b9y_B,CU,2,0
6b9y_B,FE,3,0
6b9y_B,FE2,4,0
6b9y_B,MG,5,0
6b9y_B,MN,6,0
6b9y_B,PO4,7,0
6b9y_B,SO4,8,0
6b9y_B,ZN,9,0
6b9y_C,CA,0,0
6b9y_C,CO,1,0
6b9y_C,CU,2,0
6b9y_C,FE,3,0
6b9y_C,FE2,4,0
6b9y_C,MG,5,0
6b9y_C,MN,6,0
6b9y_C,PO4,7,0
6b9y_C,SO4,8,0
6b9y_C,ZN,9,0
6b9y_D,CA,0,0
6b9y_D,CO,1,0
6b9y_D,CU,2,0
6b9y_D,FE,3,0
6b9y_D,FE2,4,0
6b9y_D,MG,5,0
6b9y_D,MN,6,0
6b9y_D,PO4,7,0
6b9y_D,SO4,8,0
6b9y_D,ZN,9,0
6b9y_E,CA,0,0
6b9y_E,CO,1,0
6b9y_E,CU,2,0
6b9y_E,FE,3,0
6b9y_E,FE2,4,0
6b9y_E,MG,5,0
6b9y_E,MN,6,0
6b9y_E,PO4,7,0
6b9y_E,SO4,8,0
6b9y_E,ZN,9,0
6b9z_B,CA,0,0
6b9z_B,CO,1,0
6b9z_B,CU,2,0
6b9z_B,FE,3,0
6b9z_B,FE2,4,0
6b9z_B,MG,5,0
6b9z_B,MN,6,0
6b9z_B,PO4,7,0
6b9z_B,SO4,8,0
6b9z_B,ZN,9,0
6ba3_A,CA,0,0
6ba3_A,CO,1,0
6ba3_A,CU,2,0
6ba3_A,FE,3,0
6ba3_A,FE2,4,0
6ba3_A,MG,5,0
6ba3_A,MN,6,0
6ba3_A,PO4,7,0
6ba3_A,SO4,8,0
6ba3_A,ZN,9,0
6ba5_A,CA,0,0
6ba5_A,CO,1,0
6ba5_A,CU,2,0
6ba5_A,FE,3,0
6ba5_A,FE2,4,0
6ba5_A,MG,5,0
6ba5_A,MN,6,0
6ba5_A,PO4,7,0
6ba5_A,SO4,8,0
6ba5_A,ZN,9,0
6ba5_B,CA,0,0
6ba5_B,CO,1,0
6ba5_B,CU,2,0
6ba5_B,FE,3,0
6ba5_B,FE2,4,0
6ba5_B,MG,5,0
6ba5_B,MN,6,0
6ba5_B,PO4,7,0
6ba5_B,SO4,8,0
6ba5_B,ZN,9,0
6ba5_C,CA,0,0
6ba5_C,CO,1,0
6ba5_C,CU,2,0
6ba5_C,FE,3,0
6ba5_C,FE2,4,0
6ba5_C,MG,5,0
6ba5_C,MN,6,0
6ba5_C,PO4,7,0
6ba5_C,SO4,8,0
6ba5_C,ZN,9,0
6ba6_A,CA,0,0
6ba6_A,CO,1,0
6ba6_A,CU,2,0
6ba6_A,FE,3,0
6ba6_A,FE2,4,0
6ba6_A,MG,5,0
6ba6_A,MN,6,0
6ba6_A,PO4,7,0
6ba6_A,SO4,8,0
6ba6_A,ZN,9,0
6ba6_B,CA,0,0
6ba6_B,CO,1,0
6ba6_B,CU,2,0
6ba6_B,FE,3,0
6ba6_B,FE2,4,0
6ba6_B,MG,5,0
6ba6_B,MN,6,0
6ba6_B,PO4,7,0
6ba6_B,SO4,8,0
6ba6_B,ZN,9,0
6ba8_A,CA,0,0
6ba8_A,CO,1,0
6ba8_A,CU,2,0
6ba8_A,FE,3,0
6ba8_A,FE2,4,0
6ba8_A,MG,5,0
6ba8_A,MN,6,0
6ba8_A,PO4,7,0
6ba8_A,SO4,8,0
6ba8_A,ZN,9,0
6ba9_A,CA,0,0
6ba9_A,CO,1,0
6ba9_A,CU,2,0
6ba9_A,FE,3,0
6ba9_A,FE2,4,0
6ba9_A,MG,5,0
6ba9_A,MN,6,0
6ba9_A,PO4,7,0
6ba9_A,SO4,8,0
6ba9_A,ZN,9,0
6bae_E,CA,0,0
6bae_E,CO,1,0
6bae_E,CU,2,0
6bae_E,FE,3,0
6bae_E,FE2,4,0
6bae_E,MG,5,0
6bae_E,MN,6,0
6bae_E,PO4,7,0
6bae_E,SO4,8,0
6bae_E,ZN,9,0
6baj_A,CA,0,0
6baj_A,CO,1,0
6baj_A,CU,2,0
6baj_A,FE,3,0
6baj_A,FE2,4,0
6baj_A,MG,5,0
6baj_A,MN,6,0
6baj_A,PO4,7,0
6baj_A,SO4,8,0
6baj_A,ZN,9,0
6bal_A,CA,0,0
6bal_A,CO,1,0
6bal_A,CU,2,0
6bal_A,FE,3,0
6bal_A,FE2,4,0
6bal_A,MG,5,0
6bal_A,MN,6,0
6bal_A,PO4,7,0
6bal_A,SO4,8,0
6bal_A,ZN,9,0
6bam_A,CA,0,0
6bam_A,CO,1,0
6bam_A,CU,2,0
6bam_A,FE,3,0
6bam_A,FE2,4,0
6bam_A,MG,5,0
6bam_A,MN,6,0
6bam_A,PO4,7,0
6bam_A,SO4,8,0
6bam_A,ZN,9,0
6bao_A,CA,0,0
6bao_A,CO,1,0
6bao_A,CU,2,0
6bao_A,FE,3,0
6bao_A,FE2,4,0
6bao_A,MG,5,0
6bao_A,MN,6,0
6bao_A,PO4,7,0
6bao_A,SO4,8,0
6bao_A,ZN,9,0
6bap_A,CA,0,0
6bap_A,CO,1,0
6bap_A,CU,2,0
6bap_A,FE,3,0
6bap_A,FE2,4,0
6bap_A,MG,5,0
6bap_A,MN,6,0
6bap_A,PO4,7,0
6bap_A,SO4,8,0
6bap_A,ZN,9,0
6bar_A,CA,0,0
6bar_A,CO,1,0
6bar_A,CU,2,0
6bar_A,FE,3,0
6bar_A,FE2,4,0
6bar_A,MG,5,0
6bar_A,MN,6,0
6bar_A,PO4,7,0
6bar_A,SO4,8,0
6bar_A,ZN,9,0
6bas_A,CA,0,0
6bas_A,CO,1,0
6bas_A,CU,2,0
6bas_A,FE,3,0
6bas_A,FE2,4,0
6bas_A,MG,5,0
6bas_A,MN,6,0
6bas_A,PO4,7,0
6bas_A,SO4,8,0
6bas_A,ZN,9,0
6bb6_A,CA,0,0
6bb6_A,CO,1,0
6bb6_A,CU,2,0
6bb6_A,FE,3,0
6bb6_A,FE2,4,0
6bb6_A,MG,5,0
6bb6_A,MN,6,0
6bb6_A,PO4,7,0
6bb6_A,SO4,8,0
6bb6_A,ZN,9,0
6bb8_A,CA,0,0
6bb8_A,CO,1,0
6bb8_A,CU,2,0
6bb8_A,FE,3,0
6bb8_A,FE2,4,0
6bb8_A,MG,5,0
6bb8_A,MN,6,0
6bb8_A,PO4,7,0
6bb8_A,SO4,8,0
6bb8_A,ZN,9,0
6bbf_A,CA,0,0
6bbf_A,CO,1,0
6bbf_A,CU,2,0
6bbf_A,FE,3,0
6bbf_A,FE2,4,0
6bbf_A,MG,5,0
6bbf_A,MN,6,0
6bbf_A,PO4,7,0
6bbf_A,SO4,8,0
6bbf_A,ZN,9,0
6bbg_A,CA,0,0
6bbg_A,CO,1,0
6bbg_A,CU,2,0
6bbg_A,FE,3,0
6bbg_A,FE2,4,0
6bbg_A,MG,5,0
6bbg_A,MN,6,0
6bbg_A,PO4,7,0
6bbg_A,SO4,8,0
6bbg_A,ZN,9,0
6bbh_A,CA,0,0
6bbh_A,CO,1,0
6bbh_A,CU,2,0
6bbh_A,FE,3,0
6bbh_A,FE2,4,0
6bbh_A,MG,5,0
6bbh_A,MN,6,0
6bbh_A,PO4,7,0
6bbh_A,SO4,8,0
6bbh_A,ZN,9,0
6bbj_A,CA,0,0
6bbj_A,CO,1,0
6bbj_A,CU,2,0
6bbj_A,FE,3,0
6bbj_A,FE2,4,0
6bbj_A,MG,5,0
6bbj_A,MN,6,0
6bbj_A,PO4,7,0
6bbj_A,SO4,8,0
6bbj_A,ZN,9,0
6bbk_A,CA,0,0
6bbk_A,CO,1,0
6bbk_A,CU,2,0
6bbk_A,FE,3,0
6bbk_A,FE2,4,0
6bbk_A,MG,5,0
6bbk_A,MN,6,0
6bbk_A,PO4,7,0
6bbk_A,SO4,8,0
6bbk_A,ZN,9,0
6bbt_A,CA,0,0
6bbt_A,CO,1,0
6bbt_A,CU,2,0
6bbt_A,FE,3,0
6bbt_A,FE2,4,0
6bbt_A,MG,5,0
6bbt_A,MN,6,0
6bbt_A,PO4,7,0
6bbt_A,SO4,8,0
6bbt_A,ZN,9,0
6bbu_A,CA,0,0
6bbu_A,CO,1,0
6bbu_A,CU,2,0
6bbu_A,FE,3,0
6bbu_A,FE2,4,0
6bbu_A,MG,5,0
6bbu_A,MN,6,0
6bbu_A,PO4,7,0
6bbu_A,SO4,8,0
6bbu_A,ZN,9,0
6bbv_A,CA,0,0
6bbv_A,CO,1,0
6bbv_A,CU,2,0
6bbv_A,FE,3,0
6bbv_A,FE2,4,0
6bbv_A,MG,5,0
6bbv_A,MN,6,0
6bbv_A,PO4,7,0
6bbv_A,SO4,8,0
6bbv_A,ZN,9,0
6bbx_A,CA,0,0
6bbx_A,CO,1,0
6bbx_A,CU,2,0
6bbx_A,FE,3,0
6bbx_A,FE2,4,0
6bbx_A,MG,5,0
6bbx_A,MN,6,0
6bbx_A,PO4,7,0
6bbx_A,SO4,8,0
6bbx_A,ZN,9,0
6bc3_A,CA,0,0
6bc3_A,CO,1,0
6bc3_A,CU,2,0
6bc3_A,FE,3,0
6bc3_A,FE2,4,0
6bc3_A,MG,5,0
6bc3_A,MN,6,0
6bc3_A,PO4,7,0
6bc3_A,SO4,8,0
6bc3_A,ZN,9,0
6bcd_A,CA,0,0
6bcd_A,CO,1,0
6bcd_A,CU,2,0
6bcd_A,FE,3,0
6bcd_A,FE2,4,0
6bcd_A,MG,5,0
6bcd_A,MN,6,0
6bcd_A,PO4,7,0
6bcd_A,SO4,8,0
6bcd_A,ZN,9,0
6bcd_B,CA,0,0
6bcd_B,CO,1,0
6bcd_B,CU,2,0
6bcd_B,FE,3,0
6bcd_B,FE2,4,0
6bcd_B,MG,5,0
6bcd_B,MN,6,0
6bcd_B,PO4,7,0
6bcd_B,SO4,8,0
6bcd_B,ZN,9,0
6bch_A,CA,0,0
6bch_A,CO,1,0
6bch_A,CU,2,0
6bch_A,FE,3,0
6bch_A,FE2,4,0
6bch_A,MG,5,0
6bch_A,MN,6,0
6bch_A,PO4,7,0
6bch_A,SO4,8,0
6bch_A,ZN,9,0
6bck_A,CA,0,0
6bck_A,CO,1,0
6bck_A,CU,2,0
6bck_A,FE,3,0
6bck_A,FE2,4,0
6bck_A,MG,5,0
6bck_A,MN,6,0
6bck_A,PO4,7,0
6bck_A,SO4,8,0
6bck_A,ZN,9,0
6bck_B,CA,0,0
6bck_B,CO,1,0
6bck_B,CU,2,0
6bck_B,FE,3,0
6bck_B,FE2,4,0
6bck_B,MG,5,0
6bck_B,MN,6,0
6bck_B,PO4,7,0
6bck_B,SO4,8,0
6bck_B,ZN,9,0
6bck_C,CA,0,0
6bck_C,CO,1,0
6bck_C,CU,2,0
6bck_C,FE,3,0
6bck_C,FE2,4,0
6bck_C,MG,5,0
6bck_C,MN,6,0
6bck_C,PO4,7,0
6bck_C,SO4,8,0
6bck_C,ZN,9,0
6bco_A,CA,0,0
6bco_A,CO,1,0
6bco_A,CU,2,0
6bco_A,FE,3,0
6bco_A,FE2,4,0
6bco_A,MG,5,0
6bco_A,MN,6,0
6bco_A,PO4,7,0
6bco_A,SO4,8,0
6bco_A,ZN,9,0
6bcs_A,CA,0,0
6bcs_A,CO,1,0
6bcs_A,CU,2,0
6bcs_A,FE,3,0
6bcs_A,FE2,4,0
6bcs_A,MG,5,0
6bcs_A,MN,6,0
6bcs_A,PO4,7,0
6bcs_A,SO4,8,0
6bcs_A,ZN,9,0
6bcz_A,CA,0,0
6bcz_A,CO,1,0
6bcz_A,CU,2,0
6bcz_A,FE,3,0
6bcz_A,FE2,4,0
6bcz_A,MG,5,0
6bcz_A,MN,6,0
6bcz_A,PO4,7,0
6bcz_A,SO4,8,0
6bcz_A,ZN,9,0
6bd2_A,CA,0,0
6bd2_A,CO,1,0
6bd2_A,CU,2,0
6bd2_A,FE,3,0
6bd2_A,FE2,4,0
6bd2_A,MG,5,0
6bd2_A,MN,6,0
6bd2_A,PO4,7,0
6bd2_A,SO4,8,0
6bd2_A,ZN,9,0
6bd2_C,CA,0,0
6bd2_C,CO,1,0
6bd2_C,CU,2,0
6bd2_C,FE,3,0
6bd2_C,FE2,4,0
6bd2_C,MG,5,0
6bd2_C,MN,6,0
6bd2_C,PO4,7,0
6bd2_C,SO4,8,0
6bd2_C,ZN,9,0
6bdb_A,CA,0,0
6bdb_A,CO,1,0
6bdb_A,CU,2,0
6bdb_A,FE,3,0
6bdb_A,FE2,4,0
6bdb_A,MG,5,0
6bdb_A,MN,6,0
6bdb_A,PO4,7,0
6bdb_A,SO4,8,0
6bdb_A,ZN,9,0
6bdc_A,CA,0,0
6bdc_A,CO,1,0
6bdc_A,CU,2,0
6bdc_A,FE,3,0
6bdc_A,FE2,4,0
6bdc_A,MG,5,0
6bdc_A,MN,6,0
6bdc_A,PO4,7,0
6bdc_A,SO4,8,0
6bdc_A,ZN,9,0
6bdd_A,CA,0,0
6bdd_A,CO,1,0
6bdd_A,CU,2,0
6bdd_A,FE,3,0
6bdd_A,FE2,4,0
6bdd_A,MG,5,0
6bdd_A,MN,6,0
6bdd_A,PO4,7,0
6bdd_A,SO4,8,0
6bdd_A,ZN,9,0
6bde_A,CA,0,0
6bde_A,CO,1,0
6bde_A,CU,2,0
6bde_A,FE,3,0
6bde_A,FE2,4,0
6bde_A,MG,5,0
6bde_A,MN,6,0
6bde_A,PO4,7,0
6bde_A,SO4,8,0
6bde_A,ZN,9,0
6bdg_A,CA,0,0
6bdg_A,CO,1,0
6bdg_A,CU,2,0
6bdg_A,FE,3,0
6bdg_A,FE2,4,0
6bdg_A,MG,5,0
6bdg_A,MN,6,0
6bdg_A,PO4,7,0
6bdg_A,SO4,8,0
6bdg_A,ZN,9,0
6bdl_A,CA,0,0
6bdl_A,CO,1,0
6bdl_A,CU,2,0
6bdl_A,FE,3,0
6bdl_A,FE2,4,0
6bdl_A,MG,5,0
6bdl_A,MN,6,0
6bdl_A,PO4,7,0
6bdl_A,SO4,8,0
6bdl_A,ZN,9,0
6bdo_A,CA,0,0
6bdo_A,CO,1,0
6bdo_A,CU,2,0
6bdo_A,FE,3,0
6bdo_A,FE2,4,0
6bdo_A,MG,5,0
6bdo_A,MN,6,0
6bdo_A,PO4,7,0
6bdo_A,SO4,8,0
6bdo_A,ZN,9,0
6bdp_A,CA,0,0
6bdp_A,CO,1,0
6bdp_A,CU,2,0
6bdp_A,FE,3,0
6bdp_A,FE2,4,0
6bdp_A,MG,5,0
6bdp_A,MN,6,0
6bdp_A,PO4,7,0
6bdp_A,SO4,8,0
6bdp_A,ZN,9,0
6bdu_A,CA,0,0
6bdu_A,CO,1,0
6bdu_A,CU,2,0
6bdu_A,FE,3,0
6bdu_A,FE2,4,0
6bdu_A,MG,5,0
6bdu_A,MN,6,0
6bdu_A,PO4,7,0
6bdu_A,SO4,8,0
6bdu_A,ZN,9,0
6bdv_A,CA,0,0
6bdv_A,CO,1,0
6bdv_A,CU,2,0
6bdv_A,FE,3,0
6bdv_A,FE2,4,0
6bdv_A,MG,5,0
6bdv_A,MN,6,0
6bdv_A,PO4,7,0
6bdv_A,SO4,8,0
6bdv_A,ZN,9,0
6bdy_A,CA,0,0
6bdy_A,CO,1,0
6bdy_A,CU,2,0
6bdy_A,FE,3,0
6bdy_A,FE2,4,0
6bdy_A,MG,5,0
6bdy_A,MN,6,0
6bdy_A,PO4,7,0
6bdy_A,SO4,8,0
6bdy_A,ZN,9,0
6be0_A,CA,0,0
6be0_A,CO,1,0
6be0_A,CU,2,0
6be0_A,FE,3,0
6be0_A,FE2,4,0
6be0_A,MG,5,0
6be0_A,MN,6,0
6be0_A,PO4,7,0
6be0_A,SO4,8,0
6be0_A,ZN,9,0
6be2_A,CA,0,0
6be2_A,CO,1,0
6be2_A,CU,2,0
6be2_A,FE,3,0
6be2_A,FE2,4,0
6be2_A,MG,5,0
6be2_A,MN,6,0
6be2_A,PO4,7,0
6be2_A,SO4,8,0
6be2_A,ZN,9,0
6be2_B,CA,0,0
6be2_B,CO,1,0
6be2_B,CU,2,0
6be2_B,FE,3,0
6be2_B,FE2,4,0
6be2_B,MG,5,0
6be2_B,MN,6,0
6be2_B,PO4,7,0
6be2_B,SO4,8,0
6be2_B,ZN,9,0
6beb_A,CA,0,0
6beb_A,CO,1,0
6beb_A,CU,2,0
6beb_A,FE,3,0
6beb_A,FE2,4,0
6beb_A,MG,5,0
6beb_A,MN,6,0
6beb_A,PO4,7,0
6beb_A,SO4,8,0
6beb_A,ZN,9,0
6bec_A,CA,0,0
6bec_A,CO,1,0
6bec_A,CU,2,0
6bec_A,FE,3,0
6bec_A,FE2,4,0
6bec_A,MG,5,0
6bec_A,MN,6,0
6bec_A,PO4,7,0
6bec_A,SO4,8,0
6bec_A,ZN,9,0
6beg_A,CA,0,0
6beg_A,CO,1,0
6beg_A,CU,2,0
6beg_A,FE,3,0
6beg_A,FE2,4,0
6beg_A,MG,5,0
6beg_A,MN,6,0
6beg_A,PO4,7,0
6beg_A,SO4,8,0
6beg_A,ZN,9,0
6bes_A,CA,0,0
6bes_A,CO,1,0
6bes_A,CU,2,0
6bes_A,FE,3,0
6bes_A,FE2,4,0
6bes_A,MG,5,0
6bes_A,MN,6,0
6bes_A,PO4,7,0
6bes_A,SO4,8,0
6bes_A,ZN,9,0
6bet_A,CA,0,0
6bet_A,CO,1,0
6bet_A,CU,2,0
6bet_A,FE,3,0
6bet_A,FE2,4,0
6bet_A,MG,5,0
6bet_A,MN,6,0
6bet_A,PO4,7,0
6bet_A,SO4,8,0
6bet_A,ZN,9,0
6beu_A,CA,0,0
6beu_A,CO,1,0
6beu_A,CU,2,0
6beu_A,FE,3,0
6beu_A,FE2,4,0
6beu_A,MG,5,0
6beu_A,MN,6,0
6beu_A,PO4,7,0
6beu_A,SO4,8,0
6beu_A,ZN,9,0
6bev_A,CA,0,0
6bev_A,CO,1,0
6bev_A,CU,2,0
6bev_A,FE,3,0
6bev_A,FE2,4,0
6bev_A,MG,5,0
6bev_A,MN,6,0
6bev_A,PO4,7,0
6bev_A,SO4,8,0
6bev_A,ZN,9,0
6bf2_A,CA,0,0
6bf2_A,CO,1,0
6bf2_A,CU,2,0
6bf2_A,FE,3,0
6bf2_A,FE2,4,0
6bf2_A,MG,5,0
6bf2_A,MN,6,0
6bf2_A,PO4,7,0
6bf2_A,SO4,8,0
6bf2_A,ZN,9,0
6bf4_A,CA,0,0
6bf4_A,CO,1,0
6bf4_A,CU,2,0
6bf4_A,FE,3,0
6bf4_A,FE2,4,0
6bf4_A,MG,5,0
6bf4_A,MN,6,0
6bf4_A,PO4,7,0
6bf4_A,SO4,8,0
6bf4_A,ZN,9,0
6bf4_B,CA,0,0
6bf4_B,CO,1,0
6bf4_B,CU,2,0
6bf4_B,FE,3,0
6bf4_B,FE2,4,0
6bf4_B,MG,5,0
6bf4_B,MN,6,0
6bf4_B,PO4,7,0
6bf4_B,SO4,8,0
6bf4_B,ZN,9,0
6bf4_C,CA,0,0
6bf4_C,CO,1,0
6bf4_C,CU,2,0
6bf4_C,FE,3,0
6bf4_C,FE2,4,0
6bf4_C,MG,5,0
6bf4_C,MN,6,0
6bf4_C,PO4,7,0
6bf4_C,SO4,8,0
6bf4_C,ZN,9,0
6bfa_A,CA,0,0
6bfa_A,CO,1,0
6bfa_A,CU,2,0
6bfa_A,FE,3,0
6bfa_A,FE2,4,0
